ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,cited_by,dblp_key
001121,article,,Journal of Management Information Systems,Effect Mechanisms of Perceptual Congruence Between Information Systems Professionals and Users on Satisfaction with Service,2013,29,4,,http://www.jmis-web.org/articles/89,"Benlian, Alexander",,,https://dblp.org/rec/journals/jmis/Benlian13
001122,article,,Journal of Management Information Systems,Information Technology and Productivity in Developed and Developing Countries,2013,30,1,,http://www.jmis-web.org/articles/266,"Dedrick, Jason L. and Kraemer, Kenneth L. and Shih, Eric Chuan-Fong",,,https://dblp.org/rec/journals/jmis/DedrickKS13
001123,article,,Journal of Management Information Systems,Strategic Alignment and Misalignment of Knowledge Management Systems - A Social Representation Perspective,2013,29,4,,http://www.jmis-web.org/articles/302,"Dulipovici, Alina and Robey, Daniel",,,https://dblp.org/rec/journals/jmis/DulipoviciR13
001124,article,,Journal of Management Information Systems,Toward an Integrated Model of Group Development - Disruption of Routines by Technology-Induced Change,2013,29,3,,http://www.jmis-web.org/articles/354,"Garfield, Monica J. and Dennis, Alan R.",,,https://dblp.org/rec/journals/jmis/GarfieldD13
001125,article,,Journal of Management Information Systems,Firm Strategy and the Internet in U.S. Commercial Banking,2013,30,2,,http://www.jmis-web.org/articles/366,"Goh, Kim Huat and Kauffman, Robert J.",,,https://dblp.org/rec/journals/jmis/GohK13
001126,article,,Journal of Management Information Systems,Service Expansion of Product Firms in the Information Technology Industry - An Empirical Study,2013,29,4,,http://www.jmis-web.org/articles/403,"Han, Shu and Kuruzovich, Jason Nicholas and Ravichandran, T.",,,https://dblp.org/rec/journals/jmis/HanKR13
001127,article,,Journal of Management Information Systems,Information Security Outsourcing with System Interdependency and Mandatory Security Requirement,2013,29,3,,http://www.jmis-web.org/articles/445,"Hui, Kai Lung and Hui, Wendy and Yue, Wei T.",,,https://dblp.org/rec/journals/jmis/HuiHY13
001128,article,,Journal of Management Information Systems,Sustainability of a Firm's Reputation for Information Technology Capability - The Role of Senior IT Executives,2013,30,1,,http://www.jmis-web.org/articles/625,"Lim, Jee-Hae and Stratopoulos, Theophanis C. and Wirjanto, Tony S.",,,https://dblp.org/rec/journals/jmis/LimSW13
001129,article,,Journal of Management Information Systems,Information Systems Success - The Quest for the Independent Variables,2013,29,4,,http://www.jmis-web.org/articles/768,"Petter, Stacie and DeLone, William H. and McLean, Ephraim R.",,,https://dblp.org/rec/journals/jmis/PetterDM13
001130,article,,Journal of Management Information Systems,Using Accountability to Reduce Access Policy Violations in Information Systems,2013,29,4,,http://www.jmis-web.org/articles/978,"Vance, Anthony and Lowry, Paul Benjamin and Eggett, Dennis",,,https://dblp.org/rec/journals/jmis/VanceLE13
001131,article,,Journal of Management Information Systems,Risk Mitigation in Supply Chain Digitization - System Modularity and Information Technology Governance,2013,30,1,,http://www.jmis-web.org/articles/1046,"Xue, Ling and Zhang, Cheng and Ling, Hong and Zhao, Xia",,,https://dblp.org/rec/journals/jmis/XueZLZ13
001132,article,,Journal of Management Information Systems,"Channel Capabilities, Product Characteristics, and the Impacts of Mobile Channel Introduction",2013,30,2,,http://www.jmis-web.org/articles/54,"Bang, Youngsok and Lee, Dong-Joo and Han, Kunsoo and Hwang, Minha and Ahn, Jae-Hyeon",,,https://dblp.org/rec/journals/jmis/BangLHHA13
001133,article,,Journal of Management Information Systems,Organizations' Information Security Policy Compliance - Stick or Carrot Approach?,2013,29,3,,http://www.jmis-web.org/articles/175,"Chen, Yan and Ramamurthy, K. Ram and Wen, Kuang-Wei",,,https://dblp.org/rec/journals/jmis/ChenRW13
001134,article,,Journal of Management Information Systems,The Impact of Cloud Computing - Should the IT Department Be Organized as a Cost Center or a Profit Center?,2013,30,2,,http://www.jmis-web.org/articles/191,"Choudhary, Vidyanand and Vithayathil, Joseph",,,https://dblp.org/rec/journals/jmis/ChoudharyV13
001135,article,,Journal of Management Information Systems,Competing with Piracy - A Multichannel Sequential Search Approach,2013,30,2,,http://www.jmis-web.org/articles/361,"Geng, Xianjun and Lee, Young Jin",,,https://dblp.org/rec/journals/jmis/GengL13
001136,article,,Journal of Management Information Systems,Credibility of Anonymous Online Product Reviews - A Language Expectancy Perspective,2013,30,1,,http://www.jmis-web.org/articles/475,"Jensen, Matthew L. and Averbeck, Joshua M. and Zhang, Zhu and Wright, Kevin B.",,,https://dblp.org/rec/journals/jmis/JensenAZW13
001137,article,,Journal of Management Information Systems,The Effect of Social Capital of the Relationship Between the CIO and Top Management Team on Firm Performance,2013,30,1,,http://www.jmis-web.org/articles/506,"Karahanna, Elena and Preston, David S.",,,https://dblp.org/rec/journals/jmis/KarahannaP13
001138,article,,Journal of Management Information Systems,Inducing Intrinsic Motivation to Explore the Enterprise System - The Supremacy of Organizational Levers,2013,29,3,,http://www.jmis-web.org/articles/528,"Ke, Weiling and Tan, Chuan-Hoo and Sia, Choon-Ling and Wei, Kwok-Kee",,,https://dblp.org/rec/journals/jmis/KeTSW13
001139,article,,Journal of Management Information Systems,Health-Care Security Strategies for Data Protection and Regulatory Compliance,2013,30,2,,http://www.jmis-web.org/articles/571,"Kwon, Juhee and Johnson, M. Eric",,,https://dblp.org/rec/journals/jmis/KwonJ13
001140,article,,Journal of Management Information Systems,The Drivers in the Use of Online Whistle-Blowing Reporting Systems,2013,30,1,,http://www.jmis-web.org/articles/639,"Lowry, Paul Benjamin and Moody, Gregory D. and Galletta, Dennis F. and Vance, Anthony",,,https://dblp.org/rec/journals/jmis/LowryMGV13
001141,article,,Journal of Management Information Systems,How Do Consumer Buzz and Traffic in Social Media Marketing Predict the Value of the Firm?,2013,30,2,,http://www.jmis-web.org/articles/644,"Luo, Xueming and Zhang, Jie Jennifer",,,https://dblp.org/rec/journals/jmis/LuoZ13
001142,article,,Journal of Management Information Systems,Emotions and Information Diffusion in Social Media - Sentiment of Microblogs and Sharing Behavior,2013,29,4,,http://www.jmis-web.org/articles/904,"Stieglitz, Stefan and Dang-Xuan, Linh",,,https://dblp.org/rec/journals/jmis/StieglitzD13
001143,article,,Journal of Management Information Systems,Corporate Wikis - The Effects of Owners' Motivation and Behavior on Group Members' Engagement,2013,29,3,,http://www.jmis-web.org/articles/32,"Arazy, Ofer and Gellatly, Ian R.",,,https://dblp.org/rec/journals/jmis/ArazyG13
001144,article,,Journal of Management Information Systems,Facilitator-in-a-Box - Process Support Applications to Help Practitioners Realize the Potential of Collaboration Technology,2013,29,4,,http://www.jmis-web.org/articles/115,"Briggs, Robert O. and Kolfschoten, Gwendolyn L. and de Vreede, Gert-Jan and Lukosch, Stephan G. and Albrecht, Conan C.",,,https://dblp.org/rec/journals/jmis/BriggsKVLA13
001145,article,,Journal of Management Information Systems,Sparking Creativity - Improving Electronic Brainstorming with Individual Cognitive Priming,2013,29,4,,http://www.jmis-web.org/articles/279,"Dennis, Alan R. and Minas, Randall K. and Bhagwatwar, Akshay",,,https://dblp.org/rec/journals/jmis/DennisMB13
001146,article,,Journal of Management Information Systems,Consumer Learning and Time-Locked Trials of Software Products,2013,30,2,,http://www.jmis-web.org/articles/293,"Dey, Debabrata and Lahiri, Atanu and Liu, Dengpan",,,https://dblp.org/rec/journals/jmis/DeyLL13
001147,article,,Journal of Management Information Systems,Investigating the Value of Sociomaterialism in Conceptualizing IT Capability of a Firm,2013,29,3,,http://www.jmis-web.org/articles/539,"Kim, Gimun and Shin, Bongsik and Kwon, Ohbyung",,,https://dblp.org/rec/journals/jmis/KimSK13
001148,article,,Journal of Management Information Systems,Reducing Buyers' Uncertainty About Taste-Related Product Attributes,2013,30,2,,http://www.jmis-web.org/articles/666,"Markopoulos, Panos M. and Clemons, Eric K.",,,https://dblp.org/rec/journals/jmis/MarkopoulosC13
001149,article,,Journal of Management Information Systems,A Test of Two Models of Value Creation in Virtual Communities,2013,30,1,,http://www.jmis-web.org/articles/780,"Porter, Constance Elise and Devaraj, Sarv and Sun, Daewon",,,https://dblp.org/rec/journals/jmis/PorterDS13
001150,article,,Journal of Management Information Systems,The Competitive Business Impact of Using Telemedicine for the Treatment of Patients with Chronic Conditions,2013,30,2,,http://www.jmis-web.org/articles/808,"Rajan, Balaraman and Seidmann, Abraham and Dorsey, Earl R.",,,https://dblp.org/rec/journals/jmis/RajanSD13
001151,article,,Journal of Management Information Systems,Network Structure and Observational Learning - Evidence from a Location-Based Social Network,2013,30,2,,http://www.jmis-web.org/articles/877,"Shi, Zhan and Whinston, Andrew B.",,,https://dblp.org/rec/journals/jmis/ShiW13
001152,article,,Journal of Management Information Systems,Alternate Strategies for a Win-Win Seeking Agent in Agent-Human Negotiations,2013,29,3,,http://www.jmis-web.org/articles/1048,"Yang, Yinping and Singhal, Sharad and Xu, Yunjie Calvin",,,https://dblp.org/rec/journals/jmis/YangSX13
001153,article,,Journal of Management Information Systems,Competitive Target Advertising and Consumer Data Sharing,2013,29,3,,http://www.jmis-web.org/articles/1063,"Zhao, Xia and Xue, Ling",,,https://dblp.org/rec/journals/jmis/ZhaoX13
001154,article,,Journal of Management Information Systems,Editorial Introduction,2013,29,3,,http://www.jmis-web.org/articles/1160,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass13
001155,article,,Journal of Management Information Systems,Editorial Introduction,2013,29,4,,http://www.jmis-web.org/articles/1166,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass13a
001156,article,,Journal of Management Information Systems,Editorial Introduction,2013,30,1,,http://www.jmis-web.org/articles/1165,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass13b
001157,article,,Journal of Management Information Systems,Integrating Biosignals into Information Systems - A NeuroIS Tool for Improving Emotion Regulation,2014,30,3,,http://www.jmis-web.org/articles/39,"Astor, Philipp J. and Adam, Marc Thomas Philipp and Jercic, Petar and Schaaff, Kristina and Weinhardt, Christof",,,https://dblp.org/rec/journals/jmis/AstorAJSW14
001158,article,,Journal of Management Information Systems,Achieving IT Program Goals with Integrative Conflict Management,2014,31,1,,http://www.jmis-web.org/articles/1187,"Jiang, James J. and Chang, Jamie Y. T. and Chen, Houn-Gee and Wang, Eric T. G. and Klein, Gary",,,https://dblp.org/rec/journals/jmis/JiangCCWK14
001159,article,,Journal of Management Information Systems,Special Section - IT Project Management,2014,31,1,,http://www.jmis-web.org/articles/1184,"Jiang, James J. and Klein, Gary",,,https://dblp.org/rec/journals/jmis/JiangK14
001160,article,,Journal of Management Information Systems,Informational and Normative Social Influence in Group-Buying - Evidence from Self-Reported and EEG Data,2014,30,4,,http://www.jmis-web.org/articles/1177,"Kuan, Kevin K. Y. and Zhong, Yingqin and Chau, Patrick Y. K.",,,https://dblp.org/rec/journals/jmis/KuanZC14
001161,article,,Journal of Management Information Systems,Special Issue - Neuroscience in Information Systems Research,2014,30,4,,http://www.jmis-web.org/articles/1175,"Liang, Ting-Peng and vomBrocke, Jan",,,https://dblp.org/rec/journals/jmis/Liangv14
001162,article,,Journal of Management Information Systems,Talk Before It's Too Late - Reconsidering the Role of Conversation in Information Systems Project Management,2014,31,1,,http://www.jmis-web.org/articles/1186,"Mastrogiacomo, Stefano and Missonier, Stéphanie and Bonazzi, Riccardo",,,https://dblp.org/rec/journals/jmis/MastrogiacomoMB14
001163,article,,Journal of Management Information Systems,The Information Artifact in IT Governance - Toward a Theory of Information Governance,2014,30,3,,http://www.jmis-web.org/articles/927,"Tallon, Paul P. and Ramirez, Ronald V. and Short, James E.",,,https://dblp.org/rec/journals/jmis/TallonRS14
001164,article,,Journal of Management Information Systems,Autonomous Scientifically Controlled Screening Systems for Detecting Information Purposely Concealed by Individuals,2014,31,3,,http://www.jmis-web.org/articles/1213,"Twyman, Nathan W. and Lowry, Paul Benjamin and Burgoon, Judee K. and Nunamaker Jr., Jay F.",,,https://dblp.org/rec/journals/jmis/TwymanLBN14
001165,article,,Journal of Management Information Systems,Guidelines for Neuroscience Studies in Information Systems Research,2014,30,4,,http://www.jmis-web.org/articles/1170,"vomBrocke, Jan and Liang, Ting-Peng",,,https://dblp.org/rec/journals/jmis/vomBrockeL14
001166,article,,Journal of Management Information Systems,Customized Bundling and Consumption Variety of Digital Information Goods,2014,31,2,,http://www.jmis-web.org/articles/1201,"Bockstedt, Jesse C. and Goh, Kim Huat",,,https://dblp.org/rec/journals/jmis/BockstedtG14
001167,article,,Journal of Management Information Systems,Special Section - Information Systems Support for Shared Understanding,2014,31,1,,http://www.jmis-web.org/articles/1188,"Briggs, Robert O.",,,https://dblp.org/rec/journals/jmis/Briggs14
001168,article,,Journal of Management Information Systems,Special Section - IT-Enabled Social and Economic Transitions,2014,31,3,,http://www.jmis-web.org/articles/1209,"Clemons, Eric K. and Kauffman, Robert J. and Weber, Thomas A.",,,https://dblp.org/rec/journals/jmis/ClemonsKW14
001169,article,,Journal of Management Information Systems,Understanding Employee Responses to Stressful Information Security Requirements - A Coping Perspective,2014,31,2,,http://www.jmis-web.org/articles/1206,"D'Arcy, John and Herath, Tejaswini C. and Shoss, Mindy K.",,,https://dblp.org/rec/journals/jmis/DArcyHS14
001170,article,,Journal of Management Information Systems,Neuroscience and a Nomological Network for the Understanding and Assessment of Emotions in Information Systems Research,2014,30,4,,http://www.jmis-web.org/articles/1178,"Gregor, Shirley and Lin, Aleck C. H. and Gedeon, Tom and Riaz, Amir and Zhu, Dingyun",,,https://dblp.org/rec/journals/jmis/GregorLGRZ14
001171,article,,Journal of Management Information Systems,"Digital Piracy, Teens, and the Source of Advice - An Experimental Study",2014,31,2,,http://www.jmis-web.org/articles/1204,"Hashim, Matthew J. and Kannan, Karthik N. and Maximiano, Sandra and Ulmer, Jackie Rees",,,https://dblp.org/rec/journals/jmis/HashimKMU14
001172,article,,Journal of Management Information Systems,Explicit and Implicit Antecedents of Users' Behavioral Beliefs in Information Systems - A Neuropsychological Investigation,2014,30,4,,http://www.jmis-web.org/articles/1179,"OrtizDeGuinea, Ana and Titah, Ryad and Léger, Pierre-Majorique",,,https://dblp.org/rec/journals/jmis/OrtizDeGuineaTL14
001173,article,,Journal of Management Information Systems,A Rigidity Detection System for Automated Credibility Assessment,2014,31,1,,http://www.jmis-web.org/articles/1191,"Twyman, Nathan W. and Elkins, Aaron C. and Burgoon, Judee K. and Nunamaker Jr., Jay F.",,,https://dblp.org/rec/journals/jmis/TwymanEBN14
001174,article,,Journal of Management Information Systems,Centralizing Data Management with Considerations of Uncertainty and Information-Based Flexibility,2014,30,3,,http://www.jmis-web.org/articles/982,"Velu, Chander K. and Madnick, Stuart E. and Van Alstyne, Marshall W.",,,https://dblp.org/rec/journals/jmis/VeluMA14
001175,article,,Journal of Management Information Systems,Horizontal Allocation of Decision Rights for On-Premise Applications and Software-as-a-Service,2014,30,3,,http://www.jmis-web.org/articles/1033,"Winkler, Till J. and Brown, Carol V.",,,https://dblp.org/rec/journals/jmis/WinklerB14
001176,article,,Journal of Management Information Systems,Supporting Creative Problem Solving with a Case-Based Reasoning System,2014,31,1,,http://www.jmis-web.org/articles/1195,"Althuizen, Niek and Wierenga, Berend",,,https://dblp.org/rec/journals/jmis/AlthuizenW14
001177,article,,Journal of Management Information Systems,Augmenting Conflict Resolution with Informational Response - A Holistic View of Governance Choice in Business Process Outsourcing,2014,31,3,,http://www.jmis-web.org/articles/1212,"Barua, Anitesh and Mani, Deepa",,,https://dblp.org/rec/journals/jmis/BaruaM14
001178,article,,Journal of Management Information Systems,Creating Shared Understanding in Heterogeneous Work Groups - Why It Matters and How to Achieve It,2014,31,1,,http://www.jmis-web.org/articles/1189,"Bittner, Eva Alice Christiane and Leimeister, Jan Marco",,,https://dblp.org/rec/journals/jmis/BittnerL14
001179,article,,Journal of Management Information Systems,Delivery Consolidation and Service Competition Among Internet Service Providers,2014,31,3,,http://www.jmis-web.org/articles/1217,"Chiang, I. Robert and Jhang-Li, Jhih-Hua",,,https://dblp.org/rec/journals/jmis/ChiangJ14
001180,article,,Journal of Management Information Systems,User Roles and Contributions in Innovation-Contest Communities,2014,31,1,,http://www.jmis-web.org/articles/1194,"Füller, Johann and Hutter, Katja and Hautz, Julia and Matzler, Kurt",,,https://dblp.org/rec/journals/jmis/FullerHHM14
001181,article,,Journal of Management Information Systems,Gifting and Status in Virtual Worlds,2014,31,2,,http://www.jmis-web.org/articles/1203,"Goode, Sigi and Shailer, Gregory and Wilson, Mark and Jankowski, Jaroslaw",,,https://dblp.org/rec/journals/jmis/GoodeSWJ14
001182,article,,Journal of Management Information Systems,A Process Model of Complementarity and Substitution of Contractual and Relational Governance in IS Outsourcing,2014,30,3,,http://www.jmis-web.org/articles/443,"Huber, Thomas L. and Fischer, Thomas Alexander and Dibbern, Jens and Hirschheim, Rudy",,,https://dblp.org/rec/journals/jmis/HuberFDH14
001183,article,,Journal of Management Information Systems,"Relational Contracts, Growth Options, and Heterogeneous Beliefs - A Game-Theoretic Perspective on Information Technology Outsourcing",2014,31,2,,http://www.jmis-web.org/articles/1207,"Li, Xiaotong",,,https://dblp.org/rec/journals/jmis/Li14
001184,article,,Journal of Management Information Systems,Enhancing User-Game Engagement Through Software Gaming Elements,2014,30,4,,http://www.jmis-web.org/articles/1176,"Li, Meng-Xiang and Jiang, Qiqi and Tan, Chuan-Hoo and Wei, Kwok-Kee",,,https://dblp.org/rec/journals/jmis/LiJTW14
001185,article,,Journal of Management Information Systems,Impact of Prior Reviews on the Subsequent Review Process in Reputation Systems,2014,30,3,,http://www.jmis-web.org/articles/645,"Ma, Xiao and Khansa, Lara and Deng, Yun and Kim, Sung S.",,,https://dblp.org/rec/journals/jmis/MaKDK14
001186,article,,Journal of Management Information Systems,Putting on the Thinking Cap - Using NeuroIS to Understand Information Processing Biases in Virtual Teams,2014,30,4,,http://www.jmis-web.org/articles/1173,"Minas, Randall K. and Potter, Robert F. and Dennis, Alan R. and Bartelt, Valerie and Bae, Soyoung",,,https://dblp.org/rec/journals/jmis/MinasPDBB14
001187,article,,Journal of Management Information Systems,The Impact of Social Network Structures on Prediction Market Accuracy in the Presence of Insider Information,2014,31,1,,http://www.jmis-web.org/articles/1190,"Qiu, Liangfei and Rui, Huaxia and Whinston, Andrew B.",,,https://dblp.org/rec/journals/jmis/QiuRW14a
001188,article,,Journal of Management Information Systems,The Impact of Buy-Now Features in Pay-per-Bid Auctions,2014,31,2,,http://www.jmis-web.org/articles/1200,"Reiner, Jochen and Natter, Martin and Skiera, Bernd",,,https://dblp.org/rec/journals/jmis/ReinerNS14
001189,article,,Journal of Management Information Systems,Understanding the Drivers of Unethical Programming Behavior - The Inappropriate Reuse of Internet-Accessible Code,2014,31,3,,http://www.jmis-web.org/articles/1218,"Sojer, Manuel and Alexy, Oliver and Kleinknecht, Sven and Henkel, Joachim",,,https://dblp.org/rec/journals/jmis/SojerAKH14
001190,article,,Journal of Management Information Systems,Special Issue - Information Technology and Organizational Governance - The IT Governance Cube,2014,30,3,,http://www.jmis-web.org/articles/962,"Tiwana, Amrit and Konsynski, Benn R. and Venkatraman, N.",,,https://dblp.org/rec/journals/jmis/TiwanaKV14
001191,article,,Journal of Management Information Systems,How Social Capital Among Information Technology and Business Units Drives Operational Alignment and IT Business Value,2014,31,1,,http://www.jmis-web.org/articles/1193,"Wagner, Heinz-Theo and Beimborn, Daniel and Weitzel, Tim",,,https://dblp.org/rec/journals/jmis/WagnerBW14
001192,article,,Journal of Management Information Systems,Forming Interoperability Through Interorganizational Systems Standards,2014,30,4,,http://www.jmis-web.org/articles/1169,"Zhao, Kexin and Xia, Nan",,,https://dblp.org/rec/journals/jmis/ZhaoX14
001193,article,,Journal of Management Information Systems,Special Issue - Economics of Electronic Commerce,2014,31,2,,http://www.jmis-web.org/articles/1197,"Bapna, Ravi and Barua, Anitesh and Whinston, Andrew B.",,,https://dblp.org/rec/journals/jmis/BapnaBW14
001194,article,,Journal of Management Information Systems,Evolution of Governance - Achieving Ambidexterity in IT Outsourcing,2014,30,3,,http://www.jmis-web.org/articles/144,"Cao, Lan and Mohan, Kannan and Ramesh, Balasubramaniam and Sarkar, Sumantra",,,https://dblp.org/rec/journals/jmis/CaoMRS14
001195,article,,Journal of Management Information Systems,"Classifying, Measuring, and Predicting Users' Overall Active Behavior on Social Networking Sites",2014,31,3,,http://www.jmis-web.org/articles/1216,"Chen, Aihui and Lu, Yaobin and Chau, Patrick Y. K. and Gupta, Sumeet",,,https://dblp.org/rec/journals/jmis/ChenLCG14
001196,article,,Journal of Management Information Systems,Collaborative Demand Forecasting - Toward the Design of an Exception-Based Forecasting Mechanism,2014,31,2,,http://www.jmis-web.org/articles/1205,"Dong, Yan and Huang, Xiaowen and Sinha, Kingshuk K. and Xu, Kefeng",,,https://dblp.org/rec/journals/jmis/DongHSX14
001197,article,,Journal of Management Information Systems,Exploring How IT Professionals Experience Role Transitions at the End of Successful Projects,2014,31,1,,http://www.jmis-web.org/articles/1185,"Dubé, Line",,,https://dblp.org/rec/journals/jmis/Dube14
001198,article,,Journal of Management Information Systems,How Posture-Profile Misalignment in IT Innovation Diminishes Returns - Conceptual Development and Empirical Demonstration,2014,31,1,,http://www.jmis-web.org/articles/1192,"Fichman, Robert G. and Melville, Nigel P.",,,https://dblp.org/rec/journals/jmis/FichmanM14
001199,article,,Journal of Management Information Systems,Digital Natives or Digital Immigrants? The Impact of User Characteristics on Online Trust,2014,31,3,,http://www.jmis-web.org/articles/1214,"Hoffmann, Christian Pieter and Lutz, Christoph and Meckel, Miriam",,,https://dblp.org/rec/journals/jmis/HoffmannLM14
001200,article,,Journal of Management Information Systems,Comprehension and Assessment of Product Reviews - A Review-Product Congruity Proposition,2014,30,3,,http://www.jmis-web.org/articles/441,"Huang, Liqiang and Tan, Chuan-Hoo and Ke, Weiling and Wei, Kwok-Kee",,,https://dblp.org/rec/journals/jmis/HuangTKW14
001201,article,,Journal of Management Information Systems,Determinants of Mobile Apps' Success - Evidence from the App Store Market,2014,31,2,,http://www.jmis-web.org/articles/1202,"Lee, Gunwoong and Raghu, T. S.",,,https://dblp.org/rec/journals/jmis/LeeR14
001202,article,,Journal of Management Information Systems,Effects of Different Types of Free Trials and Ratings in Sampling of Consumer Software - An Empirical Study,2014,30,3,,http://www.jmis-web.org/articles/600,"Lee, Young-Jin and Tan, Yong",,,https://dblp.org/rec/journals/jmis/LeeT14
001203,article,,Journal of Management Information Systems,Effects of Freemium Strategy in the Mobile App Market - An Empirical Study of Google Play,2014,31,3,,http://www.jmis-web.org/articles/1219,"Liu, Charles Zhechao and Au, Yoris A. and Choi, Hoon Seok",,,https://dblp.org/rec/journals/jmis/LiuAC14
001204,article,,Journal of Management Information Systems,Differential Effects of Keyword Selection in Search Engine Advertising on Direct and Indirect Sales,2014,30,4,,http://www.jmis-web.org/articles/1174,"Lu, Xianghua and Zhao, Xia",,,https://dblp.org/rec/journals/jmis/LuZ14
001205,article,,Journal of Management Information Systems,Physical and Electronic Wholesale Markets - An Empirical Analysis of Product Sorting and Market Function,2014,31,2,,http://www.jmis-web.org/articles/1198,"Overby, Eric and Mitra, Sabyasachi",,,https://dblp.org/rec/journals/jmis/OverbyM14
001206,article,,Journal of Management Information Systems,Launching Successful E Markets - A Broker-Level Order-Routing Analysis of Two Options Exchanges,2014,31,2,,http://www.jmis-web.org/articles/1199,"Parker, Christopher and Weber, Bruce W.",,,https://dblp.org/rec/journals/jmis/ParkerW14
001207,article,,Journal of Management Information Systems,Healthcare IT Adoption - An Analysis of Knowledge Transfer in Socioeconomic Networks,2014,31,3,,http://www.jmis-web.org/articles/1210,"Peng, Gang and Dey, Debabrata and Lahiri, Atanu",,,https://dblp.org/rec/journals/jmis/PengDL14
001208,article,,Journal of Management Information Systems,Drivers of Quantity and Quality of Participation in Online Policy Deliberation Forums,2014,31,3,,http://www.jmis-web.org/articles/1215,"Phang, Chee Wei and Kankanhalli, Atreyi and Huang, Lihua",,,https://dblp.org/rec/journals/jmis/PhangKH14
001209,article,,Journal of Management Information Systems,Effects of Social Networks on Prediction Markets - Examination in a Controlled Experiment,2014,30,4,,http://www.jmis-web.org/articles/1172,"Qiu, Liangfei and Rui, Huaxia and Whinston, Andrew B.",,,https://dblp.org/rec/journals/jmis/QiuRW14
001210,article,,Journal of Management Information Systems,Trusting Humans and Avatars - A Brain Imaging Study Based on Evolution Theory,2014,30,4,,http://www.jmis-web.org/articles/1171,"Riedl, René and Mohr, Peter N. C. and Kenning, Peter and Davis, Fred D. and Heekeren, Hauke R.",,,https://dblp.org/rec/journals/jmis/RiedlMKDH14
001211,article,,Journal of Management Information Systems,The Governance and Control of Open Source Software Projects,2014,30,3,,http://www.jmis-web.org/articles/296,"Di Tullio, Danny and Staples, D. Sandy",,,https://dblp.org/rec/journals/jmis/TullioS14
001212,article,,Journal of Management Information Systems,"Intermediation in a Sharing Economy - Insurance, Moral Hazard, and Rent Extraction",2014,31,3,,http://www.jmis-web.org/articles/1211,"Weber, Thomas A.",,,https://dblp.org/rec/journals/jmis/Weber14
001213,article,,Journal of Management Information Systems,Editorial Introduction,2014,30,3,,http://www.jmis-web.org/articles/1164,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass14
001214,article,,Journal of Management Information Systems,Editorial Introduction,2014,30,4,,http://www.jmis-web.org/articles/1168,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass14a
001215,article,,Journal of Management Information Systems,Editorial Introduction,2014,31,1,,http://www.jmis-web.org/articles/1183,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass14b
001216,article,,Journal of Management Information Systems,Editorial Introduction,2014,31,2,,http://www.jmis-web.org/articles/1196,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass14c
001217,article,,Journal of Management Information Systems,Editorial Introduction,2014,31,3,,http://www.jmis-web.org/articles/1208,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass14d
001218,article,,Journal of Management Information Systems,Special Issue - On the Contributions of Applied Science/Engineering Research to Information Systems,2015,32,3,,http://www.jmis-web.org/articles/1256,"Briggs, Robert O. and Nunamaker Jr., Jay F. and Giboney, Justin Scott",,,https://dblp.org/rec/journals/jmis/BriggsNG15
001219,article,,Journal of Management Information Systems,The Behavioral Roots of Information Systems Security - Exploring Key Factors Related to Unethical IT Use,2015,31,4,,http://www.jmis-web.org/articles/1223,"Chatterjee, Sutirtha and Sarker, Suprateek and Valacich, Joseph S.",,,https://dblp.org/rec/journals/jmis/ChatterjeeSV15
001220,article,,Journal of Management Information Systems,Special Section - Online Social Connections - Efficiency Versus Regulation,2015,32,2,,http://www.jmis-web.org/articles/1244,"Clemons, Eric K. and Dewan, Rajiv M. and Kauffman, Robert J. and Weber, Thomas A.",,,https://dblp.org/rec/journals/jmis/ClemonsDKW15
001221,article,,Journal of Management Information Systems,"Temporal Distance, Communication Patterns, and Task Performance in Teams",2015,32,1,,http://www.jmis-web.org/articles/1237,"Espinosa, J. Alberto and Nan, Ning and Carmel, Erran",,,https://dblp.org/rec/journals/jmis/EspinosaNC15
001222,article,,Journal of Management Information Systems,Exploring Knowledge Filtering Processes in Electronic Networks of Practice,2015,31,4,,http://www.jmis-web.org/articles/1226,"Fadel, Kelly J. and Meservy, Thomas O. and Jensen, Matthew L.",,,https://dblp.org/rec/journals/jmis/FadelMJ15
001223,article,,Journal of Management Information Systems,Understanding the Influence of Instant Messaging on Ending Concessions During Negotiations,2015,31,4,,http://www.jmis-web.org/articles/1231,"Johnson, Norman A. and Cooper, Randolph B.",,,https://dblp.org/rec/journals/jmis/JohnsonC15
001224,article,,Journal of Management Information Systems,Barriers to Interorganizational Knowledge Transfer in Post-Hospital Care Transitions - Review and Directions for Information Systems Research,2015,32,3,,http://www.jmis-web.org/articles/1258,"Lim, Shi Ying and Jarvenpaa, Sirkka L. and Lanham, Holly Jordan",,,https://dblp.org/rec/journals/jmis/LimJL15
