ID,ENTRYTYPE,doi,journal,title,year,volume,number,dblp_key,metadata_source,author,file,grobid-version,note,pages,url,language
000841,article,10.1057/EJIS.2008.55,European Journal of Information Systems,User satisfaction with business-to-employee portals - conceptualization and scale development,2008,17,6,,,"Tojib, Dewi Rooslani and Sugianto, Ly-Fie and Sendjaya, Sen",,,,649--667,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.55,
000842,article,10.1057/PALGRAVE.EJIS.3000637,European Journal of Information Systems,Using informal notes for sharing corporate technology know-how,2006,15,5,,,"Topi, Heikki and Lucas, Wendy and Babaian, Tamara",,,,486--499,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000637,
000843,article,10.1057/EJIS.2010.46,European Journal of Information Systems,Usage and impact of technology enabled job learning,2011,20,1,,,"Torkzadeh, Gholamreza and Chang, Jerry Cha-Jan and Hardin, Andrew M",,,,69--86,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.46,
000844,article,10.1057/PALGRAVE.EJIS.3000342,European Journal of Information Systems,Stimulating power games as a part of systems development,2000,9,1,,,"Torvinen, V and Jalonen, K",,,,16--24,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000342,
000845,article,10.1080/0960085X.2020.1784046,European Journal of Information Systems,One app to trace them all? Examining app specifications for mass acceptance of contact-tracing apps,2020,29,4,,,"Trang, Simon and Trenz, Manuel and Weiger, Welf H. and Tarafdar, Monideepa and Cheung, Christy M.K.",,,,415--428,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1784046,
000846,article,10.1057/EJIS.2009.31,European Journal of Information Systems,Retaining women in the U.S. IT workforce - theorizing the influence of organizational factors,2009,18,5,,,"Trauth, Eileen M and Quesenberry, Jeria L and Huang, Haiyan",,,,476--497,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.31,
000847,article,10.1057/EJIS.2012.27,European Journal of Information Systems,Sympathy or strategy - social capital drivers for collaborative contributions to the IS community,2013,22,3,,,"Trier, Matthias and Molka-Danielsen, Judith",,,,317--335,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.27,
000848,article,10.1057/EJIS.2011.16,European Journal of Information Systems,The scholarly influence of Heinz Klein - ideational and social measures of his impact on IS research and IS scholars,2011,20,4,,,"Truex, Duane and Cuellar, Michael and Takeda, Hirotoshi and Vidgen, Richard",,,,422--439,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.16,
000849,article,10.1057/EJIS.2013.27,European Journal of Information Systems,Managing the introduction of information security awareness programmes in organisations,2015,24,1,,,"Tsohou, Aggeliki and Karyda, Maria and Kokolakis, Spyros and Kiountouzis, Evangelos",,,,38--58,https://www.tandfonline.com/doi/full/10.1057/ejis.2013.27,
000850,article,10.1057/EJIS.2014.19,European Journal of Information Systems,Quitting the use of a habituated hedonic information system - a theoretical model and empirical examination of Facebook users,2015,24,4,,,"Turel, Ofir",,,,431--446,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.19,
000851,article,10.1057/S41303-016-0002-5,European Journal of Information Systems,Untangling the complex role of guilt in rational decisions to discontinue the use of a hedonic Information System,2016,25,5,,,"Turel, Ofir",,,,432--447,https://www.tandfonline.com/doi/full/10.1057/s41303-016-0002-5,
000852,article,10.1057/EJIS.2012.61,European Journal of Information Systems,Board-level IT governance and organizational performance,2014,23,2,,,"Turel, Ofir and Bart, Chris",,,,223--239,https://www.tandfonline.com/doi/abs/10.1057/ejis.2012.61,
000853,article,10.1057/EJIS.2012.1,European Journal of Information Systems,The benefits and dangers of enjoyment with social networking websites,2012,21,5,,,"Turel, Ofir and Serenko, Alexander",,,,512--528,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.1,
000854,article,10.1057/EJIS.2014.29,European Journal of Information Systems,The effect of culture on requirements - a value-based view of prioritization,2015,24,3,,,"Tuunanen, Tuure and Kuo, I-Te",,,,295--313,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.29,
000855,article,10.1080/0960085X.2018.1476015,European Journal of Information Systems,Population targeted requirements acquisition,2018,27,6,,,"Tuunanen, Tuure and Peffers, Ken",,,,686--711,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1476015,
000856,article,10.1057/PALGRAVE.EJIS.3000648,European Journal of Information Systems,Characterizing the evolving research on enterprise content management,2006,15,6,,,"Tyrväinen, Pasi and Päivärinta, Tero and Salminen, Airi and Iivari, Juhani",,,,627--634,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000648,
000857,article,10.1057/EJIS.2013.32,European Journal of Information Systems,Organizational identity and information systems - how organizational ICT reflect who an organization is,2014,23,1,,,"Tyworth, Michael",,,,69--83,https://www.tandfonline.com/doi/abs/10.1057/ejis.2013.32,
000858,article,10.1057/EJIS.2008.39,European Journal of Information Systems,Designing enterprise integration solutions - effectively,2008,17,5,,,"Umapathy, Karthikeyan and Purao, Sandeep and Barton, Russell R",,,,518--527,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.39,
000859,article,10.1080/0960085X.2020.1802358,European Journal of Information Systems,Information Technology and the pandemic - a preliminary multinational analysis of the impact of mobile tracking technology on the COVID-19 contagion control,2020,29,4,,,"Urbaczewski, Andrew and Lee, Young Jin",,,,405--414,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1802358,
000860,article,10.1057/EJIS.2015.19,European Journal of Information Systems,Identity metamorphoses in digital disruption - a relational theory of identity,2016,25,4,,,"Utesheva, Anastasia and Simpson, Jason R and Cecez-Kecmanovic, Dubravka",,,,344--363,https://www.tandfonline.com/doi/full/10.1057/ejis.2015.19,
000861,article,10.1057/EJIS.2011.26,European Journal of Information Systems,Grounded theorizing for electronically mediated social contexts,2013,22,1,,,"Vaast, Emmanuelle and Walsham, Geoff",,,,9--25,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.26,
000862,article,10.1057/PALGRAVE.EJIS.3000715,European Journal of Information Systems,An epidemic of pain in an Australian radiology practice,2007,16,6,,,"Van Akkeren, Jeanette and Rowlands, Bruce",,,,695--711,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000715,
000863,article,10.1057/PALGRAVE.EJIS.3000680,European Journal of Information Systems,Perceived critical mass and the adoption of a communication technology,2007,16,3,,,"Van Slyke, Craig and Ilie, Virginia and Lou, Hao and Stafford, Thomas",,,,270--283,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000680,
000864,article,10.1057/PALGRAVE.EJIS.3000468,European Journal of Information Systems,Information Systems and the Economics of Innovation,2003,12,3,,,"Varey, Richard",,,,245--246,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000468,
000865,article,10.1057/EJIS.2013.15,European Journal of Information Systems,The longitudinal impact of enterprise system users' pre-adoption expectations and organizational support on post-adoption proficient usage,2014,23,6,,,"Veiga, John F and Keupp, Marcus M and Floyd, Steven W and Kellermanns, Franz W",,,,691--707,https://www.tandfonline.com/doi/full/10.1057/ejis.2013.15,
000866,article,10.1080/0960085X.2020.1761272,European Journal of Information Systems,Exploring smartness in public sector innovation - creating smart public services with the Internet of Things,2020,29,4,,,"Velsberg, Ott and Westergren, Ulrika H. and Jonsson, Katrin",,,,350--368,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1761272,
000867,article,10.1057/EJIS.2014.36,European Journal of Information Systems,FEDS - a Framework for Evaluation in Design Science Research,2016,25,1,,,"Venable, John and Pries-Heje, Jan and Baskerville, Richard",,,,77--89,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.36,
000868,article,10.1057/PALGRAVE.EJIS.3000691,European Journal of Information Systems,Model-driven component adaptation in the context of Web Engineering,2007,16,4,,,"Vergara, Nathalie Moreno and Linero, José M Troya and Moreno, Antonio Vallecillo",,,,448--459,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000691,
000869,article,10.1057/PALGRAVE.EJIS.3000644,European Journal of Information Systems,Perceived risk and trust associated with purchasing at electronic marketplaces,2006,15,6,,,"Verhagen, Tibert and Meents, Selmar and Tan, Yao-Hua",,,,542--555,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000644,
000870,article,10.1057/PALGRAVE.EJIS.3000559,European Journal of Information Systems,Bricolage as a way of life - improvisation and irony in information systems,2005,14,5,,,"Verjans, Steven",,,,504--506,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000559,
000871,article,10.1057/EJIS.2013.11,European Journal of Information Systems,No time to waste - the role of timing and complementarity of alignment practices in creating business value in IT projects,2014,23,6,,,"Vermerris, Armin and Mocker, Martin and van Heck, Eric",,,,629--654,https://www.tandfonline.com/doi/full/10.1057/ejis.2013.11,
000872,article,10.1057/S41303-016-0021-2,European Journal of Information Systems,A process explanation of the effects of institutional distance between parties in outsourced information systems development projects,2016,25,5,,,"Vial, Gregory and Rivard, Suzanne",,,,448--464,https://www.tandfonline.com/doi/full/10.1057/s41303-016-0021-2,
000873,article,10.1057/PALGRAVE.EJIS.3000661,European Journal of Information Systems,What sort of community is the European Conference on Information Systems? A social network analysis 1993-2005,2007,16,1,,,"Vidgen, Richard and Henneberg, Stephan and Naudé, Peter",,,,5--19,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000661,
000874,article,10.1057/EJIS.2009.13,European Journal of Information Systems,A longitudinal analysis of trajectory changes in the software industry - the case of the content management application segment,2009,18,3,,,"Vitari, Claudio and Ravarini, Aurelio",,,,249--263,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.13,
000875,article,10.1057/PALGRAVE.EJIS.3000528,European Journal of Information Systems,Understanding enterprise systems-enabled integration,2005,14,2,,,"Volkoff, Olga and Strong, Diane M and Elmes, Michael B",,,,110--120,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000528,
000876,article,10.1057/PALGRAVE.EJIS.3000686,European Journal of Information Systems,Platform ontologies for the model-driven architecture,2007,16,4,,,"Wagelaar, Dennis and Van Der Straeten, Ragnhild",,,,362--373,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000686,
000877,article,10.1080/0960085X.2020.1800417,European Journal of Information Systems,An affordance perspective of team collaboration and enforced working from home during COVID-19,2020,29,4,,,"Waizenegger, Lena and McKenna, Brad and Cai, Wenjie and Bendz, Taino",,,,429--442,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1800417,
000878,article,10.1057/EJIS.2010.47,European Journal of Information Systems,How website socialness leads to website use,2011,20,1,,,"Wakefield, Robin L and Wakefield, Kirk L and Baker, Julie and Wang, Liz C",,,,118--132,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.47,
000879,article,10.1057/PALGRAVE.EJIS.3000619,European Journal of Information Systems,Mobile computing - a user study on hedonic/utilitarian mobile device usage,2006,15,3,,,"Wakefield, Robin L and Whitten, Dwayne",,,,292--300,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000619,
000880,article,10.1057/EJIS.2014.23,European Journal of Information Systems,Using quantitative data in mixed-design grounded theory studies - an enhanced path to formal grounded theory in information systems,2015,24,5,,,"Walsh, Isabelle",,,,531--557,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.23,
000881,article,10.1057/PALGRAVE.EJIS.3000589,European Journal of Information Systems,Doing interpretive research,2006,15,3,,,"Walsham, Geoff",,,,320--330,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000589,
000882,article,10.1057/EJIS.2012.57,European Journal of Information Systems,Empiricism in interpretive IS research - a response to Stahl,2014,23,1,,,"Walsham, Geoff",,,,12--16,https://www.tandfonline.com/doi/abs/10.1057/ejis.2012.57,
000883,article,10.1057/EJIS.2009.44,European Journal of Information Systems,A contingency model for creating value from RFID supply chain network projects in logistics and manufacturing environments,2009,18,6,,,"Wamba, Samuel Fosso and Chatfield, Akemi Takeoka",,,,615--636,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.44,
000884,article,10.1057/EJIS.2008.12,European Journal of Information Systems,Knowledge management orientation - construct development and empirical validation,2008,17,3,,,"Wang, Catherine L and Ahmed, Pervaiz K and Rafiq, Mohammed",,,,219--235,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.12,
000885,article,10.1080/0960085X.2020.1782275,European Journal of Information Systems,Effects of peers and network position on user participation in a firm-hosted software community - the moderating role of network centrality,2020,29,5,,,"Wang, Xiaolei and Ow, Terence T. and Liu, Luning and Feng, Yuqiang and Liang, Yuan",,,,521--544,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1782275,
000886,article,10.1057/EJIS.2015.7,European Journal of Information Systems,Cross-cultural IS research - perspectives from Eastern and Western traditions,2015,24,3,,,"Warkentin, Merrill and Charles-Pauvers, Brigitte and Chau, Patrick Y K",,,,229--233,https://www.tandfonline.com/doi/full/10.1057/ejis.2015.7,
000887,article,10.1057/EJIS.2010.72,European Journal of Information Systems,The influence of the informal social learning environment on information privacy policy compliance efficacy and intention,2011,20,3,,,"Warkentin, Merrill and Johnston, Allen C and Shropshire, Jordan",,,,267--284,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.72,
000888,article,10.1057/EJIS.2009.12,European Journal of Information Systems,Behavioral and policy issues in information systems security - the insider threat,2009,18,2,,,"Warkentin, Merrill and Willison, Robert",,,,101--105,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.12,
000889,article,10.1057/EJIS.2010.31,European Journal of Information Systems,Managing as designing - ‘opportunity knocks' for the IS field?,2010,19,4,,,"Wastell, David",,,,422--431,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.31,
000890,article,10.1057/EJIS.2008.46,European Journal of Information Systems,Client as designer in collaborative design science research projects - what does social science design theory tell us?,2008,17,5,,,"Weedman, Judith",,,,476--488,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.46,
000891,article,10.1057/PALGRAVE.EJIS.3000429,European Journal of Information Systems,Managing document categories in e-commerce environments - an evolution-based approach,2002,11,3,,,"Wei, C-P and Hu, P J and Dong, Y-X",,,,208--222,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000429,
000892,article,10.1057/EJIS.2010.10,European Journal of Information Systems,The strategic value of supply chain visibility - increasing the ability to reconfigure,2010,19,2,,,"Wei, Hsiao-Lan and Wang, Eric T G",,,,238--249,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.10,
000893,article,10.1057/PALGRAVE.EJIS.3000547,European Journal of Information Systems,Understanding misalignment and cascading change of ERP implementation - a stage view of process analysis,2005,14,4,,,"Wei, Hsiao-Lan and Wang, Eric T G and Ju, Pei-Hung",,,,324--334,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000547,
000894,article,10.1057/PALGRAVE.EJIS.3000634,European Journal of Information Systems,The role of imagination in the organizing of knowledge,2006,15,5,,,"Weick, Karl E",,,,446--452,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000634,
000895,article,10.1057/PALGRAVE.EJIS.3000516,European Journal of Information Systems,Designing consumer interfaces for experiential tasks - an empirical investigation,2005,14,3,,,"Wells, John D and Fuerst, William L and Palmer, Jonathan W",,,,273--287,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000516,
000896,article,10.1080/0960085X.2018.1496883,European Journal of Information Systems,Understanding the role of social networking sites in the subjective well-being of users - a diary study,2019,28,2,,,"Wenninger, Helena and Krasnova, Hanna and Buxmann, Peter",,,,126--148,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1496883,
000897,article,10.1057/S41303-017-0048-Z,European Journal of Information Systems,The funeral industry and the Internet - on the historical emergence and destabilization of strategic paths,2017,26,4,,,"Wenzel, Matthias and Wagner, Heinz-Theo and Koch, Jochen",,,,361--378,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0048-z,
000898,article,10.1057/PALGRAVE.EJIS.3000501,European Journal of Information Systems,Can Thomas Kuhn's paradigms help us understand software engineering?,2004,13,3,,,"Wernick, Paul and Hall, Tracy",,,,235--243,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000501,
000899,article,10.1080/0960085X.2020.1850186,European Journal of Information Systems,The show must go on - virtualisation of sport events during the COVID-19 pandemic,2021,30,2,,,"Westmattelmann, Daniel and Grotenhermen, Jan-Gerrit and Sprenger, Marius and Schewe, Gerhard",,,,119--136,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1850186,
000900,article,10.1057/PALGRAVE.EJIS.3000554,European Journal of Information Systems,Visiting the red-light zones with Claudio,2005,14,5,,,"Whitley, Edgar A",,,,477--479,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000554,
000901,article,10.1057/EJIS.2013.34,European Journal of Information Systems,"Who do you think you are? A review of the complex interplay between information systems, identification and identity",2014,23,1,,,"Whitley, Edgar A. and Gal, Uri and Kjaergaard, Annemette",,,,17--35,https://www.tandfonline.com/doi/abs/10.1057/ejis.2013.34,
000902,article,10.1057/EJIS.2008.53,European Journal of Information Systems,Doing the politics of technological decision making - due process and the debate about identity cards in the U.K.,2008,17,6,,,"Whitley, Edgar A and Hosein, Ian R",,,,668--677,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.53,
000903,article,10.1080/0960085X.2020.1782277,European Journal of Information Systems,Understanding how DevOps aligns development and operations - a tripartite model of intra-IT alignment,2020,29,5,,,"Wiedemann, Anna and Wiesche, Manuel and Gewald, Heiko and Krcmar, Helmut",,,,458--473,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1782277,
000904,article,10.1057/EJIS.2014.16,European Journal of Information Systems,The effective promotion of informal control in information systems offshoring projects,2015,24,6,,,"Wiener, Martin and Remus, Ulrich and Heumann, Jakob and Mähring, Magnus",,,,569--587,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.16,
000905,article,10.1057/EJIS.2012.21,European Journal of Information Systems,Creating value through governing IT deployment in a public/private-sector inter-organisational context - a human agency perspective,2013,22,5,,,"Wilkin, Carla L and Campbell, John and Moore, Stephen",,,,498--511,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.21,
000906,article,10.1057/EJIS.2008.9,European Journal of Information Systems,The ranking of top IS journals - a perspective from the London School of Economics,2008,17,2,,,"Willcocks, Leslie and Whitley, Edgar A and Avgerou, Chrisanthi",,,,163--168,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.9,
000907,article,10.1057/EJIS.2008.38,European Journal of Information Systems,Design of emerging digital services - a taxonomy,2008,17,5,,,"Williams, Kevin and Chatterjee, Samir and Rossi, Matti",,,,505--517,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.38,
000908,article,10.1080/0960085X.2018.1435231,European Journal of Information Systems,A critical realist script for creative theorising in information systems,2018,27,3,,,"Williams, Clay K. and Wynn, Donald E.",,,,315--325,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1435231,
000909,article,10.1057/PALGRAVE.EJIS.3000592,European Journal of Information Systems,Opportunities for computer crime - considering systems risk from a criminological perspective,2006,15,4,,,"Willison, Robert and Backhouse, James",,,,403--414,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000592,
000910,article,10.1057/PALGRAVE.EJIS.3000437,European Journal of Information Systems,Re-conceptualising failure - social shaping meets IS research,2002,11,4,,,"Wilson, M and Howcroft, D",,,,236--250,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000437,
000911,article,10.1057/EJIS.2008.44,European Journal of Information Systems,Design science research in Europe,2008,17,5,,,"Winter, Robert",,,,470--475,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.44,
000912,article,10.1057/PALGRAVE.EJIS.3000470,European Journal of Information Systems,Electronic window dressing - impression management with Websites,2003,12,4,,,"Winter, Susan J and Saunders, Carol and Hart, Paul",,,,309--322,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000470,
000913,article,10.1057/PALGRAVE.EJIS.3000577,European Journal of Information Systems,The dynamics of control and mobile computing in distributed activities,2006,15,3,,,"Wiredu, Gamel O and Sørensen, Carsten",,,,307--319,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000577,
000914,article,10.1057/EJIS.2011.51,European Journal of Information Systems,Using grounded theory as a method for rigorously reviewing literature,2013,22,1,,,"Wolfswinkel, Joost F and Furtmueller, Elfi and Wilderom, Celeste P M",,,,45--55,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.51,
000915,article,10.1057/PALGRAVE.EJIS.3000353,European Journal of Information Systems,Doing research in Business and Management - An Introduction to process and method,2000,9,3,,,"Work, Brent",,,,201--202,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000353,
000916,article,10.1057/PALGRAVE.EJIS.3000410,European Journal of Information Systems,Patterns of software quality management in TickIT certified firms,2002,11,1,,,"Work, B",,,,61--73,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000410,
000917,article,10.1057/S41303-017-0053-2,European Journal of Information Systems,The role of context in IT assimilation - A multi-method study of a SaaS platform in the US nonprofit sector,2017,26,5,,,"Wright, Ryan T. and Roberts, Nicholas and Wilson, David",,,,509--539,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0053-2,
000918,article,10.1057/EJIS.2012.15,European Journal of Information Systems,Toward a better understanding of behavioral intention and system usage constructs,2012,21,6,,,"Wu, Jiming and Du, Hongwei",,,,680--698,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.15,
000919,article,10.1057/EJIS.2012.33,European Journal of Information Systems,The role of online seller reviews and product price on buyers' willingness-to-pay - a risk perspective,2013,22,4,,,"Wu, Jianan and Gaytán, Edgardo Arturo Ayala",,,,416--433,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.33,
000920,article,10.1057/PALGRAVE.EJIS.3000570,European Journal of Information Systems,Claudio Ciborra - his life as a formative context,2005,14,5,,,"Wynn, Eleanor",,,,456--458,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000570,
000921,article,10.1057/PALGRAVE.EJIS.3000688,European Journal of Information Systems,Towards agent-oriented model-driven architecture,2007,16,4,,,"Xiao, Liang and Greer, Des",,,,390--406,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000688,
000922,article,10.1057/EJIS.2012.40,European Journal of Information Systems,Inter-firm IT governance in power-imbalanced buyer-supplier dyads - exploring how it works and why it lasts,2013,22,5,,,"Xiao, Jinghua and Xie, Kang and Hu, Qing",,,,512--528,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.40,
000923,article,10.1057/PALGRAVE.EJIS.3000703,European Journal of Information Systems,Concepts of product software,2007,16,5,,,"Xu, Lai and Brinkkemper, Sjaak",,,,531--541,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000703,
000924,article,10.1057/EJIS.2011.56,European Journal of Information Systems,Online game addiction among adolescents - motivation and prevention factors,2012,21,3,,,"Xu, Zhengchuan and Turel, Ofir and Yuan, Yufei",,,,321--340,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.56,
000925,article,10.1057/PALGRAVE.EJIS.3000730,European Journal of Information Systems,An exploratory study on meta skills in software development teams - antecedent cooperation skills and personality for shared mental models,2008,17,1,,,"Yang, Hee-Dong and Kang, Hye-Ryun and Mason, Robert M",,,,47--61,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000730,
000926,article,10.1057/EJIS.2010.69,European Journal of Information Systems,Satisfaction with employee relationship management systems - the impact of usefulness on systems quality perceptions,2011,20,2,,,"Yang, Yang and Stafford, Thomas F and Gillenson, Mark",,,,221--236,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.69,
000927,article,10.1057/PALGRAVE.EJIS.3000672,European Journal of Information Systems,Remote electronic voting systems - an exploration of voters' perceptions and intention to use,2007,16,2,,,"Yao, Yurong and Murphy, Lisa",,,,106--120,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000672,
000928,article,10.1057/EJIS.2011.52,European Journal of Information Systems,The impact of IT-business strategic alignment on firm performance in a developing country setting: exploring moderating roles of environmental uncertainty and strategic orientation,2012,21,4,,,"Yayla, Ali Alper and Hu, Qing",,,,373--387,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.52,eng
000929,article,10.1057/PALGRAVE.EJIS.3000595,European Journal of Information Systems,Acting with genres - discursive-ethical concepts for reflecting on and legitimating genres,2006,15,1,,,"Yetim, Fahri",,,,54--69,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000595,
000930,article,10.1057/EJIS.2012.10,European Journal of Information Systems,To share or not to share - a critical research perspective on knowledge management systems,2012,21,5,,,"Young, Mei-Lien and Kuo, Feng-Yang and Myers, Michael D",,,,496--511,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.10,
000931,article,10.1057/EJIS.2010.1,European Journal of Information Systems,Eliciting tacit knowledge about requirement analysis with a Grammar-targeted Interview Method (GIM),2010,19,1,,,"Zappavigna, Michele and Patrick, Jon",,,,49--59,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.1,
000932,article,10.1080/0960085X.2020.1801360,European Journal of Information Systems,Validating the coevolutionary principles of business and IS alignment via agent-based modeling,2021,30,5,,,"Zhang, Mengmeng and Chen, Honghui and Lyytinen, Kalle",,,,496--511,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1801360,
000933,article,10.1057/PALGRAVE.EJIS.3000694,European Journal of Information Systems,Distributed leadership in the development of a knowledge sharing system,2007,16,4,,,"Zhang, Jing and Faerman, Sue R",,,,479--493,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000694,
000934,article,10.1080/0960085X.2018.1547354,European Journal of Information Systems,How does online interactional unfairness matter for patient-doctor relationship quality in online health consultation? The contingencies of professional seniority and disease severity,2019,28,3,,,"Zhang, Xiaofei and Guo, Xitong and Lai, Kee-hung and Yi, Wu",,,,336--354,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1547354,
000935,article,10.1057/EJIS.2009.9,European Journal of Information Systems,Improving multiple-password recall - an empirical study,2009,18,2,,,"Zhang, Jie and Luo, Xin and Akkaladevi, Somasheker and Ziegelmayer, Jennifer",,,,165--176,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.9,
000936,article,10.1057/EJIS.2012.28,European Journal of Information Systems,E-government adoption in public administration organizations - integrating institutional theory perspective and resource-based view,2013,22,2,,,"Zheng, Daqing and Chen, Jin and Huang, Lihua and Zhang, Cheng",,,,221--234,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.28,
000937,article,10.1057/S41303-017-0061-2,European Journal of Information Systems,Reversed loss aversion in crowdsourcing contest,2018,27,4,,,"Zheng, Haichao and Xu, Bo and Hao, Linna and Lin, Zhangxi",,,,434--448,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0061-2,
000938,article,10.1057/EJIS.2014.27,European Journal of Information Systems,"Toward a theory of perceived benefits, affective commitment, and continuance intention in social virtual worlds - cultural values (indulgence and individualism) matter",2015,24,3,,,"Zhou, Zhongyun and Jin, Xiao-Ling and Fang, Yulin and Vogel, Doug",,,,247--261,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.27,
000939,article,10.1057/EJIS.2009.45,European Journal of Information Systems,RFID-enabled item-level product information revelation,2009,18,6,,,"Zhou, Wei and Kapoor, Gaurav and Piramuthu, Selwyn",,,,570--577,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.45,
000940,article,10.1057/PALGRAVE.EJIS.3000650,European Journal of Information Systems,Innovation diffusion in global contexts - determinants of post-adoption digital transformation of European companies,2006,15,6,,,"Zhu, Kevin and Dong, Shutao and Xu, Sean Xin and Kraemer, Kenneth L",,,,601--616,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000650,
000941,article,10.1057/PALGRAVE.EJIS.3000475,European Journal of Information Systems,Electronic business adoption by European firms - a cross-country assessment of the facilitators and inhibitors,2003,12,4,,,"Zhu, Kevin and Kraemer, Kenneth and Xu, Sean",,,,251--268,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000475,
