ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,dblp_key,metadata_source
000810,article,10.1080/0960085X.2018.1435232,European Journal of Information Systems,Philosophical foundations for informing the future(S) through IS research,2018,27,3,,,"Chiasson, Mike W. and Davidson, Elizabeth J. and Winter, Jenifer Sunrise",,https://dblp.org/rec/journals/ejis/ChiassonDWHMS18,DBLP
000811,article,10.1080/0960085X.2018.1470776,European Journal of Information Systems,Philosophy and information systems - where are we and where should we go?,2018,27,3,,,"Hassan, Nik Rushdi and Mingers, John and Stahl, Bernd Carsten",,https://dblp.org/rec/journals/ejis/HassanMS18,DBLP
000812,article,10.1080/0960085X.2018.1435231,European Journal of Information Systems,A critical realist script for creative theorising in information systems,2018,27,3,,,"Williams, Clay K. and Wynn Jr., Donald E.",,https://dblp.org/rec/journals/ejis/WilliamsWHMS18,DBLP
000813,article,10.1080/0960085X.2018.1429370,European Journal of Information Systems,Going through changes,2018,27,1,,,"Ågerfalk, Pär J.",,https://dblp.org/rec/journals/ejis/Agerfalk18,DBLP
000814,article,10.1080/0960085X.2018.1458065,European Journal of Information Systems,Whither design science research?,2018,27,2,,,"Ågerfalk, Pär J.",,https://dblp.org/rec/journals/ejis/Agerfalk18a,DBLP
000815,article,10.1080/0960085X.2018.1435230,European Journal of Information Systems,"""How does tech make you feel?"" a review and examination of negative affective responses to technology use",2018,27,5,,,"Agogo, David and Hess, Traci J.",,https://dblp.org/rec/journals/ejis/AgogoH18,DBLP
000816,article,10.1080/0960085X.2018.1435233,European Journal of Information Systems,What's in a face? Making sense of tangible information systems in terms of Peircean semiotics,2018,27,3,,,"Beynon-Davies, Paul",,https://dblp.org/rec/journals/ejis/Beynon-DaviesHM18,DBLP
000817,article,10.1080/0960085X.2017.1387712,European Journal of Information Systems,The insider on the outside - a novel system for the detection of information leakers in social networks,2018,27,4,,,"Cascavilla, Giuseppe and Conti, Mauro and Schwartz, David G. and Yahav, Inbal",,https://dblp.org/rec/journals/ejis/CascavillaCSY18,DBLP
000818,article,10.1080/0960085X.2018.1485619,European Journal of Information Systems,Designing an Internet-of-Things (IoT) and sensor-based in-home monitoring system for assisting diabetes patients - iterative learning from two case studies,2018,27,6,,,"Chatterjee, Samir and Byun, Jongbok and Dutta, Kaushik and Pedersen, Rasmus Ulslev and Pottathil, Akshay and Xie, Harry",,https://dblp.org/rec/journals/ejis/ChatterjeeBDPPX18,DBLP
000819,article,10.1080/0960085X.2018.1445461,European Journal of Information Systems,An information system design theory for the comparative judgement of competences,2018,27,2,,,"Coenen, Tanguy and Coertjens, Liesje and Vlerick, Peter and Lesterhuis, Marije and Mortier, Anneleen Viona and Donche, Vincent and Ballon, Pieter and De Maeyer, Sven",,https://dblp.org/rec/journals/ejis/CoenenCVLMDBMPT18,DBLP
000820,article,10.1080/0960085X.2017.1387713,European Journal of Information Systems,Adding background music as new stimuli of interest to information systems research,2018,27,1,,,"Gefen, David and Riedl, René and Te'eni, Dov and Titah, Ryad",,https://dblp.org/rec/journals/ejis/GefenRTT18,DBLP
000821,article,10.1080/0960085X.2017.1390188,European Journal of Information Systems,Assessing the robustness of meta-analytic results in information systems - publication bias and outliers,2018,27,1,,,"Kepes, Sven and Thomas, Manoj A.",,https://dblp.org/rec/journals/ejis/KepesTRS18,DBLP
000822,article,10.1080/0960085X.2018.1445462,European Journal of Information Systems,Considering the social impacts of artefacts in information systems design science research,2018,27,2,,,"De Leoz, Gerard M. and Petter, Stacie",,https://dblp.org/rec/journals/ejis/LeozPPTN18,DBLP
000823,article,10.1080/0960085X.2017.1387714,European Journal of Information Systems,Conceptualizing business-to-thing interactions - A sociomaterial perspective on the Internet of Things,2018,27,4,,,"Oberländer, Anna Maria and Röglinger, Maximilian and Rosemann, Michael and Kees, Alexandra and Ågerfalk, Pär J. and Tuunainen, Virpi",,https://dblp.org/rec/journals/ejis/OberlanderRRKAT18,DBLP
000824,article,10.1080/0960085X.2018.1457194,European Journal of Information Systems,Understanding social networking site (SNS) identity from a dual systems perspective - an investigation of the dark side of SNS use,2018,27,5,,,"Polites, Greta L. and Serrano, Christina and Thatcher, Jason Bennett and Matthews, Kevin",,https://dblp.org/rec/journals/ejis/PolitesSTM18,DBLP
000825,article,10.1057/S41303-017-0060-3,European Journal of Information Systems,ERP prototype with built-in task and process support,2018,27,2,,,"Babaian, Tamara and Xu, Jennifer and Lucas, Wendy T.",,https://dblp.org/rec/journals/ejis/BabaianXLPTN18,DBLP
000826,article,10.1080/0960085X.2017.1390187,European Journal of Information Systems,Online health communities - how do community members build the trust required to adopt information and form close relationships?,2018,27,1,,,"Fan, Hanmei and Lederman, Reeva",,https://dblp.org/rec/journals/ejis/FanLRM18,DBLP
000827,article,10.1057/S41303-017-0062-1,European Journal of Information Systems,Disaggregation of the IT capital effects on firm performance - Empirical evidence from an IT asset portfolio perspective,2018,27,4,,,"Kim, Tae Hun and Wimble, Matthew and Sambamurthy, Vallabh and Rowe, Frantz and Thatcher, Jason Bennett",,https://dblp.org/rec/journals/ejis/KimWSRT18,DBLP
000828,article,10.1057/S41303-017-0044-3,European Journal of Information Systems,Design and evaluation of a model-driven decision support system for repurposing electric vehicle batteries,2018,27,2,,,"Klör, Benjamin and Monhof, Markus and Beverungen, Daniel and Bräuer, Sebastian",,https://dblp.org/rec/journals/ejis/KloorMBBNTP18,DBLP
000829,article,10.1080/0960085X.2017.1408752,European Journal of Information Systems,The effects of relative and criticism-based performance appraisals on task-level escalation in an IT project - a laboratory experiment,2018,27,5,,,"Lee, Jong Seok and Keil, Mark",,https://dblp.org/rec/journals/ejis/LeeK18,DBLP
000830,article,10.1057/S41303-017-0039-0,European Journal of Information Systems,Design principles for sensemaking support systems in environmental sustainability transformations,2018,27,2,,,"Seidel, Stefan and Kruse, Leona Chandra and Székely, Nadine and Gau, Michael and Stieger, Daniel",,https://dblp.org/rec/journals/ejis/SeidelKSGSPTNL18,DBLP
000831,article,10.1080/0960085X.2017.1395545,European Journal of Information Systems,Aesthetics in design science research,2018,27,2,,,"Baskerville, Richard L. and Kaul, Mala and Storey, Veda C.",,https://dblp.org/rec/journals/ejis/BaskervilleKSPT18,DBLP
000832,article,10.1080/0960085X.2018.1475876,European Journal of Information Systems,"Feedback, task performance, and interface preferences",2018,27,6,,,"Bellman, Steven and Murray, Kyle B.",,https://dblp.org/rec/journals/ejis/BellmanM18,DBLP
000833,article,10.1057/S41303-017-0055-0,European Journal of Information Systems,"Stakeholders' enactment of competing logics in IT governance - polarization, compromise or synthesis?",2018,27,4,,,"Boonstra, Albert and Eseryel, U. Yeliz and van Offenbeek, Marjolein",,https://dblp.org/rec/journals/ejis/BoonstraEORM18,DBLP
000834,article,10.1080/0960085X.2018.1436025,European Journal of Information Systems,"The IT artifact and its spirit - a nexus of human values, affordances, symbolic expressions, and IT features",2018,27,3,,,"Cheikh-Ammar, Mustapha",,https://dblp.org/rec/journals/ejis/Cheikh-AmmarHMS18,DBLP
000835,article,10.1080/0960085X.2017.1386833,European Journal of Information Systems,Knowledge exchange roles and EKR performance impact - extending the theory of knowledge reuse,2018,27,1,,,"Forsgren, Nicole and Sabherwal, Rajiv and Durcikova, Alexandra",,https://dblp.org/rec/journals/ejis/ForsgrenSDRH18,DBLP
000836,article,10.1080/0960085X.2018.1472196,European Journal of Information Systems,Opinion seeking in a social network-enabled product review website - a study of word-of-mouth in the era of digital social networks,2018,27,6,,,"Grange, Camille and Benbasat, Izak",,https://dblp.org/rec/journals/ejis/GrangeB18,DBLP
000837,article,10.1080/0960085X.2018.1473932,European Journal of Information Systems,From sovereign IT governance to liberal IT governmentality? A Foucauldian analogy,2018,27,3,,,"Leclercq-Vandelannoitte, Aurélie and Bertin, Emmanuel",,https://dblp.org/rec/journals/ejis/Leclercq-Vandelannoitte18,DBLP
000838,article,10.1080/0960085X.2018.1435229,European Journal of Information Systems,"Phronesis, argumentation and puzzle solving in IS research - illustrating an approach to phronetic IS research practice",2018,27,3,,,"Ngwenyama, Ojelanki K. and Klein, Stefan",,https://dblp.org/rec/journals/ejis/NgwenyamaKHMS18,DBLP
000839,article,10.1080/0960085X.2018.1458066,European Journal of Information Systems,Design science research genres - introduction to the special issue on exemplars and criteria for applicable design science research,2018,27,2,,,"Peffers, Ken and Tuunanen, Tuure and Niehaves, Björn",,https://dblp.org/rec/journals/ejis/PeffersTN18,DBLP
000840,article,10.1080/0960085X.2017.1387349,European Journal of Information Systems,"Intention-behaviour misalignment at B2C websites - when the horse brings itself to water, will it drink?",2018,27,1,,,"Polites, Greta L. and Karahanna, Elena and Seligman, Larry",,https://dblp.org/rec/journals/ejis/PolitesKSAJ18,DBLP
000841,article,10.1080/0960085X.2018.1471789,European Journal of Information Systems,"Being critical is good, but better with philosophy! From digital transformation and values to the future of IS research",2018,27,3,,,"Rowe, Frantz",,https://dblp.org/rec/journals/ejis/Rowe18,DBLP
000842,article,10.1080/0960085X.2018.1545883,European Journal of Information Systems,"Taking on sacred cows - openness, fair critique, and retaining value when revising classics",2018,27,6,,,"Rowe, Frantz and Markus, M. Lynne",,https://dblp.org/rec/journals/ejis/RoweM18,DBLP
000843,article,10.1080/0960085X.2017.1398880,European Journal of Information Systems,Transparency in literature reviews - an assessment of reporting practices across review types and genres in top IS journals,2018,27,5,,,"Templier, Mathieu and Paré, Guy",,https://dblp.org/rec/journals/ejis/TemplierP18,DBLP
000844,article,10.1080/0960085X.2018.1476015,European Journal of Information Systems,Population targeted requirements acquisition,2018,27,6,,,"Tuunanen, Tuure and Peffers, Ken",,https://dblp.org/rec/journals/ejis/TuunanenP18,DBLP
000845,article,10.1080/0960085X.2018.1425658,European Journal of Information Systems,Thanks to Reviewers,2018,27,1,,,,,https://dblp.org/rec/journals/ejis/X18,DBLP
000846,article,10.1057/S41303-017-0061-2,European Journal of Information Systems,Reversed loss aversion in crowdsourcing contest,2018,27,4,,,"Zheng, Haichao and Xu, Bo and Hao, Linna and Lin, Zhangxi",,https://dblp.org/rec/journals/ejis/ZhengXHLTK18,DBLP
000847,article,10.1080/0960085X.2018.1497929,European Journal of Information Systems,"A study of information systems issues, practices, and leadership in Europe",2019,28,1,,,"Kappelman, Leon A. and Johnson, Vess and Torres, Russell and Maurer, Chris and McLean, Ephraim R.",,https://dblp.org/rec/journals/ejis/KappelmanJTMM19,DBLP
000848,article,10.1080/0960085X.2019.1581441,European Journal of Information Systems,Information as a difference - toward a subjective theory of information,2019,28,4,,,"McKinney Jr., Earl H. and Yoos II, Charles J.",,https://dblp.org/rec/journals/ejis/McKinneyY19,DBLP
000849,article,10.1080/0960085X.2018.1524419,European Journal of Information Systems,"Arousal, valence, and volume - how the influence of online review characteristics differs with respect to utilitarian and hedonic products",2019,28,3,,,"Ren, Jie and Nickerson, Jeffrey V.",,https://dblp.org/rec/journals/ejis/RenN19,DBLP
000850,article,10.1080/0960085X.2019.1557853,European Journal of Information Systems,Stimulating academic discourse - a call for response,2019,28,1,,,"Ågerfalk, Pär J.",,https://dblp.org/rec/journals/ejis/Agerfalk19,DBLP
000851,article,10.1080/0960085X.2018.1512945,European Journal of Information Systems,An affordance lens for wearable information systems,2019,28,3,,,"Benbunan-Fich, Raquel",,https://dblp.org/rec/journals/ejis/Benbunan-Fich19,DBLP
000852,article,10.1080/0960085X.2019.1627489,European Journal of Information Systems,Information technology and innovation outcomes - is knowledge recombination the missing link?,2019,28,6,,,"Dong, John Qi and Yang, Chia-Han",,https://dblp.org/rec/journals/ejis/DongY19,DBLP
000853,article,10.1080/0960085X.2018.1547853,European Journal of Information Systems,Assessing the long-term fragmentation of information systems research with a longitudinal multi-network analysis,2019,28,4,,,"Khan, Gohar Feroz and Trier, Matthias",,https://dblp.org/rec/journals/ejis/KhanT19,DBLP
000854,article,10.1080/0960085X.2018.1451811,European Journal of Information Systems,An elaborated action design research process model,2019,28,1,,,"Mullarkey, Matthew T. and Hevner, Alan R. and Ågerfalk, Pär J.",,https://dblp.org/rec/journals/ejis/MullarkeyHA19,DBLP
000855,article,10.1080/0960085X.2019.1589964,European Journal of Information Systems,A multilevel investigation on antecedents for employees' exploration of enterprise systems,2019,28,4,,,"Peng, Zeyu and Guo, Xitong",,https://dblp.org/rec/journals/ejis/PengG19,DBLP
000856,article,10.1080/0960085X.2019.1620649,European Journal of Information Systems,"Creating ""informating"" systems using Agile development practices - an action research study",2019,28,5,,,"Surendra, Nanda C. and Nazir, Salman",,https://dblp.org/rec/journals/ejis/SurendraN19,DBLP
000857,article,10.1080/0960085X.2019.1673672,European Journal of Information Systems,The case for classes and instances - a response to representing instances - the case for reengineering conceptual modelling grammars,2019,28,6,,,"Eriksson, Owen and Johannesson, Paul and Bergholtz, Maria",,https://dblp.org/rec/journals/ejis/ErikssonJB19,DBLP
000858,article,10.1080/0960085X.2019.1666038,European Journal of Information Systems,Governmental intervention in Hospital Information Exchange (HIE) diffusion - a quasi-experimental ARIMA interrupted time series analysis of monthly HIE patient penetration rates,2019,28,6,,,"Gefen, David and Ben-Assuli, Ofir and Stehr, Mark and Rosen, Bruce and Denekamp, Yaron",,https://dblp.org/rec/journals/ejis/GefenBSRD19,DBLP
000859,article,10.1080/0960085X.2018.1495893,European Journal of Information Systems,Directions for research on gender imbalance in the IT profession,2019,28,1,,,"Gorbacheva, Elena and Beekhuyzen, Jenine P. and Brocke, Jan vom and Becker, Jörg",,https://dblp.org/rec/journals/ejis/GorbachevaBBB19,DBLP
000860,article,10.1080/0960085X.2018.1496882,European Journal of Information Systems,A nomological network of customers' privacy perceptions - linking artifact design to shopping efficiency,2019,28,1,,,"Hoehle, Hartmut and Aloysius, John A. and Goodarzi, Soheil and Venkatesh, Viswanath",,https://dblp.org/rec/journals/ejis/HoehleAGV19,DBLP
000861,article,10.1080/0960085X.2019.1669494,European Journal of Information Systems,IT-leveraged network value cocreation - a case study of the value cocreation process and value capture in the South Korean broadcast advertising industry,2019,28,6,,,"Kim, Jongwoo and Cho, Sunyoung and Ramesh, Balasubramaniam",,https://dblp.org/rec/journals/ejis/KimCR19,DBLP
000862,article,10.1080/0960085X.2018.1488567,European Journal of Information Systems,Representing instances - the case for reengineering conceptual modelling grammars,2019,28,1,,,"Lukyanenko, Roman and Parsons, Jeffrey and Samuel, Binny M.",,https://dblp.org/rec/journals/ejis/LukyanenkoPS19,DBLP
000863,article,10.1080/0960085X.2019.1614739,European Journal of Information Systems,Technostress and the hierarchical levels of personality - a two-wave study with multiple data samples,2019,28,5,,,"Maier, Christian and Laumer, Sven and Wirth, Jakob and Weitzel, Tim",,https://dblp.org/rec/journals/ejis/MaierLWW19,DBLP
000864,article,10.1080/0960085X.2019.1624141,European Journal of Information Systems,Abductive innovations in information security policy development - an ethnographic study,2019,28,5,,,"Niemimaa, Marko and Niemimaa, Elina",,https://dblp.org/rec/journals/ejis/NiemimaaN19,DBLP
000865,article,10.1080/0960085X.2018.1557373,European Journal of Information Systems,Exploring the impact of IS function maturity and IS planning process on IS planning success - an ACE analysis,2019,28,4,,,"Shimada, Tomoaki and Ang, James Soo Keng and Ee, Darren",,https://dblp.org/rec/journals/ejis/ShimadaAE19,DBLP
000866,article,10.1080/0960085X.2019.1673972,European Journal of Information Systems,How quickly do we learn conceptual models?,2019,28,6,,,"Bera, Palash and Poels, Geert",,https://dblp.org/rec/journals/ejis/BeraP19,DBLP
000867,article,10.1080/0960085X.2018.1534039,European Journal of Information Systems,Designed entrepreneurial legitimacy - the case of a Swedish crowdfunding platform,2019,28,3,,,"Bogusz, Claire Ingram and Teigland, Robin and Vaast, Emmanuelle",,https://dblp.org/rec/journals/ejis/BoguszTV19,DBLP
000868,article,10.1080/0960085X.2019.1627488,European Journal of Information Systems,Impact of IT offerings strategies and IT integration capability on IT vendor value creation,2019,28,6,,,"Ceci, Federica and Masini, Andrea and Prencipe, Andrea",,https://dblp.org/rec/journals/ejis/CeciMP19,DBLP
000869,article,10.1080/0960085X.2018.1524418,European Journal of Information Systems,The paradoxical effects of digital artefacts on innovation practices,2019,28,2,,,"Ciriello, Raffaele Fabio and Richter, Alexander and Schwabe, Gerhard",,https://dblp.org/rec/journals/ejis/CirielloRS19,DBLP
000870,article,10.1080/0960085X.2019.1586189,European Journal of Information Systems,Being Promethean,2019,28,2,,,"Conboy, Kieran",,https://dblp.org/rec/journals/ejis/Conboy19,DBLP
000871,article,10.1080/0960085X.2018.1524417,European Journal of Information Systems,A generic cloud migration process model,2019,28,3,,,"Fahmideh and Daneshgar, Farhad and Rabhi, Fethi A. and Beydoun, Ghassan",,https://dblp.org/rec/journals/ejis/FahmidehDRB19,DBLP
000872,article,10.1080/0960085X.2019.1581440,European Journal of Information Systems,Enabling service co-production - a theory-building case study,2019,28,4,,,"Grace, Audrey and Gleasure, Rob and Finnegan, Patrick and Butler, Tom",,https://dblp.org/rec/journals/ejis/GraceGFB19,DBLP
000873,article,10.1080/0960085X.2019.1620477,European Journal of Information Systems,A critical perspective of engagement in online health communities,2019,28,5,,,"Hur, Inkyoung and Cousins, Karlene C. and Stahl, Bernd Carsten",,https://dblp.org/rec/journals/ejis/HurCS19,DBLP
000874,article,10.1080/0960085X.2018.1512944,European Journal of Information Systems,Social media empowerment in social movements - power activation and power accrual in digital activism,2019,28,2,,,"Leong, Carmen and Pan, Shan L. and Bahri, Shamshul and Fauzi, Ali",,https://dblp.org/rec/journals/ejis/LeongPBF19,DBLP
000875,article,10.1080/0960085X.2018.1524420,European Journal of Information Systems,"Critical review of organisation-technology sensemaking - towards technology materiality, discovery, and action",2019,28,2,,,"Mesgari, Mostafa and Okoli, Chitu",,https://dblp.org/rec/journals/ejis/MesgariO19,DBLP
000876,article,10.1080/0960085X.2019.1598609,European Journal of Information Systems,How long can this party last? What the rise and fall of OR/MS can teach us about the future of business analytics,2019,28,5,,,"Otondo, Robert F.",,https://dblp.org/rec/journals/ejis/Otondo19,DBLP
000877,article,10.1080/0960085X.2018.1529374,European Journal of Information Systems,Determinants and heterogeneity of switching costs in IT outsourcing - estimates from firm-level data,2019,28,3,,,"Peukert, Christian",,https://dblp.org/rec/journals/ejis/Peukert19,DBLP
000878,article,10.1080/0960085X.2018.1560920,European Journal of Information Systems,Are social bots a real threat? An agent-based model of the spiral of silence to analyse the impact of manipulative actors in social networks,2019,28,4,,,"Ross, Björn and Pilz, Laura and Cabrera, Benjamin and Brachten, Florian and Neubaum, German and Stieglitz, Stefan",,https://dblp.org/rec/journals/ejis/RossPCBNS19,DBLP
000879,article,10.1080/0960085X.2018.1527189,European Journal of Information Systems,Elaborating ADR while drifting away from its essence - A commentary on Mullarkey and Hevner,2019,28,1,,,"Sein, Maung K. and Rossi, Matti",,https://dblp.org/rec/journals/ejis/SeinR19,DBLP
000880,article,10.1080/0960085X.2018.1496883,European Journal of Information Systems,Understanding the role of social networking sites in the subjective well-being of users - a diary study,2019,28,2,,,"Wenninger, Helena and Krasnova, Hanna and Buxmann, Peter",,https://dblp.org/rec/journals/ejis/WenningerKB19,DBLP
000881,article,10.1080/0960085X.2019.1565656,European Journal of Information Systems,Thanks to Reviewers,2019,28,1,,,,,https://dblp.org/rec/journals/ejis/X19,DBLP
000882,article,10.1080/0960085X.2018.1547354,European Journal of Information Systems,How does online interactional unfairness matter for patient-doctor relationship quality in online health consultation? The contingencies of professional seniority and disease severity,2019,28,3,,,"Zhang, Xiaofei and Guo, Xitong and Lai, Kee-hung and Wu, Yi",,https://dblp.org/rec/journals/ejis/ZhangGLW19,DBLP
000883,article,10.1080/0960085X.2020.1743051,European Journal of Information Systems,Artefactual and empirical contributions in information systems research,2020,29,2,,,"Ågerfalk, Pär J. and Karlsson, Fredrik J.",,https://dblp.org/rec/journals/ejis/AgerfalkK20,DBLP
000884,article,10.1080/0960085X.2020.1771968,European Journal of Information Systems,Information systems in the age of pandemics - COVID-19 and beyond,2020,29,3,,,"Ågerfalk, Pär J. and Conboy, Kieran and Myers, Michael D.",,https://dblp.org/rec/journals/ejis/AgerfalkCM20,DBLP
000885,article,10.1080/0960085X.2020.1820912,European Journal of Information Systems,Does the end justify the means?Information systems and control society in the age of pandemics,2020,29,6,,,"Leclercq-Vandelannoitte, Aurélie and Aroles, Jeremy",,https://dblp.org/rec/journals/ejis/Leclercq-Vandelannoitte20,DBLP
000886,article,10.1080/0960085X.2020.1841574,European Journal of Information Systems,Desperately seeking the artefacts and the foundations of native theory in gamification research - why information systems researchers can play a legitimate role in this discourse and how they can better contribute,2020,29,6,,,"Lowry, Paul Benjamin and Petter, Stacie and Leimeister, Jan Marco",,https://dblp.org/rec/journals/ejis/LowryPL20,DBLP
000887,article,10.1080/0960085X.2020.1721947,European Journal of Information Systems,Artificial intelligence as digital agency,2020,29,1,,,"Ågerfalk, Pär J.",,https://dblp.org/rec/journals/ejis/Agerfalk20,DBLP
000888,article,10.1080/0960085X.2020.1718007,European Journal of Information Systems,Digital transformation and the new logics of business process management,2020,29,3,,,"Baiyere, Abayomi and Salmela, Hannu and Tapanainen, Tommi",,https://dblp.org/rec/journals/ejis/BaiyereST20,DBLP
000889,article,10.1080/0960085X.2020.1814680,European Journal of Information Systems,Virtually in this together - how web-conferencing systems enabled a new virtual togetherness during the COVID-19 crisis,2020,29,5,,,"Hacker, Janine and Brocke, Jan vom and Handali, Joshua and Otto, Markus and Schneider, Johannes",,https://dblp.org/rec/journals/ejis/HackerBHOS20,DBLP
000890,article,10.1080/0960085X.2020.1756003,European Journal of Information Systems,Ideological shifts in open source orchestration - examining the influence of licence choice and organisational participation on open source project outcomes,2020,29,5,,,"Medappa, Poonacha K. and Srivastava, Shirish C.",,https://dblp.org/rec/journals/ejis/MedappaS20,DBLP
000891,article,10.1080/0960085X.2020.1771222,European Journal of Information Systems,A multi-level influence model of COVID-19 themed cybercrime,2020,29,3,,,"Naidoo, Rennie",,https://dblp.org/rec/journals/ejis/Naidoo20,DBLP
000892,article,10.1080/0960085X.2020.1728200,European Journal of Information Systems,The complementarity of autonomy and control in mobile work,2020,29,2,,,"Porter, Amanda J. and van den Hooff, Bart",,https://dblp.org/rec/journals/ejis/PorterH20,DBLP
000893,article,10.1080/0960085X.2020.1808539,European Journal of Information Systems,Ingredients for successful badges - evidence from a field experiment in bike commuting,2020,29,6,,,"Sheffler, Zachary J. and Liu, De and Curley, Shawn P.",,https://dblp.org/rec/journals/ejis/ShefflerLC20,DBLP
000894,article,10.1080/0960085X.2020.1814681,European Journal of Information Systems,Containing COVID-19 through physical distancing - the impact of real-time crowding information,2020,29,5,,,"Adam, Martin and Werner, Dominick and Wendt, Charlotte and Benlian, Alexander",,https://dblp.org/rec/journals/ejis/AdamWWB20,DBLP
000895,article,10.1080/0960085X.2020.1808540,European Journal of Information Systems,Effects of structural and trait competitiveness stimulated by points and leaderboards on user engagement and performance growth - A natural experiment with gamification in an informal learning environment,2020,29,6,,,"Amo, Laura and Liao, Ruochen and Kishore, Rajiv and Rao, Hejamadi Raghav",,https://dblp.org/rec/journals/ejis/AmoLKR20,DBLP
000896,article,10.1080/0960085X.2019.1708218,European Journal of Information Systems,Advancing a NeuroIS research agenda with four areas of societal contributions,2020,29,1,,,"Brocke, Jan vom and Hevner, Alan R. and Léger, Pierre-Majorique and Walla, Peter and Riedl, René",,https://dblp.org/rec/journals/ejis/BrockeHLWR20,DBLP
000897,article,10.1080/0960085X.2020.1728201,European Journal of Information Systems,Architectural alignment of process innovation and digital infrastructure in a high-tech hospital,2020,29,3,,,"Bygstad, Bendik and Øvrelid, Egil",,https://dblp.org/rec/journals/ejis/BygstadO20,DBLP
000898,article,10.1080/0960085X.2020.1797546,European Journal of Information Systems,Choose your own training adventure - designing a gamified SETA artefact for improving information security and privacy through interactive storytelling,2020,29,6,,,"Dincelli, Ersin and Chengalur-Smith, InduShobha N.",,https://dblp.org/rec/journals/ejis/DincelliC20,DBLP
000899,article,10.1080/0960085X.2019.1708821,European Journal of Information Systems,IT value creation in public sector - how IT-enabled capabilities mitigate tradeoffs in public organisations,2020,29,1,,,"Goh, Jie Mein and Arenas, Alvaro E.",,https://dblp.org/rec/journals/ejis/GohA20,DBLP
000900,article,10.1080/0960085X.2020.1718009,European Journal of Information Systems,Gamifying knowledge sharing in humanitarian organisations - a design science journey,2020,29,2,,,"Holzer, Adrian and Kocher, Bruno and Bendahan, Samuel and Cardia, Isabelle Vonèche and Mazuze, Jorge and Gillet, Denis",,https://dblp.org/rec/journals/ejis/HolzerKBCMG20,DBLP
000901,article,10.1080/0960085X.2020.1780963,European Journal of Information Systems,From Elements to Structures - An Agenda for Organisational Gamification,2020,29,6,,,"Khan, Ali and Boroomand, Farzam and Webster, Jane and Minocher, Xerxes",,https://dblp.org/rec/journals/ejis/KhanBWM20,DBLP
000902,article,10.1080/0960085X.2020.1770632,European Journal of Information Systems,What drives unverified information sharing and cyberchondria during the COVID-19 pandemic?,2020,29,3,,,"Laato, Samuli and Islam, A. K. M. Najmul and Islam, Muhammad Nazrul and Whelan, Eoin",,https://dblp.org/rec/journals/ejis/LaatoIIW20,DBLP
000903,article,10.1080/0960085X.2020.1740617,European Journal of Information Systems,Efficiency creep and shadow innovation - enacting ambidextrous IT Governance in the public sector,2020,29,4,,,"Magnusson, Johan and Koutsikouri, Dina and Päivärinta, Tero",,https://dblp.org/rec/journals/ejis/MagnussonKP20,DBLP
000904,article,10.1080/0960085X.2020.1755207,European Journal of Information Systems,Building a complementary agenda for business process management and digital innovation,2020,29,3,,,"Mendling, Jan and Pentland, Brian T. and Recker, Jan",,https://dblp.org/rec/journals/ejis/MendlingPR20,DBLP
000905,article,10.1080/0960085X.2020.1740618,European Journal of Information Systems,Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities,2020,29,3,,,"Mikalef, Patrick and Krogstie, John",,https://dblp.org/rec/journals/ejis/MikalefK20,DBLP
000906,article,10.1080/0960085X.2019.1709575,European Journal of Information Systems,Conceptualisation and validation of system use reduction as a self-regulatory IS use behaviour,2020,29,1,,,"Osatuyi, Babajide and Turel, Ofir",,https://dblp.org/rec/journals/ejis/OsatuyiT20,DBLP
000907,article,10.1080/0960085X.2019.1701955,European Journal of Information Systems,Feedback at scale - designing for accurate and timely practical digital skills evaluation,2020,29,2,,,"Piccoli, Gabriele and Rodriguez, Joaquin Alfredo and Palese, Biagio and Bartosiak, Marcin Lukasz",,https://dblp.org/rec/journals/ejis/PiccoliRPB20,DBLP
000908,article,10.1080/0960085X.2020.1793698,European Journal of Information Systems,Chasing John Snow - data analytics in the COVID-19 era,2020,29,4,,,"Pietz, Jesse and McCoy, Scott and Wilck, Joseph",,https://dblp.org/rec/journals/ejis/PietzMW20,DBLP
000909,article,10.1080/0960085X.2020.1803155,European Journal of Information Systems,Contact-tracing apps and alienation in the age of COVID-19,2020,29,5,,,"Rowe, Frantz and Ngwenyama, Ojelanki K. and Richet, Jean-Loup",,https://dblp.org/rec/journals/ejis/RoweNR20,DBLP
000910,article,10.1080/0960085X.2019.1685737,European Journal of Information Systems,"Building on shaky foundations? Lack of falsification and knowledge contestation in IS theories, methods, and practices",2020,29,1,,,"Salovaara, Antti and Upreti, Bikesh Raj and Nykänen, Jussi and Merikivi, Jani",,https://dblp.org/rec/journals/ejis/SalovaaraUNM20,DBLP
000911,article,10.1080/0960085X.2020.1796531,European Journal of Information Systems,Capturing the complexity of gamification elements - a holistic approach for analysing existing and deriving novel gamification designs,2020,29,6,,,"Schöbel, Sofia Marlena and Janson, Andreas and Söllner, Matthias",,https://dblp.org/rec/journals/ejis/SchobelJS20,DBLP
000912,article,10.1080/0960085X.2019.1701956,European Journal of Information Systems,"IT-based reminders for medication adherence - systematic review, taxonomy, framework and research directions",2020,29,1,,,"Singh, Neetu and Varshney, Upkar",,https://dblp.org/rec/journals/ejis/SinghV20,DBLP
