ID,ENTRYTYPE,file,doi,grobid-version,journal,title,volume,number,author,year,note
0000000956,article,data/pdfs/16_2/IraniLoveMontazemi2007.pdf,10.1057/PALGRAVE.EJIS.3000678,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"e-Government: past, present and future",16,2,"Irani, Zahir and Love, Peter E D and Montazemi, Ali",,
0000000957,article,data/pdfs/26_1/ParksXuChuEtAl2017.pdf,10.1057/S41303-016-0001-6,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Examining the intended and unintended consequences of organisational privacy safeguards,26,1,"Parks, Rachida and Xu, Heng and Chu, Chao-Hsien and Lowry, Paul Benjamin",2016,
0000000958,article,data/pdfs/15_6/VerhagenMeentsTan2006.pdf,10.1057/PALGRAVE.EJIS.3000644,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Perceived risk and trust associated with purchasing at electronic marketplaces,15,6,"Verhagen, Tibert and Meents, Selmar and Tan, Yao-Hua",,
0000000959,article,data/pdfs/16_5/MinKhooRobey2007.pdf,10.1057/PALGRAVE.EJIS.3000704,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Deciding to upgrade packaged software: a comparative case study of motives, contingencies and dependencies",16,5,"Khoo, Huoy Min and Robey, Daniel and Huoy, Min and Khoo",,
0000000960,article,data/pdfs/3_1/Batra_Novice Errors In Concept.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Novice errors in conceptual database design,3,1,"Batra, D. and Antony, S. R",,
0000000961,article,data/pdfs/1_4/Book_review_3.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Edited by TONY CORNFORD Computerization in Developing Countries: Models and Reality,1,4,"Lind, Per",,Book review
0000000962,article,data/pdfs/5_1/Backhouse1996_Structures Of Re.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Structures of responsibility and security of information systems,5,1,"Backhouse, J. and Dhillon, G.",,
0000000963,article,data/pdfs/27_5/LeeKeil2018.pdf,10.1080/0960085X.2017.1408752,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The effects of relative and criticism-based performance appraisals on task-level escalation in an IT project: a laboratory experiment,27,5,"Lee, Jong Seok and Keil, Mark",,
0000000964,article,data/pdfs/27_2/BabaianXuLucas2018.pdf,10.1057/S41303-017-0060-3,lfoppiano/grobid:0.8.1,European Journal of Information Systems,ERP prototype with built-in task and process support,27,2,"Babaian, Tamara and Xu, Jennifer and Lucas, Wendy and Peffers, Ken and Tuunanen, Tuure and ¨rn Niehaves, Bjo and Al",,
0000000965,article,data/pdfs/19_5/Sila2010.pdf,10.1057/EJIS.2010.28,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Do organisational and environmental factors moderate the effects of Internet-based interorganisational systems on firm performance?,19,5,"Sila, Ismail",2010,
0000000966,article,data/pdfs/18_5/DuanGroverBalakrishnan2009.pdf,10.1057/EJIS.2009.38,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Business Process Outsourcing: an event study on the nature of processes and firm valuation,18,5,"Duan, Chaojie and Grover, Varun and Balakrishnan, Raju",,
0000000967,article,data/pdfs/6_2/3000254a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Understanding transfer pricing: a case-based reasoning approach,6,2,"Curet, O. and Elliott, J.",,
0000000968,article,data/pdfs/3_4/_Editorial Is There A Europea.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,3,4,,,
0000000969,article,data/pdfs/13_2/MacKayParentGemino2004.pdf,10.1057/PALGRAVE.EJIS.3000491,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A model of electronic commerce adoption by small voluntary organizations,13,2,"Mackay, Nancy and Parent, Michael and Gemino, Andrew",,
0000000970,article,data/pdfs/20_1/JunglasNiehavesSpiekermannEtAl2011.pdf,10.1057/EJIS.2010.57,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The inflation of academic intellectual capital: the case for design science research in Europe,20,1,"Junglas, Iris and ¨rn Niehaves, Bjo and Spiekermann, Sarah and Stahl, Bernd Carsten and Weitzel, Tim and Winter, Robert and Baskerville, Richard",2010,
0000000971,article,data/pdfs/30_5/Myers2021.pdf,10.1080/0960085X.2021.1955468,lfoppiano/grobid:0.8.1,European Journal of Information Systems,EJIS moving up in the rankings,30,5,,,
0000000972,article,data/pdfs/20_4/HirschheimLyytinenMyers2011.pdf,10.1057/EJIS.2011.15,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Special issue on the Kleinian approach to information system research -foreword,20,4,"Hirschheim, Rudy and Lyytinen, Kalle and Myers, Michael D",2011,
0000000973,article,data/pdfs/8_2/Peppard1999_Information Manage.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information management in the global enterprise: an organising framework,8,2,"Peppard, J.",,
0000000974,article,data/pdfs/6_1/3000253a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Can software risk management improve system development: an exploratory study,6,1,"Ropponen, J. and Lyytinen, K.",,
0000000975,article,data/pdfs/16_6/KhalifaLiu2007.pdf,10.1057/PALGRAVE.EJIS.3000711,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Online consumer retention: contingent effects of online shopping habit and online shopping experience,16,6,"Khalifa, Mohamed and Liu, Vanessa",,
0000000976,article,data/pdfs/26_1/Queiroz2017.pdf,10.1057/S41303-016-0024-Z,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Mixed results in strategic IT alignment research: a synthesis and empirical study,26,1,"Queiroz, Magno",2017,
0000000977,misc,data/pdfs/30_4/MandviwallaFlanagan2021.pdf,10.1080/0960085X.2021.1891004,,,,,,,,
0000000978,article,data/pdfs/24_1/KettingerLiDavisEtAl2015.pdf,10.1057/EJIS.2013.25,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"The roles of psychological climate, information management capabilities, and IT support on knowledge-sharing: an MOA perspective",24,1,"Kettinger, William J and Li, Yuan and Davis, Joshua M and Kettinger, Lynda",2013,
0000000979,article,data/pdfs/11_3/Jiang2002_Pre-Project Partneri.pdf,10.1057/PALGRAVE/EJIS/3000420,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Pre-project partnering impact on an information system project, project team and project manager",11,3,"Jiang, J. J and Klein, G. and Discenza, R.",,
0000000980,article,data/pdfs/15_1/KrogstieSindreJorgensen2006.pdf,10.1057/PALGRAVE.EJIS.3000598,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Process models representing knowledge for action: a revised quality framework,15,1,"Krogstie, John and Sindre, Guttorm and ˚vard Jørgensen, Ha",,
0000000981,article,data/pdfs/23_5/MiddletonScheepersTuunainen2014.pdf,10.1057/EJIS.2014.21,lfoppiano/grobid:0.8.1,European Journal of Information Systems,When mobile is the norm: researching mobile information systems and mobility as post-adoption phenomena,23,5,"Middleton, Catherine and Scheepers, Rens and Tuunainen, Virpi Kristiina",,
0000000982,article,data/pdfs/15_6/DreilingRosemannvanderAalstEtAl2006.pdf,10.1057/PALGRAVE.EJIS.3000645,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Model-based software configuration: patterns and languages,15,6,"Dreiling, Alexander and Rosemann, Michael and Van Der Aalst, Wil and Heuser, Lutz and Schulz, Karsten",,
0000000983,article,data/pdfs/21_6/KochGonzalezLeidner2012.pdf,10.1057/EJIS.2012.18,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Bridging the work/social divide: the emotional response to organizational social networking sites,21,6,"Koch, Hope and Gonzalez, Ester and Leidner, Dorothy",2012,
0000000984,article,data/pdfs/28_4/RossPilzCabreraEtAl2019.pdf,10.1080/0960085X.2018.1560920,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Are social bots a real threat? An agent-based model of the spiral of silence to analyse the impact of manipulative actors in social networks,28,4,"Ross, Björn and Pilz, Laura and Cabrera, Benjamin and Brachten, Florian and Neubaum, German and Stieglitz, Stefan and Frantz, Rowe and Junglas, Iris",,
0000000985,article,data/pdfs/8_1/Lee1999_Time And Information T.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Time and information technology: monochronicity, polychronicity and temporal symmetry",8,1,"Lee, H.",,
0000000986,article,data/pdfs/16_2/HackneyJonesLosch2007.pdf,10.1057/PALGRAVE.EJIS.3000677,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Towards an e-Government efficiency agenda: the impact of information and communication behaviour on e-Reverse auctions in public sector procurement,16,2,"Hackney, Ray and Jones, Steve and Lo ¨sch, Andrea",,
0000000987,article,data/pdfs/21_3/DietzJuhrisch2012.pdf,10.1057/EJIS.2011.30,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Negotiating language barriers -a methodology for cross-organisational conceptual modelling w,21,3,"Dietz, Gunnar and Juhrisch, Martin",2011,
0000000988,article,data/pdfs/23_3/RiemerJohnston2014.pdf,10.1057/EJIS.2013.5,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Rethinking the place of the artefact in IS using Heidegger's analysis of equipment,23,3,"Riemer, Kai and Johnston, Robert B",2013,
0000000989,article,data/pdfs/27_3/HassanMingersStahl2018.pdf,10.1080/0960085X.2018.1470776,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Philosophy and information systems: where are we and where should we go?,27,3,"Rushdi, Nik and Mingers, John and Stahl, Bernd",,
0000000990,article,data/pdfs/15_4/PouloudiOKeefe2006.pdf,10.1057/PALGRAVE.EJIS.3000628,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Organizational and ethical issues in the information society,15,4,"Pouloudi, Nancy and O'keefe, Bob",,
0000000991,article,data/pdfs/16_6/LeRougeMantzanaWilson2007.pdf,10.1057/PALGRAVE.EJIS.3000712,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Healthcare information systems research, revelations and visions",16,6,"Lerouge, Cynthia and Mantzana, Vasiliki and Wilson, E. Vance",,
0000000992,article,data/pdfs/2_4/Sabherwal_The Development Of S.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The development of strategic information systems: some case studies and research proposals,2,4,"Sabherwal, R. and Tsoumpas, P.",,
0000000993,article,data/pdfs/14_5/Paul2005.pdf,10.1057/PALGRAVE.EJIS.3000587,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The Labyrinths of Information: Challenging the Wisdom of Systems,14,5,"Ciborra, Claudio and Paul, Ray J",,Book review
0000000994,article,data/pdfs/8_4/Munkvold1999_Challenges Of It .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Challenges of IT implementation for supporting collaboration in distributed organizations,8,4,"Munkvold, B. E",,
0000000995,article,data/pdfs/16_5/Shaw2007.pdf,10.1057/PALGRAVE.EJIS.3000702,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Manchester United Football Club: developing a Network Orchestration Model,16,5,"Shaw, Duncan R",,
0000000996,article,data/pdfs/24_1/SharmaRai2015.pdf,10.1057/EJIS.2013.24,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Adopting IS process innovations in organizations: the role of IS leaders' individual factors and technology perceptions in decision making,24,1,"Sharma, Srinarayan and Rai, Arun",2013,
0000000997,article,data/pdfs/21_2/McLeodDoolin2012.pdf,10.1057/EJIS.2011.43,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information systems development as situated socio-technical change: a process approach,21,2,"Mcleod, Laurie and Doolin, Bill",2011,
0000000998,article,data/pdfs/18_2/BossKirschAngermeierEtAl2009.pdf,10.1057/EJIS.2009.8,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"If someone is watching, I'll do what I'm asked: mandatoriness, control, and information security",18,2,"Boss, Scott R and Kirsch, Laurie J and Angermeier, Ingo and Shingler, Raymond A and Wayne Boss, R.",2009,
0000000999,article,data/pdfs/14_5/Wynn2005.pdf,10.1057/PALGRAVE.EJIS.3000570,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Claudio Ciborra: his life as a formative context,14,5,"Wynn, Eleanor",,
0000001000,article,data/pdfs/2_3/Flynn_Conceptual Euromodelling.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Conceptual EuroModelling: how do SSADM and MERISE compare?,2,3,"Flynn, D. J and Fragoso-Diaz, O.",,
0000001001,article,data/pdfs/16_5/Light2007.pdf,10.1057/PALGRAVE.EJIS.3000709,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Introducing Masculinity Studies to Information Systems Research: the case of Gaydar,16,5,"Light, Ben",,
0000001002,article,data/pdfs/2_1/Mookerjee_A Blackboard Control.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A blackboard control architecture for model selection and sequencing,2,1,"Mookerjee, V. S and Chaturvedi, A. R",,
0000001003,article,data/pdfs/14_3/WellsFuerstPalmer2005.pdf,10.1057/PALGRAVE.EJIS.3000516,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Designing consumer interfaces for experiential tasks: an empirical investigation,14,3,"Wells, John D and Fuerst, William L and Palmer, Jonathan W",,
0000001004,article,data/pdfs/22_4/Davis2013.pdf,10.1057/EJIS.2012.36,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Leveraging the IT competence of non-IS workers: social exchange and the good corporate citizen,22,4,"Davis, Joshua M",2012,
0000001005,article,data/pdfs/24_5/Walsh2015.pdf,10.1057/EJIS.2014.23,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Using quantitative data in mixed-design grounded theory studies: an enhanced path to formal grounded theory in information systems,24,5,"Walsh, Isabelle",2014,
0000001006,article,data/pdfs/13_3/Crabtree2004.pdf,10.1057/PALGRAVE.EJIS.3000500,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Taking technomethodology seriously: hybrid change in the ethnomethodology-design relationship,13,3,"Crabtree, Andy",,
0000001007,article,data/pdfs/1_3/Checkland.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Soft Systems Methodology in Action,1,3,"Checkland, Peter and Scholes, Jim",,Book review
0000001008,article,data/pdfs/15_2/FitzgeraldHartnettConboy2006.pdf,10.1057/PALGRAVE.EJIS.3000605,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Customising agile methods to software practices at Intel Shannon,15,2,"Fitzgerald, Brian and Hartnett, Gerard and Conboy, Kieran",,
0000001009,article,data/pdfs/14_5/CornfordCiborraShaikh2005.pdf,10.1057/PALGRAVE.EJIS.3000583,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Do penguins eat scallops?,14,5,"Cornford, Tony and Ciborra, Claudio and Shaikh, Maha",,
0000001010,article,data/pdfs/8_1/Lai1999_A Contingency Examinat.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A contingency examination of CASE-task fit on software developer's performance,8,1,"Lai, V. S",,
0000001011,article,data/pdfs/19_4/BeynonDavies2010.pdf,10.1057/EJIS.2010.34,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"The enactment of significance: a unified conception of information, systems and technology",19,4,"Beynon-Davies, Paul",2010,
0000001012,article,data/pdfs/16_1/MantzanaThemistocleousIraniEtAl2007.pdf,10.1057/PALGRAVE.EJIS.3000660,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Identifying healthcare actors involved in the adoption of information systems,16,1,"Mantzana, Vasiliki and Themistocleous, Marinos and Irani, Zahir and Morabito, Vincenzo",,
0000001013,article,data/pdfs/17_5/Weedman2008.pdf,10.1057/EJIS.2008.46,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Client as designer in collaborative design science research projects: what does social science design theory tell us?,17,5,"Weedman, Judith",,
0000001014,article,data/pdfs/12_3/AvgerouRovere2003.pdf,10.1057/PALGRAVE,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information Systems and the Economics of Innovation,12,3,"Avgerou, C. and Rovere, La",,Book review
0000001015,article,data/pdfs/2_1/Book_review_2.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,2,1,,,Book review
0000001016,article,data/pdfs/6_4/3000277a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Maintaining centralised application systems: a cross-country, cross-sector, cross-platform comparison",6,4,"Tan, W-G and Gable, G. G",,
0000001017,article,data/pdfs/24_3/TuunanenKuo2015.pdf,10.1057/EJIS.2014.29,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The effect of culture on requirements: a value-based view of prioritization,24,3,"Tuunanen, Tuure and Kuo, I-Te",2014,
0000001018,article,data/pdfs/29_4/TrangTrenzWeigerEtAl2020.pdf,10.1080/0960085X.2020.1784046,lfoppiano/grobid:0.8.1,European Journal of Information Systems,One app to trace them all? Examining app specifications for mass acceptance of contact-tracing apps,29,4,"Trang, Simon and Trenz, Manuel and Weiger, Welf H and Tarafdar, Monideepa and Cheung, Christy M K and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000001019,article,data/pdfs/25_4/UteshevaSimpsonCecezKecmanovic2016.pdf,10.1057/EJIS.2015.19,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Identity metamorphoses in digital disruption: a relational theory of identity,25,4,"Utesheva, Anastasia and Simpson, Jason R and Cecez-Kecmanovic, Dubravka",2015,
0000001020,article,data/pdfs/6_2/3000260a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Determinants of EDI adoption in the transportation industry,6,2,"Premkumar, G. and Ramamurthy, K. and Crum, M.",,
0000001021,article,data/pdfs/2_1/Book_review.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,2,1,,,Book review
0000001022,article,data/pdfs/16_4/WagelaarVanDerStraeten2007.pdf,10.1057/PALGRAVE.EJIS.3000686,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Platform ontologies for the model-driven architecture,16,4,"Wagelaar, Dennis and Van, Ragnhild and Straeten, Der",,
0000001023,article,data/pdfs/30_1/HaneltFirkHildebrandtEtAl2021.pdf,10.1080/0960085X.2020.1747365,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Digital M&A, digital innovation, and firm performance: an empirical investigation",30,1,"Hanelt, André and Firk, Sebastian and Hilebrandt, Björn and Kolbe, Lutz M",,
0000001024,article,data/pdfs/29_4/BenbunanFichDesouzaAndersen2020.pdf,10.1080/0960085X.2020.1814989,lfoppiano/grobid:0.8.1,European Journal of Information Systems,IT-enabled innovation in the public sector: introduction to the special issue,29,4,"Benbunan-Fich, Raquel and Desouza, Kevin C and Andersen, Kim Normann",,
0000001025,article,data/pdfs/2_1/Marche_Measuring The Stability.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Measuring the stability of data models,2,1,"Marche, S.",,
0000001026,article,data/pdfs/30_3/FlotgenStraussWekingEtAl2021.pdf,10.1080/0960085X.2021.1884009,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Introducing platform ecosystem resilience: leveraging mobility platforms and their ecosystems for the new normal during COVID-19,30,3,"Floetgen, Rob Jago and Strauss, Jana and Weking, Jörg and Hein, Andreas and Urmetzer, Florian and Böhm, Markus and Krcmar, Helmut and Ägerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000001027,article,data/pdfs/9_1/OKeefePaul2000a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,ejis$$120p,9,1,,,Book review
0000001028,article,data/pdfs/8_2/Lycett1999_Information Systems.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information systems development: a perspective on the challenge of evolutionary complexity,8,2,"Lycett, M. and Paul, R. J",,
0000001029,article,data/pdfs/20_6/ChanLai2011.pdf,10.1057/EJIS.2011.31,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Does ethical ideology affect software piracy attitude and behaviour? An empirical investigation of computer users in China,20,6,"Chan, Ricky Y K and Lai, Jennifer W M and Kong, Hong",2011,
0000001030,article,data/pdfs/11_3/Hussin2002_It Alignment In Sma.pdf,10.1057/PALGRAVE/EJIS/3000422,lfoppiano/grobid:0.8.1,European Journal of Information Systems,IT alignment in small firms,11,3,"Hussin, H. and King, M. and Cragg, P.",,
0000001031,article,data/pdfs/15_2/Baskerville2006.pdf,10.1057/PALGRAVE.EJIS.3000622,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Artful planning,15,2,"Baskerville Editor, Richard L",,
0000001032,article,data/pdfs/16_2/Huang2007.pdf,10.1057/PALGRAVE.EJIS.3000675,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A comprehensive analysis of U.S. counties' e-Government portals: development status and functionalities,16,2,"Huang, Zhenyu",,
0000001033,article,data/pdfs/1_5/Wolstenholme_The Design Applic.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"The design, application and evaluation of a system dynamics based methodology for the assessment of computerised information systems",1,5,"Wolstenholme, E. F and Gavine, A. and Watts', K. M and Henderson, S.",,
0000001034,article,data/pdfs/12_3/Boonstra2003.pdf,10.1057/PALGRAVE.EJIS.3000461,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Structure and analysis of IS decision-making processes,12,3,"Boonstra, Albert",,
0000001035,article,data/pdfs/7_4/Ballantine1998_Evaluating Info.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Evaluating information systems in small and medium-sized enterprises: issues and evidence*,7,4,"Ballantine, J. and Levy, M. and Powell, P.",,
0000001036,article,data/pdfs/17_6/DwivediKuljis2008.pdf,10.1057/EJIS.2008.57,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Profile of IS research published in the European Journal of Information Systems,17,6,"Dwivedi, Yogesh K and Kuljis, Jasna",,
0000001037,article,data/pdfs/13_3/Bhattacharjee2004.pdf,10.1057/PALGRAVE.EJIS.3000508,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"''Interpretive'' mobility, IS and computing",13,3,"Bhattacharjee, Anjana",,
0000001038,article,data/pdfs/10_2/MarshallBrady2001.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Knowledge management and the politics of knowledge: illustrations from complex products and systems,10,2,"Marshall, N. and Brady, T.",,
0000001039,article,data/pdfs/12_3/Paul2003a.pdf,10.1057/PALGRAVE.EJIS.3000472,lfoppiano/grobid:0.8.1,European Journal of Information Systems,More changes and responses,12,3,"Paul, Ray J",,
0000001040,article,data/pdfs/11_4/BrownMasseyMontoyaWeissEtAl2002.pdf,10.1057/PALGRAVE.EJIS.3000438,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Do I really have to? User acceptance of mandated technology,11,4,"Brown, S. A and Massey, A. P and Montoya-Weiss, M. M and Burkman, J. R",,
0000001041,article,data/pdfs/18_4/McAvoyButler2009.pdf,10.1057/EJIS.2009.22,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The role of project management in ineffective decision making within Agile software development projects,18,4,"Mcavoy, John and Butler, Tom",2009,
0000001042,article,data/pdfs/3_2/Willcocks_Risk Assessment And .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Risk assessment and information systems,3,2,"Willcocks, L. and Margetts, H.",,
0000001043,article,data/pdfs/7_4/Nelson1998_Measuring Technolog.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Measuring technology flexibility,7,4,"Nelson, K. M and Ghods, M.",,
0000001044,article,data/pdfs/24_5/ShenLyytinenYoo2015.pdf,10.1057/EJIS.2014.8,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Time and information technology in teams: a review of empirical research and future research directions,24,5,"Shen, Zixing and Lyytinen, Kalle and Yoo, Youngjin",2014,
0000001045,article,data/pdfs/24_6/ChenKoufaris2015.pdf,10.1057/EJIS.2014.30,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The impact of decision support system features on user overconfidence and risky behavior,24,6,"Chen, Chi-Wen and Koufaris, Marios",2014,
0000001046,article,data/pdfs/8_3/Wilson1999_Flogging A Dead Hor.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Flogging a dead horse: the implications of epistemological relativism within information systems methodological practice,8,3,"Wilson, F.",,
0000001047,article,data/pdfs/28_3/BenbunanFich2019.pdf,10.1080/0960085X.2018.1512945,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An affordance lens for wearable information systems,28,3,"Benbunan-Fich, Raquel",,
0000001048,article,data/pdfs/23_4/AllenKaranasiosNorman2014.pdf,10.1057/EJIS.2013.8,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information sharing and interoperability: the case of major incident management,23,4,"Allen, David K and Karanasios, Stan and Norman, Alistair",2013,
0000001049,article,data/pdfs/10_1/Korn2001.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Design and delivery of information,10,1,"Korn, J.",,
0000001050,article,data/pdfs/4_2/UnknownUNKNOWNba.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,4,2,,,
0000001051,article,data/pdfs/10_1/DuhanLevyPowell2001.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information systems strategies in knowledge-based SMEs: the role of core competencies,10,1,"Duhan, S. and Levy, M. and Powell, P.",,
0000001052,article,data/pdfs/18_2/MyyrySiponenPahnilaEtAl2009.pdf,10.1057/EJIS.2009.10,lfoppiano/grobid:0.8.1,European Journal of Information Systems,What levels of moral reasoning and values explain adherence to information security rules? An empirical study,18,2,"Myyry, Liisa and Siponen, Mikko and Pahnila, Seppo and Vartiainen, Tero and Vance, Anthony",2009,
0000001053,article,data/pdfs/19_1/Iannacci2010.pdf,10.1057/EJIS.2010.3,lfoppiano/grobid:0.8.1,European Journal of Information Systems,When is an information infrastructure? Investigating the emergence of public sector information infrastructures,19,1,"Iannacci, Federico",2010,
0000001054,article,data/pdfs/21_2/GalliersHuang2012.pdf,10.1057/EJIS.2011.44,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The teaching of qualitative research methods in information systems: an explorative study utilizing learning theory,21,2,"Galliers, Robert D and Huang, Jimmy C",2011,
0000001055,article,data/pdfs/17_2/WillcocksWhitleyAvgerou2008.pdf,10.1057/EJIS.2008.9,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The ranking of top IS journals: a perspective from the London School of Economics,17,2,"Willcocks, Leslie and Whitley, Edgar A and Avgerou, Chrisanthi",,
0000001056,article,data/pdfs/16_2/YaoMurphy2007.pdf,10.1057/PALGRAVE.EJIS.3000672,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Remote electronic voting systems: an exploration of voters' perceptions and intention to use,16,2,"Yao, Yurong and Murphy, Lisa",,
0000001057,article,data/pdfs/5_3/Zinatelli1996_End User Computi.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,End user computing sophistication and success in small firms,5,3,"Zinatelli, N. and Cragg, P. B and Cavaye, Alm",,
0000001058,article,data/pdfs/29_6/DincelliChengalurSmith2020.pdf,10.1080/0960085X.2020.1797546,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Choose your own training adventure: designing a gamified SETA artefact for improving information security and privacy through interactive storytelling,29,6,"Dincelli, Ersin and Chengalur-Smith, Indushobha and Lowry, Paul Benjamin and Petter, Stacie and Leimeister, Jan Marco",,
0000001059,article,data/pdfs/21_4/MolaCarugati2012.pdf,10.1057/EJIS.2011.47,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Escaping 'localisms' in IT sourcing: tracing changes in institutional logics in an Italian firm,21,4,"Mola, Lapo and Carugati, Andrea",2011,
0000001060,article,data/pdfs/20_1/WakefieldWakefieldBakerEtAl2011.pdf,10.1057/EJIS.2010.47,lfoppiano/grobid:0.8.1,European Journal of Information Systems,How website socialness leads to website use,20,1,"Wakefield, Robin L and Wakefield, Kirk L and Baker, Julie and Wang, Liz C",2010,
0000001061,article,data/pdfs/1_2/UnknownUNKNOWNbb.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The Eleventh International Conference on Information Systems (ICIS),1,2,,,
0000001062,article,data/pdfs/6_1/3000252a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Stakeholder identification in inter-organizational systems: gaining insights for drug use management systems,6,1,"Pouloudi, A. and Whitley, E. A",,
