ID,orig_ID,orig_source,language,abstract,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,fulltext,cited_by,url,dblp_key,grobid-version,file,note
D_000012,000012,dblp,,,,1,1,1986,Information Technology - My Perspective,Journal of Information Technology,"Hutchin, Ted",10.1057/JIT.1986.13,article,,,,https://dblp.org/rec/journals/jitech/Hutchin86a,,,
D_000013,000013,dblp,,,,3,1,1986,A Combined Videotex/Videodisc System for Tourist Information,Journal of Information Technology,"Kwok, L. F. and Jackson, C. and Teskey, F. N.",10.1057/JIT.1986.30,article,,,,https://dblp.org/rec/journals/jitech/KwokJT86,,,
D_000014,000014,dblp,,,,2,1,1986,Information Technology Education in Industry,Journal of Information Technology,"Molyneux, Eric",10.1057/JIT.1986.20,article,,,,https://dblp.org/rec/journals/jitech/Molyneux86,,,
D_000015,000015,dblp,,,,2,1,1986,Information Technology and Further Education,Journal of Information Technology,"Vincent, A. T.",10.1057/JIT.1986.17,article,,,,https://dblp.org/rec/journals/jitech/Vincent86,,,
D_000016,000016,dblp,,,,2,3,1988,"Online information retrieval in practice. Proceedings of the 2nd UK Online User Group State of the Art Conference, Bristol, 1986",Journal of Information Technology,"Tseng, Gwyneth",10.1057/JIT.1988.23,article,,,,https://dblp.org/rec/journals/jitech/Tseng88,,,
D_000017,000017,dblp,,,,2,1,1986,The Study of Information - Interdisciplinary Messages,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.25,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86e,,,
D_000018,000018,dblp,,,,4,1,1986,Re-inventing Information - The Struggle for an Artificial Intelligence,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.35,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86i,,,
D_000019,000019,dblp,,,,4,1,1986,Analysis and Design of Information Systems,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.38,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86j,,,
D_000020,000020,dblp,,,,1,1,1986,Information Routeing Groups - Towards the Global Superbrain - or how to find out what you need to know rather than what you think you need to know,Journal of Information Technology,"Andrews, David",10.1057/JIT.1986.5,article,,,,https://dblp.org/rec/journals/jitech/Andrews86,,,
D_000021,000021,dblp,,,,3,1,1986,DTI Office Automation Pilots,Journal of Information Technology,"Bates, Jim and Heath, Laura",10.1057/JIT.1986.27,article,,,,https://dblp.org/rec/journals/jitech/BatesH86,,,
D_000022,000022,dblp,,,,2,1,1986,Innovation and Entrepreneurship,Journal of Information Technology,"Johnson, Les",10.1057/JIT.1986.24,article,,,,https://dblp.org/rec/journals/jitech/Johnson86c,,,
D_000023,000023,dblp,,,,4,1,1986,Science of Information,Journal of Information Technology,"Mamdani, E. H.",10.1057/JIT.1986.34,article,,,,https://dblp.org/rec/journals/jitech/Mamdani86,,,
D_000024,000024,dblp,,,,3,1,1986,An Appraisal of the Competitive Benefits of IT,Journal of Information Technology,"Ward, John M.",10.1057/JIT.1986.29,article,,,,https://dblp.org/rec/journals/jitech/Ward86,,,
D_000025,000025,dblp,,,,1,1,1986,Knowledge for the New Generation Computers,Journal of Information Technology,"Addis, T. R.",10.1057/JIT.1986.7,article,,,,https://dblp.org/rec/journals/jitech/Addis86,,,
D_000026,000026,dblp,,,,1,1,1986,Editorial,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.1,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86,,,
D_000027,000027,dblp,,,,1,1,1986,The Strassmann Payoff,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.8,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86b,,,
D_000028,000028,dblp,,,,2,1,1986,Editorial,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.14,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86c,,,
D_000029,000029,dblp,,,,2,1,1986,Advanced IT - Decision Aids for Robotics,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.23,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86d,,,
D_000030,000030,dblp,,,,3,1,1986,Editorial,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.26,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86f,,,
D_000031,000031,dblp,,,,3,1,1986,The Video Education Magazine,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.32,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86g,,,
D_000032,000032,dblp,,,,4,1,1986,Editorial,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.33,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86h,,,
D_000033,000033,dblp,,,,4,1,1986,Managing for Innovation - Leading Technical People,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1986.39,article,,,,https://dblp.org/rec/journals/jitech/Aleksander86k,,,
D_000034,000034,dblp,,,,3,1,1986,Some Comments on the Nature and Use of Human Factors Standards for Software Interface Design,Journal of Information Technology,"Allison, Gordon and Maguire, Martin C.",10.1057/JIT.1986.31,article,,,,https://dblp.org/rec/journals/jitech/AllisonM86,,,
D_000035,000035,dblp,,,,2,1,1986,"A Review of Some Electronic Text-Document Handling, Storage and Retrieval Systems",Journal of Information Technology,"Deutsch, E. S.",10.1057/JIT.1986.22,article,,,,https://dblp.org/rec/journals/jitech/Deutsch86,,,
D_000036,000036,dblp,,,,4,1,1986,Office Automation - A Social and Organizational Perspective,Journal of Information Technology,"Griffiths, Catherine",10.1057/JIT.1986.40,article,,,,https://dblp.org/rec/journals/jitech/Griffiths86,,,
D_000037,000037,dblp,,,,2,1,1986,Introduction to the Second Half of the Meeting,Journal of Information Technology,"Hutchin, Ted",10.1057/JIT.1986.18,article,,,,https://dblp.org/rec/journals/jitech/Hutchin86b,,,
D_000038,000038,dblp,,,,1,1,1986,A Message,Journal of Information Technology,"Land, Frank",10.1057/JIT.1986.2,article,,,,https://dblp.org/rec/journals/jitech/Land86,,,
D_000039,000039,dblp,,,,1,1,1986,Software Engineering - The Relationship between a Formal System and its Environment,Journal of Information Technology,"Land, Frank and Somogyi, Elizabeth",10.1057/JIT.1986.4,article,,,,https://dblp.org/rec/journals/jitech/LandS86,,,
D_000040,000040,dblp,,,,2,1,1986,The Need for a 'Science' of Education,Journal of Information Technology,"Scarrott, Gordon F.",10.1057/JIT.1986.21,article,,,,https://dblp.org/rec/journals/jitech/Scarrott86,,,
D_000041,000041,dblp,,,,3,1,1986,Speech Input Wordprocessor and Work Station,Journal of Information Technology,"Schwarz, P.",10.1057/JIT.1986.28,article,,,,https://dblp.org/rec/journals/jitech/Schwarz86,,,
D_000042,000042,dblp,,,,4,1,1986,The Cultural Impact of Computer Vision,Journal of Information Technology,"Walsh, Stephen",10.1057/JIT.1986.37,article,,,,https://dblp.org/rec/journals/jitech/Walsh86,,,
D_000043,000043,dblp,,,,2,1,1986,Introduction to the First Half of the Meeting,Journal of Information Technology,"Zorkoczy, Peter",10.1057/JIT.1986.15,article,,,,https://dblp.org/rec/journals/jitech/Zorkoczy86,,,
D_000044,000044,dblp,,,,1,2,1987,Applied Information Technology - from Data Processing to Strategic Information Systems,Journal of Information Technology,"Somogyi, Elisabeth K. and Galliers, Robert D.",10.1057/JIT.1987.7,article,,,,https://dblp.org/rec/journals/jitech/SomogyiG87,,,
D_000045,000045,dblp,,,,2,2,1987,Beyond Information Technology - The Force of Human Reason,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1987.17,article,,,,https://dblp.org/rec/journals/jitech/Aleksander87c,,,
D_000046,000046,dblp,,,,1,2,1987,Information Technology Consultancy from the Accounting Viewpoint,Journal of Information Technology,"Braithwaite, Michael",10.1057/JIT.1987.6,article,,,,https://dblp.org/rec/journals/jitech/Braithwaite87,,,
D_000047,000047,dblp,,,,4,2,1987,"Information Technology in the Humanities - Tools, Techniques and Applications",Journal of Information Technology,"Finkelstein, Anthony",10.1057/JIT.1987.39,article,,,,https://dblp.org/rec/journals/jitech/Finkelstein87,,,
D_000048,000048,dblp,,,,4,2,1987,Invest and Survive - the Impact of Information Technology on the UK Car Components Industry,Journal of Information Technology,"Haynes, Nathan",10.1057/JIT.1987.35,article,,,,https://dblp.org/rec/journals/jitech/Haynes87,,,
D_000049,000049,dblp,,,,4,2,1987,Information Technology and Company Policy - Electronic Publishing,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1987.33,article,,,,https://dblp.org/rec/journals/jitech/Holloway87a,,,
D_000050,000050,dblp,,,,2,2,1987,Information Technology and People - The Challenge of Change,Journal of Information Technology,"Landles, Eric",10.1057/JIT.1987.16,article,,,,https://dblp.org/rec/journals/jitech/Landles87,,,
D_000051,000051,dblp,,,,3,2,1987,Information and its Relation to Formalisms for the Complexities of the Real World,Journal of Information Technology,"Shawe-Taylor, John",10.1057/JIT.1987.27,article,,,,https://dblp.org/rec/journals/jitech/Shawe-Taylor87,,,
D_000052,000052,dblp,,,,1,3,1988,Managing Information Systems in 1987 - the Top Issues for IS Managers in the UK,Journal of Information Technology,"Parker, T. and Idundun, M.",10.1057/JIT.1988.6,article,,,,https://dblp.org/rec/journals/jitech/ParkerI88,,,
D_000053,000053,dblp,,,,4,2,1987,The Information Weapon,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1987.40,article,,,,https://dblp.org/rec/journals/jitech/Aleksander87g,,,
D_000054,000054,dblp,,,,4,2,1987,Strategic Planning of Information Communications Systems (SPICS),Journal of Information Technology,"Etheridge, D. M. and Moreton, Robert",10.1057/JIT.1987.34,article,,,,https://dblp.org/rec/journals/jitech/EtheridgeM87,,,
D_000055,000055,dblp,,,,2,2,1987,The Value of Information,Journal of Information Technology,"Griffiths, Catherine and Clark, Peter",10.1057/JIT.1987.19,article,,,,https://dblp.org/rec/journals/jitech/GriffithsC87,,,
D_000056,000056,dblp,,,,4,2,1987,Towards a Concept of Pure Information,Journal of Information Technology,"Henley, David",10.1057/JIT.1987.36,article,,,,https://dblp.org/rec/journals/jitech/Henley87,,,
D_000057,000057,dblp,,,,4,2,1987,The Human Side of Advanced Manufacturing Technology,Journal of Information Technology,"Hutchin, Ted",10.1057/JIT.1987.38,article,,,,https://dblp.org/rec/journals/jitech/Hutchin87a,,,
D_000058,000058,dblp,,,,2,2,1987,Power and Limitations of Formal Methods for Software Fabrication,Journal of Information Technology,"Jackson, Michael",10.1057/JIT.1987.14,article,,,,https://dblp.org/rec/journals/jitech/Jackson87,,,
D_000059,000059,dblp,,,,1,2,1987,IT Consultancy from a Technological Viewpoint,Journal of Information Technology,"Knight, Alan",10.1057/JIT.1987.4,article,,,,https://dblp.org/rec/journals/jitech/Knight87,,,
D_000060,000060,dblp,,,,3,2,1987,The Role of Formal Methods in Software Development,Journal of Information Technology,"McDermid, John",10.1057/JIT.1987.25,article,,,,https://dblp.org/rec/journals/jitech/McDermid87,,,
D_000061,000061,dblp,,,,2,2,1987,Working with Formal Methods,Journal of Information Technology,"Nicholls, John",10.1057/JIT.1987.13,article,,,,https://dblp.org/rec/journals/jitech/Nicholls87,,,
D_000062,000062,dblp,,,,2,2,1987,The Nature of Information,Journal of Information Technology,"Serebriakoff, Victor",10.1057/JIT.1987.18,article,,,,https://dblp.org/rec/journals/jitech/Serebriakoff87,,,
D_000063,000063,dblp,,,,3,2,1987,The Information Edge,Journal of Information Technology,"Sutherland, Ewan",10.1057/JIT.1987.29,article,,,,https://dblp.org/rec/journals/jitech/Sutherland87a,,,
D_000064,000064,dblp,,,,4,2,1987,Characteristics of IT Innovation,Journal of Information Technology,"Monk, Peter",10.1057/JIT.1987.31,article,,,,https://dblp.org/rec/journals/jitech/000287,,,
D_000065,000065,dblp,,,,1,2,1987,Editorial,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1987.1,article,,,,https://dblp.org/rec/journals/jitech/Aleksander87,,,
D_000066,000066,dblp,,,,1,2,1987,The Electronic Office in the Smaller Business,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1987.10,article,,,,https://dblp.org/rec/journals/jitech/Aleksander87a,,,
D_000067,000067,dblp,,,,2,2,1987,Editorial,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1987.11,article,,,,https://dblp.org/rec/journals/jitech/Aleksander87b,,,
D_000068,000068,dblp,,,,3,2,1987,Editorial,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1987.21,article,,,,https://dblp.org/rec/journals/jitech/Aleksander87d,,,
D_000069,000069,dblp,,,,3,2,1987,IT Research Direction in the United Kingdom - the Danger of Future Collapse,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1987.24,article,,,,https://dblp.org/rec/journals/jitech/Aleksander87e,,,
D_000070,000070,dblp,,,,4,2,1987,Editorial,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1987.30,article,,,,https://dblp.org/rec/journals/jitech/Aleksander87f,,,
D_000071,000071,dblp,,,,4,2,1987,Work Redesign in the Microelectronics Age - the New Challenges,Journal of Information Technology,"Amin, Rajan",10.1057/JIT.1987.32,article,,,,https://dblp.org/rec/journals/jitech/Amin87,,,
D_000072,000072,dblp,,,,3,2,1987,A Manufacturing Systems Engineering View of IT and Development,Journal of Information Technology,"Dale, M. W.",10.1057/JIT.1987.23,article,,,,https://dblp.org/rec/journals/jitech/Dale87,,,
D_000073,000073,dblp,,,,4,2,1987,Software Engineering with Systems Analysis and Design,Journal of Information Technology,"Finkelstein, Anthony",10.1057/JIT.1987.41,article,,,,https://dblp.org/rec/journals/jitech/Finkelstein87a,,,
D_000074,000074,dblp,,,,1,2,1987,Putting Business First - the Strategy Challenge,Journal of Information Technology,"Harvey, David",10.1057/JIT.1987.5,article,,,,https://dblp.org/rec/journals/jitech/Harvey87,,,
D_000075,000075,dblp,,,,3,2,1987,IT and the UK Newspaper Industry,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1987.26,article,,,,https://dblp.org/rec/journals/jitech/Holloway87,,,
D_000076,000076,dblp,,,,2,2,1987,Towards the Automated Factory? The Need for Training,Journal of Information Technology,"Hutchin, Ted",10.1057/JIT.1987.20,article,,,,https://dblp.org/rec/journals/jitech/Hutchin87,,,
D_000077,000077,dblp,,,,1,2,1987,A User's View of IT Consultancy,Journal of Information Technology,"Iliff, Malcolm",10.1057/JIT.1987.3,article,,,,https://dblp.org/rec/journals/jitech/Iliff87,,,
D_000078,000078,dblp,,,,2,2,1987,Formal Methods - A Commentary,Journal of Information Technology,"Maibaum, Tom and Sadler, Martin R.",10.1057/JIT.1987.15,article,,,,https://dblp.org/rec/journals/jitech/MaibaumS87,,,
D_000079,000079,dblp,,,,2,2,1987,Is Computing an Experimental Science?,Journal of Information Technology,"Milner, Robin",10.1057/JIT.1987.12,article,,,,https://dblp.org/rec/journals/jitech/Milner87,,,
D_000080,000080,dblp,,,,3,2,1987,The Polyhierarchic Model of Intelligence,Journal of Information Technology,"Stearne, Keith",10.1057/JIT.1987.28,article,,,,https://dblp.org/rec/journals/jitech/Stearne87,,,
D_000081,000081,dblp,,,,1,2,1987,Strategic Value Analysis - a Modern Approach to Systems and Data Planning,Journal of Information Technology,"Sutherland, Ewan",10.1057/JIT.1987.9,article,,,,https://dblp.org/rec/journals/jitech/Sutherland87,,,
D_000082,000082,dblp,,,,4,2,1987,Can a Machine Understand?,Journal of Information Technology,"Taylor, Paul",10.1057/JIT.1987.37,article,,,,https://dblp.org/rec/journals/jitech/Taylor87,,,
D_000083,000083,dblp,,,,3,2,1987,Research in IT - Is There a Future for the UK?,Journal of Information Technology,"Thomas, David",10.1057/JIT.1987.22,article,,,,https://dblp.org/rec/journals/jitech/Thomas87,,,
D_000084,000084,dblp,,,,1,2,1987,IT Consultancy - Challenges and Opportunities,Journal of Information Technology,"Thornton, Paul",10.1057/JIT.1987.2,article,,,,https://dblp.org/rec/journals/jitech/Thornton87,,,
D_000085,000085,dblp,,,,4,3,1988,The Importance of Organizational Considerations for the Implementation of Information Technology,Journal of Information Technology,"Lunt, Patricia J. and Barclay, Ian",10.1057/JIT.1988.43,article,,,,https://dblp.org/rec/journals/jitech/LuntB88,,,
D_000086,000086,dblp,,,,2,3,1988,"Computer Strategies, 1990-9 - Technologies - Costs - Markets",Journal of Information Technology,"Meadows, Jack",10.1057/JIT.1988.21,article,,,,https://dblp.org/rec/journals/jitech/Meadows88,,,
D_000087,000087,dblp,,,,2,3,1988,Information Analysis - Selected Readings,Journal of Information Technology,"Meadows, Jack",10.1057/JIT.1988.22,article,,,,https://dblp.org/rec/journals/jitech/Meadows88a,,,
D_000088,000088,dblp,,,,2,3,1988,Microcomputer-based Networks in Libraries and Information Services,Journal of Information Technology,"Petrie, J. Howard",10.1057/JIT.1988.14,article,,,,https://dblp.org/rec/journals/jitech/Petrie88,,,
D_000089,000089,dblp,,,,3,3,1988,Information Systems and Technology Application Portfolio Management - an Assessment Or Matrix-Based Analyses,Journal of Information Technology,"Ward, John M.",10.1057/JIT.1988.36,article,,,,https://dblp.org/rec/journals/jitech/Ward88a,,,
D_000090,000090,dblp,,,,2,3,1988,Formulating Information Technology Legislation,Journal of Information Technology,"Doukidis, Georgios I. and Giannakos, Zisis",10.1057/JIT.1988.17,article,,,,https://dblp.org/rec/journals/jitech/DoukidisG88,,,
D_000091,000091,dblp,,,,3,3,1988,Information Technology and Company Policy - 3. The Holiday and Travel Industry,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1988.34,article,,,,https://dblp.org/rec/journals/jitech/Holloway88b,,,
D_000092,000092,dblp,,,,4,3,1988,Information Technology and Company Policy - 4. Banking,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1988.45,article,,,,https://dblp.org/rec/journals/jitech/Holloway88e,,,
D_000093,000093,dblp,,,,2,3,1988,Management Information Systems in Libraries and Information Services,Journal of Information Technology,"Kinnell, Margaret",10.1057/JIT.1988.24,article,,,,https://dblp.org/rec/journals/jitech/Kinnell88,,,
D_000094,000094,dblp,,,,2,3,1988,Declarative Languages for Advanced Information Technologies,Journal of Information Technology,"Kosky, Anthony",10.1057/JIT.1988.20,article,,,,https://dblp.org/rec/journals/jitech/Kosky88,,,
D_000095,000095,dblp,,,,1,3,1988,IT Futures ... IT Can Work - an Optimistic View of the Long-Term Potential of Information Technology for Britain,Journal of Information Technology,"Sutherland, Ewan",10.1057/JIT.1988.12,article,,,,https://dblp.org/rec/journals/jitech/Sutherland88a,,,
D_000096,000096,dblp,,,,1,3,1988,"Effectiveness and Competition - Linking Business Strategy, Organizational Culture and the Use of Information Technology",Journal of Information Technology,"Sutherland, Ewan and Morieux, Yves",10.1057/JIT.1988.7,article,,,,https://dblp.org/rec/journals/jitech/SutherlandM88,,,
D_000097,000097,dblp,,,,3,3,1988,Information Planning for Strategie Advantage,Journal of Information Technology,"Ward, John M.",10.1057/JIT.1988.32,article,,,,https://dblp.org/rec/journals/jitech/Ward88,,,
D_000098,000098,dblp,,,,1,3,1988,Legal Aspects of Knowledge-Based Technology,Journal of Information Technology,"Clarke, Roger",10.1057/JIT.1988.3,article,,,,https://dblp.org/rec/journals/jitech/Clarke88,,,
D_000099,000099,dblp,,,,3,3,1988,Appropriate Technology for Humans and Organizations,Journal of Information Technology,"Clegg, Chris W.",10.1057/JIT.1988.29,article,,,,https://dblp.org/rec/journals/jitech/Clegg88,,,
D_000100,000100,dblp,,,,3,3,1988,Instructible ICAI,Journal of Information Technology,"Duchastel, Philippe C. and Doublait, S. and Imbeau, Jacques",10.1057/JIT.1988.31,article,,,,https://dblp.org/rec/journals/jitech/DuchastelDI88,,,
D_000101,000101,dblp,,,,2,3,1988,Intelligent Computer-assisted Instruction (ICAI) - Flexible Learning Through Better Student-Computer Interaction,Journal of Information Technology,"Duchastel, Philippe C. and Imbeau, Jacques",10.1057/JIT.1988.18,article,,,,https://dblp.org/rec/journals/jitech/DuchastelI88,,,
D_000102,000102,dblp,,,,3,3,1988,"""Where Do I Speak Into It?"" - A Discussion of the Methods and Motivations of Natural Language Processing",Journal of Information Technology,"Johnson, Matthew G.",10.1057/JIT.1988.37,article,,,,https://dblp.org/rec/journals/jitech/Johnson88,,,
D_000103,000103,dblp,,,,3,3,1988,Practical and Theoretical Aspects of Human Computer Interaction,Journal of Information Technology,"Johnson, Peter and Johnson, Hilary",10.1057/JIT.1988.30,article,,,,https://dblp.org/rec/journals/jitech/JohnsonJ88,,,
D_000104,000104,dblp,,,,4,3,1988,The Role of Management Accountants in Information Strategy,Journal of Information Technology,"Kaye, G. Roland",10.1057/JIT.1988.44,article,,,,https://dblp.org/rec/journals/jitech/Kaye88,,,
D_000105,000105,dblp,,,,1,3,1988,The New Industrial Society and its Infrastructure,Journal of Information Technology,"Priban, Ian",10.1057/JIT.1988.8,article,,,,https://dblp.org/rec/journals/jitech/Priban88,,,
D_000106,000106,dblp,,,,1,3,1988,The Dangers of AI in Information Systems As Exposed by the Field of Computers and Law,Journal of Information Technology,"Stamper, Ronald K.",10.1057/JIT.1988.2,article,,,,https://dblp.org/rec/journals/jitech/Stamper88,,,
D_000107,000107,dblp,,,,2,3,1988,Travelling Electronic Highways,Journal of Information Technology,"Adams, Dennis and Hamm, Mary",10.1057/JIT.1988.19,article,,,,https://dblp.org/rec/journals/jitech/AdamsH88,,,
D_000108,000108,dblp,,,,1,3,1988,Editorial,Journal of Information Technology,"Aleksander, Igor and Holloway, Henry",10.1057/JIT.1988.1,article,,,,https://dblp.org/rec/journals/jitech/AleksanderH88,,,
D_000109,000109,dblp,,,,4,3,1988,Desk-Top Publishing - Current Approaches and Future Trends,Journal of Information Technology,"Black, George",10.1057/JIT.1988.42,article,,,,https://dblp.org/rec/journals/jitech/Black88,,,
D_000110,000110,dblp,,,,2,3,1988,The Economics of Online,Journal of Information Technology,"Booth, Anthony",10.1057/JIT.1988.25,article,,,,https://dblp.org/rec/journals/jitech/Booth88,,,
D_000111,000111,dblp,,,,3,3,1988,An Introduction to Integrated Project Support Environments,Journal of Information Technology,"Brown, Alan W.",10.1057/JIT.1988.35,article,,,,https://dblp.org/rec/journals/jitech/Brown88,,,
D_000112,000112,dblp,,,,3,3,1988,Distributed AI,Journal of Information Technology,"Davison, Andrew",10.1057/JIT.1988.38,article,,,,https://dblp.org/rec/journals/jitech/Davison88,,,
D_000113,000113,dblp,,,,4,3,1988,What Good are Neural Nets?,Journal of Information Technology,"Donaldson, Ian M.",10.1057/JIT.1988.46,article,,,,https://dblp.org/rec/journals/jitech/Donaldson88,,,
D_000114,000114,dblp,,,,1,3,1988,Competing in Time - Using Telecommunications for Competitive Advantage,Journal of Information Technology,"Griffiths, Catherine",10.1057/JIT.1988.10,article,,,,https://dblp.org/rec/journals/jitech/Griffiths88,,,
D_000115,000115,dblp,,,,2,3,1988,Editorial,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1988.13,article,,,,https://dblp.org/rec/journals/jitech/Holloway88,,,
D_000116,000116,dblp,,,,3,3,1988,Editorial,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1988.28,article,,,,https://dblp.org/rec/journals/jitech/Holloway88a,,,
D_000117,000117,dblp,,,,4,3,1988,Editorial,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1988.40,article,,,,https://dblp.org/rec/journals/jitech/Holloway88c,,,
D_000118,000118,dblp,,,,4,3,1988,Desk Top Publishing Meeting,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1988.41,article,,,,https://dblp.org/rec/journals/jitech/Holloway88d,,,
D_000119,000119,dblp,,,,2,3,1988,Man-Computer Interfaces - An Introduction to Software Design and Implementation,Journal of Information Technology,"Kriwaczek, Frank",10.1057/JIT.1988.27,article,,,,https://dblp.org/rec/journals/jitech/Kriwaczek88,,,
D_000120,000120,dblp,,,,2,3,1988,Expert Decision-support Systems for Decision-making,Journal of Information Technology,"Lee, Daniel T.",10.1057/JIT.1988.16,article,,,,https://dblp.org/rec/journals/jitech/Lee88,,,
D_000121,000121,dblp,,,,1,3,1988,Transborder Data Flows and Law - Questions Not Answers,Journal of Information Technology,"Marett, Paul",10.1057/JIT.1988.4,article,,,,https://dblp.org/rec/journals/jitech/Marett88,,,
D_000122,000122,dblp,,,,2,3,1988,Expert Systems in Libraries,Journal of Information Technology,"Morris, Anne",10.1057/JIT.1988.26,article,,,,https://dblp.org/rec/journals/jitech/Morris88,,,
D_000123,000123,dblp,,,,2,3,1988,A Study of the Use of Micro-based Networks in British Schools,Journal of Information Technology,"Pain-Lewins, Helen",10.1057/JIT.1988.15,article,,,,https://dblp.org/rec/journals/jitech/Pain-Lewins88,,,
D_000124,000124,dblp,,,,3,3,1988,Evaluating Your Computer Investment Strategy,Journal of Information Technology,"Peters, Glen",10.1057/JIT.1988.33,article,,,,https://dblp.org/rec/journals/jitech/Peters88,,,
D_000125,000125,dblp,,,,1,3,1988,"Physical Uncertainty, Life and Practical Affairs",Journal of Information Technology,"Scarrott, Gordon F.",10.1057/JIT.1988.9,article,,,,https://dblp.org/rec/journals/jitech/Scarrott88,,,
D_000126,000126,dblp,,,,1,3,1988,Measuring the Productivity of Technical Documentation,Journal of Information Technology,"Strassmann, Paul A.",10.1057/JIT.1988.5,article,,,,https://dblp.org/rec/journals/jitech/Strassmann88,,,
D_000127,000127,dblp,,,,1,3,1988,Apocalypse 2000 - Economic Breakdown and the Suicide of Democracy 1989-2000,Journal of Information Technology,"Sutherland, Ewan",10.1057/JIT.1988.11,article,,,,https://dblp.org/rec/journals/jitech/Sutherland88,,,
D_000128,000128,dblp,,,,3,3,1988,Functional Analysis of Office Requirements - a Multiperspective Approach,Journal of Information Technology,"Sutherland, Ewan",10.1057/JIT.1988.39,article,,,,https://dblp.org/rec/journals/jitech/Sutherland88b,,,
D_000129,000129,dblp,,,,1,4,1989,A Systematic Approach to Industrial Technology Transfer - A Conceptual Framework and a Proposed Methodology,Journal of Information Technology,"Gaultney, Larry D. and Skibniewski, Miroslaw J. and Salvendy, Gavriel",10.1057/JIT.1989.2,article,,,,https://dblp.org/rec/journals/jitech/GaultneySS89,,,
D_000130,000130,dblp,,,,3,4,1989,Information 2000 - Insights Into the Coming Decades in Information Technology,Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1989.23,article,,,,https://dblp.org/rec/journals/jitech/Willcocks89,,,
D_000131,000131,dblp,,,,1,4,1989,A Software Engineering Perspective,Journal of Information Technology,"Cunningham, R. J.",10.1057/JIT.1989.4,article,,,,https://dblp.org/rec/journals/jitech/Cunningham89,,,
D_000132,000132,dblp,,,,2,4,1989,Information Technology and Company Policy - Financial Transactions - The International Stock Exchange,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1989.12,article,,,,https://dblp.org/rec/journals/jitech/Holloway89a,,,
D_000133,000133,dblp,,,,4,4,1989,Information Technology Management into the 1990s - A Position Paper,Journal of Information Technology,"Holtham, Clive",10.1057/JIT.1989.33,article,,,,https://dblp.org/rec/journals/jitech/Holtham89a,,,
D_000134,000134,dblp,,,,3,4,1989,Information Management - A New Dimension,Journal of Information Technology,"Jackson, Ivan F.",10.1057/JIT.1989.18,article,,,,https://dblp.org/rec/journals/jitech/Jackson89,,,
D_000135,000135,dblp,,,,4,4,1989,Information Systems Planning and Alignment - A Progress Assessment,Journal of Information Technology,"Jackson, Ivan F.",10.1057/JIT.1989.36,article,,,,https://dblp.org/rec/journals/jitech/Jackson89a,,,
D_000136,000136,dblp,,,,3,4,1989,Impact of Knowledge Based Information Systems on Organisations,Journal of Information Technology,"Jamieson, Rodger and Szeto, Richard",10.1057/JIT.1989.19,article,,,,https://dblp.org/rec/journals/jitech/JamiesonS89,,,
D_000137,000137,dblp,,,,1,4,1989,Primitives for an Information Economy,Journal of Information Technology,"Lindsay, John",10.1057/JIT.1989.7,article,,,,https://dblp.org/rec/journals/jitech/Lindsay89,,,
