ID,ENTRYTYPE,doi,author,journal,title,year,volume,number,pages,url,abstract,language,dblp_key
000358,article,,"Ribes, David and Polk, Jessica Beth",Journal of the Association for Information Systems,Flexibility Relative to What? Change to Research Infrastructure,2014,15,5,,http://aisel.aisnet.org/jais/vol15/iss5/1,,,https://dblp.org/rec/journals/jais/RibesP14
000359,article,,"Richardson, Sandra M. and Kettinger, William J. and Banks, Michael S. and Quintana, Yuri",Journal of the Association for Information Systems,"IT and Agility in the Social Enterprise - A Case Study of St Jude Children's Research Hospital's ""Cure4Kids"" IT-Platform for International Outreach",2014,15,1,,http://aisel.aisnet.org/jais/vol15/iss1/2,,,https://dblp.org/rec/journals/jais/RichardsonKBQ14
000360,article,,"Sanner, Terje Aksel and Manda, Tiwonge Davis and Nielsen, Petter",Journal of the Association for Information Systems,Grafting - Balancing Control and Cultivation in Information Infrastructure Innovation,2014,15,4,,http://aisel.aisnet.org/jais/vol15/iss4/1,,,https://dblp.org/rec/journals/jais/SannerMN14
000361,article,,"Thorén, Claes and Ågerfalk, Pär J. and Edenius, Mats",Journal of the Association for Information Systems,Through the Printing Press - An Account of Open Practices in the Swedish Newspaper Industry,2014,15,11,,http://aisel.aisnet.org/jais/vol15/iss11/2,,,https://dblp.org/rec/journals/jais/ThorenAE14
000362,article,,"Watson, Richard T.",Journal of the Association for Information Systems,A Personal Perspective on a Conceptual Foundation for Information Systems,2014,15,8,,http://aisel.aisnet.org/jais/vol15/iss8/1,,,https://dblp.org/rec/journals/jais/Watson14
000363,article,,"Whelan, Eoin and Conboy, Kieran and Crowston, Kevin and Morgan, Lorraine and Rossi, Matti",Journal of the Association for Information Systems,Editorial - The Role of Information Systems in Enabling Open Innovation,2014,15,11,,http://aisel.aisnet.org/jais/vol15/iss11/4,,,https://dblp.org/rec/journals/jais/WhelanCCMR14
000364,article,,"Almklov, Petter Grytten and Østerlie, Thomas and Haavik, Torgeir Kolstø",Journal of the Association for Information Systems,Situated with Infrastructures - Interactivity and Entanglement in Sensor Data Interpretation,2014,15,5,,http://aisel.aisnet.org/jais/vol15/iss5/2,,,https://dblp.org/rec/journals/jais/AlmklovOH14
000365,article,,"Goh, Khim-Yong and Ping, Jerry Wenjie",Journal of the Association for Information Systems,"Engaging Consumers with Advergames - An Experimental Evaluation of Interactivity, Fit and Expectancy",2014,15,7,,http://aisel.aisnet.org/jais/vol15/iss7/2,,,https://dblp.org/rec/journals/jais/GohP14
000366,article,,"Keil, Mark and Smith, H. Jeff and Iacovou, Charalambos L. and Thompson, Ronald L.",Journal of the Association for Information Systems,The Dynamics of IT Project Status Reporting - A Self-Reinforcing Cycle of Distrust,2014,15,12,,http://aisel.aisnet.org/jais/vol15/iss12/1,,,https://dblp.org/rec/journals/jais/KeilSIT14
000367,article,,"Legoux, Renaud and Léger, Pierre-Majorique and Robert, Jacques and Boyer, Martin",Journal of the Association for Information Systems,Confirmation Biases in the Financial Analysis of IT Investments,2014,15,1,,http://aisel.aisnet.org/jais/vol15/iss1/1,,,https://dblp.org/rec/journals/jais/LegouxLRB14
000368,article,,"Montealegre, Ramiro and Hovorka, Dirk S. and Germonprez, Matt",Journal of the Association for Information Systems,A Coevolutionary View of Information Services Development - Lessons from the U.S. National Oceanic and Atmospheric Administration,2014,15,9,,http://aisel.aisnet.org/jais/vol15/iss9/2,,,https://dblp.org/rec/journals/jais/MontealegreHG14
000369,article,,"Niederman, Fred and March, Salvatore T.",Journal of the Association for Information Systems,Moving the Work System Theory Forward,2014,15,6,,http://aisel.aisnet.org/jais/vol15/iss6/1,,,https://dblp.org/rec/journals/jais/NiedermanM14
000370,article,,"Parsons, Jeffrey and Ralph, Paul",Journal of the Association for Information Systems,Generating Effective Recommendations Using Viewing-Time Weighted Preferences for Attributes,2014,15,8,,http://aisel.aisnet.org/jais/vol15/iss8/2,,,https://dblp.org/rec/journals/jais/ParsonsR14
000371,article,,"Sandberg, Johan and Mathiassen, Lars and Napier, Nannette P.",Journal of the Association for Information Systems,Digital Options Theory for IT Capability Investment,2014,15,7,,http://aisel.aisnet.org/jais/vol15/iss7/1,,,https://dblp.org/rec/journals/jais/SandbergMN14
000372,article,,"Silsand, Line and Ellingsen, Gunnar",Journal of the Association for Information Systems,Generification by Translation - Designing Generic Systems in Context of the Local,2014,15,4,,http://aisel.aisnet.org/jais/vol15/iss4/3,,,https://dblp.org/rec/journals/jais/SilsandE14
000373,article,,"Strong, Diane M. and Volkoff, Olga and Johnson, Sharon A. and Pelletier, Lori and Tulu, Bengisu and Bar-On, Isa and Trudel, John and Garber, Lawrence",Journal of the Association for Information Systems,A Theory of Organization-EHR Affordance Actualization,2014,15,2,,http://aisel.aisnet.org/jais/vol15/iss2/2,,,https://dblp.org/rec/journals/jais/StrongVJPTBTG14
000374,article,,"Tams, Stefan and Hill, Kevin and de Guinea, Ana Ortiz and Thatcher, Jason Bennett and Grover, Varun",Journal of the Association for Information Systems,NeuroIS - Alternative or Complement to Existing Methods? Illustrating the Holistic Effects of Neuroscience and Self-Reported Data in the Context of Technostress Research,2014,15,10,,http://aisel.aisnet.org/jais/vol15/iss10/1,,,https://dblp.org/rec/journals/jais/TamsHGTG14
000375,article,,"Vance, Anthony and Anderson, Bonnie Brinton and Kirwan, C. Brock and Eargle, David",Journal of the Association for Information Systems,Using Measures of Risk Perception to Predict Information Security Behavior - Insights from Electroencephalography (EEG),2014,15,10,,http://aisel.aisnet.org/jais/vol15/iss10/2,,,https://dblp.org/rec/journals/jais/VanceAKE14
000376,article,,"Arbore, Alessandro and Soscia, Isabella and Bagozzi, Richard P.",Journal of the Association for Information Systems,The Role of Signaling Identity in the Adoption of Personal Technologies,2014,15,2,,http://aisel.aisnet.org/jais/vol15/iss2/1,,,https://dblp.org/rec/journals/jais/ArboreSB14
000377,article,,"Bagayogo, Fatou Farima and Lapointe, Liette and Bassellier, Geneviève",Journal of the Association for Information Systems,Enhanced Use of IT - A New Perspective on Post-Adoption,2014,15,7,,http://aisel.aisnet.org/jais/vol15/iss7/3,,,https://dblp.org/rec/journals/jais/BagayogoLB14
000378,article,,"Eseryel, U. Yeliz",Journal of the Association for Information Systems,IT-Enabled Knowledge Creation for Open Innovation,2014,15,11,,http://aisel.aisnet.org/jais/vol15/iss11/1,,,https://dblp.org/rec/journals/jais/Eseryel14
000379,article,,"Gregor, Shirley and Klein, Gary",Journal of the Association for Information Systems,Eight Obstacles to Overcome in the Theory Testing Genre,2014,15,11,,http://aisel.aisnet.org/jais/vol15/iss11/5,,,https://dblp.org/rec/journals/jais/GregorK14
000380,article,,"Klecun, Ela and Lichtner, Valentina and Cornford, Tony and Petrakaki, Dimitra I.",Journal of the Association for Information Systems,Evaluation as a Multi-Ontological Endeavour - A Case from the English National Program for IT in Healthcare,2014,15,3,,http://aisel.aisnet.org/jais/vol15/iss3/1,,,https://dblp.org/rec/journals/jais/KlecunLCP14
000381,article,,"Riedl, René and Davis, Fred D. and Hevner, Alan R.",Journal of the Association for Information Systems,"Towards a NeuroIS Research Methodology - Intensifying the Discussion on Methods, Tools, and Measurement",2014,15,10,,http://aisel.aisnet.org/jais/vol15/iss10/4,,,https://dblp.org/rec/journals/jais/RiedlDH14
000382,article,,"Rosenkranz, Christoph and Vranesic, Helena and Holten, Roland",Journal of the Association for Information Systems,Boundary Interactions and Motors of Change in Requirements Elicitation - A Dynamic Perspective on Knowledge Sharing,2014,15,6,,http://aisel.aisnet.org/jais/vol15/iss6/2,,,https://dblp.org/rec/journals/jais/RosenkranzVH14
000383,article,,"Schlagwein, Daniel and Bjørn-Andersen, Niels",Journal of the Association for Information Systems,Organizational Learning with Crowdsourcing - The Revelatory Case of LEGO,2014,15,11,,http://aisel.aisnet.org/jais/vol15/iss11/3,,,https://dblp.org/rec/journals/jais/SchlagweinB14
000384,article,,"Sherer, Susan A.",Journal of the Association for Information Systems,Advocating for Action Design Research on IT Value Creation in Healthcare,2014,15,12,,http://aisel.aisnet.org/jais/vol15/iss12/2,,,https://dblp.org/rec/journals/jais/Sherer14
000385,article,,"Wang, Chingning and Kaarst-Brown, Michelle L.",Journal of the Association for Information Systems,The IT Compensation Challenge - Theorizing the Balance Among Multi-Level Internal and External Uncertainties,2014,15,3,,http://aisel.aisnet.org/jais/vol15/iss3/2,,,https://dblp.org/rec/journals/jais/WangK14
000386,article,,"Wang, Weiquan and Zhao, Yi and Qiu, Lingyun and Zhu, Yan",Journal of the Association for Information Systems,Effects of Emoticons on the Acceptance of Negative Feedback in Computer-Mediated Communication,2014,15,8,,http://aisel.aisnet.org/jais/vol15/iss8/3,,,https://dblp.org/rec/journals/jais/WangZQ014
000387,article,,"Gallivan, Michael and Ahuja, Manju",Journal of the Association for Information Systems,"Co-authorship, Homophily, and Scholarly Influence in Information Systems Research",2015,16,12,,http://aisel.aisnet.org/jais/vol16/iss12/2,,,https://dblp.org/rec/journals/jais/GallivanA15
000388,article,,"Lowry, Paul Benjamin and Gaskin, James Eric and Moody, Gregory D.",Journal of the Association for Information Systems,Proposing the Multimotive Information Systems Continuance Model (MISC) to Better Explain End-User System Evaluations and Continuance Intentions,2015,16,7,,http://aisel.aisnet.org/jais/vol16/iss7/3,,,https://dblp.org/rec/journals/jais/LowryGM15
000389,article,,"Rodon, Juan and Silva, Leiser",Journal of the Association for Information Systems,Exploring the Formation of a Healthcare Information Infrastructure - Hierarchy or Meshwork?,2015,16,5,,http://aisel.aisnet.org/jais/vol16/iss5/1,,,https://dblp.org/rec/journals/jais/RodonS15
000390,article,,"Díaz-Andrade, Antonio and Urquhart, Cathy and Arthanari, Tiru S.",Journal of the Association for Information Systems,Seeing for Understanding - Unlocking the Potential of Visual Research in Information Systems,2015,16,8,,http://aisel.aisnet.org/jais/vol16/iss8/3,,,https://dblp.org/rec/journals/jais/Diaz-AndradeUA15
000391,article,,"Galluch, Pamela S. and Grover, Varun and Thatcher, Jason Bennett",Journal of the Association for Information Systems,Interrupting the Workplace - Examining Stressors in an Information Technology Context,2015,16,1,,http://aisel.aisnet.org/jais/vol16/iss1/2,,,https://dblp.org/rec/journals/jais/GalluchGT15
000392,article,,"Alter, Steven",Journal of the Association for Information Systems,Work System Theory as a Platform - Response to a Research Perspective Article by Niederman and March,2015,16,6,,http://aisel.aisnet.org/jais/vol16/iss6/1,,,https://dblp.org/rec/journals/jais/Alter15
000393,article,,"Cranefield, Jocelyn and Yoong, Pak and Huff, Sid L.",Journal of the Association for Information Systems,Rethinking Lurking - Invisible Leading and Following in a Knowledge Transfer Ecosystem,2015,16,4,,http://aisel.aisnet.org/jais/vol16/iss4/3,,,https://dblp.org/rec/journals/jais/CranefieldYH15
000394,article,,"Dinger, Michael and Thatcher, Jason Bennett and Treadway, Darren C. and Stepina, Lee P. and Breland, Jacob W.",Journal of the Association for Information Systems,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,2015,16,4,,http://aisel.aisnet.org/jais/vol16/iss4/1,,,https://dblp.org/rec/journals/jais/DingerTTSB15
000395,article,,"Goh, Khim-Yong and Tan, Chuan-Hoo and Teo, Hock-Hai",Journal of the Association for Information Systems,Stated Choice Analysis of Conditional Purchase and Information Cue Effects in Online Group Purchase,2015,16,9,,http://aisel.aisnet.org/jais/vol16/iss9/4,,,https://dblp.org/rec/journals/jais/GohTT15
000396,article,,"Kuan, Kevin K. Y. and Hui, Kai Lung and Prasarnphanich, Pattarawan and Lai, Hok-Yin",Journal of the Association for Information Systems,What Makes a Review Voted? An Empirical Investigation of Review Voting in Online Review Systems,2015,16,1,,http://aisel.aisnet.org/jais/vol16/iss1/1,,,https://dblp.org/rec/journals/jais/KuanHPL15
000397,article,,"Lankton, Nancy K. and McKnight, D. Harrison and Tripp, John",Journal of the Association for Information Systems,"Technology, Humanness, and Trust - Rethinking Trust in Technology",2015,16,10,,http://aisel.aisnet.org/jais/vol16/iss10/1,,,https://dblp.org/rec/journals/jais/LanktonMT15
000398,article,,"Li, Seth Siyuan and Karahanna, Elena",Journal of the Association for Information Systems,Online Recommendation Systems in a B2C E-Commerce Context - A Review and Future Directions,2015,16,2,,http://aisel.aisnet.org/jais/vol16/iss2/2,,,https://dblp.org/rec/journals/jais/LiK15
000399,article,,"Meth, Hendrik and Müller, Benjamin and Maedche, Alexander",Journal of the Association for Information Systems,Designing a Requirement Mining System,2015,16,9,,http://aisel.aisnet.org/jais/vol16/iss9/2,,,https://dblp.org/rec/journals/jais/MethMM15
000400,article,,"Windeler, Jaime B. and Maruping, Likoebe M. and Robert Jr., Lionel P. and Riemenschneider, Cynthia K.",Journal of the Association for Information Systems,"E-profiles, Conflict, and Shared Understanding in Distributed Teams",2015,16,7,,http://aisel.aisnet.org/jais/vol16/iss7/1,,,https://dblp.org/rec/journals/jais/WindelerMRR15
000401,article,,"Benlian, Alexander",Journal of the Association for Information Systems,IT Feature Use over Time and its Impact on Individual Task Performance,2015,16,3,,http://aisel.aisnet.org/jais/vol16/iss3/2,,,https://dblp.org/rec/journals/jais/Benlian15
000402,article,,"Bock, Gee-Woo and Ahuja, Manju K. and Suh, Ayoung and Yap, Lee Xian",Journal of the Association for Information Systems,Sustainability of a Virtual Community - Integrating Individual and Structural Dynamics,2015,16,6,,http://aisel.aisnet.org/jais/vol16/iss6/3,,,https://dblp.org/rec/journals/jais/BockASY15
000403,article,,"Chiu, Chao-Min and Fang, Yu-Hui and Wang, Eric T. G.",Journal of the Association for Information Systems,Building Community Citizenship Behaviors - The Relative Role of Attachment and Satisfaction,2015,16,11,,http://aisel.aisnet.org/jais/vol16/iss11/1,,,https://dblp.org/rec/journals/jais/ChiuFW15
000404,article,,"Choi, Namjoo and Chengalur-Smith, InduShobha N. and Nevo, Saggi",Journal of the Association for Information Systems,"Loyalty, Ideology, and Identification - An Empirical Study of the Attitudes and Behaviors of Passive Users of Open Source Software",2015,16,8,,http://aisel.aisnet.org/jais/vol16/iss8/2,,,https://dblp.org/rec/journals/jais/ChoiCN15
000405,article,,"Grgecic, Daniel and Holten, Roland and Rosenkranz, Christoph",Journal of the Association for Information Systems,The Impact of Functional Affordances and Symbolic Expressions on the Formation of Beliefs,2015,16,7,,http://aisel.aisnet.org/jais/vol16/iss7/2,,,https://dblp.org/rec/journals/jais/GrgecicHR15
000406,article,,"Lang, Karl Reiner and Shang, Richard D. and Vragov, Roumen",Journal of the Association for Information Systems,Consumer Co-creation of Digital Culture Products - Business Threat or New Opportunity?,2015,16,9,,http://aisel.aisnet.org/jais/vol16/iss9/3,,,https://dblp.org/rec/journals/jais/LangSV15
000407,article,,"Liu, Gloria H. W. and Wang, Eric T. G. and Chua, Cecil Eng Huang",Journal of the Association for Information Systems,"Leveraging Social Capital to Obtain Top Management Support in Complex, Cross-Functional IT Projects",2015,16,8,,http://aisel.aisnet.org/jais/vol16/iss8/1,,,https://dblp.org/rec/journals/jais/LiuWC15
000408,article,,"Mandviwalla, Munir",Journal of the Association for Information Systems,Generating and Justifying Design Theory,2015,16,5,,http://aisel.aisnet.org/jais/vol16/iss5/3,,,https://dblp.org/rec/journals/jais/Mandviwalla15
000409,article,,"Mindel, Vitali and Mathiassen, Lars",Journal of the Association for Information Systems,Contextualist Inquiry into IT-enabled Hospital Revenue Cycle Management - Bridging Research and Practice,2015,16,12,,http://aisel.aisnet.org/jais/vol16/iss12/1,,,https://dblp.org/rec/journals/jais/MindelM15
000410,article,,"Sarker, Suprateek and Agarwal, Ritu and Góes, Paulo B. and Gregor, Shirley and Henfridsson, Ola and Saunders, Carol S. and Tan, Bernard C. Y.",Journal of the Association for Information Systems,Roles and Responsibilities of a Senior Editor,2015,16,9,,http://aisel.aisnet.org/jais/vol16/iss9/1,,,https://dblp.org/rec/journals/jais/SarkerAGGHST15
000411,article,,"Soffer, Pnina and Wand, Yair and Kaner, Maya",Journal of the Association for Information Systems,Conceptualizing Routing Decisions in Business Processes - Theoretical Analysis and Empirical Testing,2015,16,5,,http://aisel.aisnet.org/jais/vol16/iss5/2,,,https://dblp.org/rec/journals/jais/SofferWK15
000412,article,,"Tan, Barney and Pan, Shan Ling and Lu, Xianghua and Huang, Lihua",Journal of the Association for Information Systems,The Role of IS Capabilities in the Development of Multi-Sided Platforms - The Digital Ecosystem Strategy of Alibaba.com,2015,16,4,,http://aisel.aisnet.org/jais/vol16/iss4/2,,,https://dblp.org/rec/journals/jais/TanPLH15
000413,article,,"Teubner, Timm and Adam, Marc Thomas Philipp and Riordan, Ryan",Journal of the Association for Information Systems,"The Impact of Computerized Agents on Immediate Emotions, Overall Arousal and Bidding Behavior in Electronic Auctions",2015,16,10,,http://aisel.aisnet.org/jais/vol16/iss10/2,,,https://dblp.org/rec/journals/jais/TeubnerAR15
000414,article,,"Verhagen, Tibert and van den Hooff, Bart and Meents, Selmar",Journal of the Association for Information Systems,Toward a Better Use of the Semantic Differential in IS Research - An Integrative Framework of Suggested Action,2015,16,2,,http://aisel.aisnet.org/jais/vol16/iss2/1,,,https://dblp.org/rec/journals/jais/VerhagenHM15
000415,article,,"Yang, Xue and Tong, Yu and Teo, Hock-Hai",Journal of the Association for Information Systems,Fostering Fast-response Spontaneous Virtual Team - Effects of Member Skill Awareness and Shared Governance on Team Cohesion and Outcomes,2015,16,11,,http://aisel.aisnet.org/jais/vol16/iss11/2,,,https://dblp.org/rec/journals/jais/YangTT15
000416,article,,"Zahedi, Fatemeh ""Mariam"" and Abbasi, Ahmed and Chen, Yan",Journal of the Association for Information Systems,Fake-Website Detection Tools - Identifying Elements that Promote Individuals' Use and Enhance Their Performance,2015,16,6,,http://aisel.aisnet.org/jais/vol16/iss6/2,,,https://dblp.org/rec/journals/jais/ZahediAC15
000417,article,,"Cram, W. Alec and Brohman, Kathryn and Gallupe, R. Brent",Journal of the Association for Information Systems,Information Systems Control - A Review and Framework for Emerging Information Systems Processes,2016,17,4,,http://aisel.aisnet.org/jais/vol17/iss4/2,,,https://dblp.org/rec/journals/jais/CramBG16
000418,article,,"Cuellar, Michael J. and Takeda, Hirotoshi and Vidgen, Richard T. and Truex, Duane",Journal of the Association for Information Systems,"Ideational Influence, Connectedness, and Venue Representation - Making an Assessment of Scholarly Capital",2016,17,1,,http://aisel.aisnet.org/jais/vol17/iss1/3,,,https://dblp.org/rec/journals/jais/CuellarTVT16a
000419,article,,"Abbasi, Ahmed and Sarker, Suprateek and Chiang, Roger H. L.",Journal of the Association for Information Systems,Big Data Research in Information Systems - Toward an Inclusive Research Agenda,2016,17,2,,http://aisel.aisnet.org/jais/vol17/iss2/3,,,https://dblp.org/rec/journals/jais/AbbasiSC16
000420,article,,"Crowston, Kevin",Journal of the Association for Information Systems,"Response to ""Ideational Influence, Connectedness, and Venue Representation - Making an Assessment of Scholarly Capital""",2016,17,1,,http://aisel.aisnet.org/jais/vol17/iss1/2,,,https://dblp.org/rec/journals/jais/Crowston16
000421,article,,"Cuellar, Michael J. and Takeda, Hirotoshi and Vidgen, Richard T. and Truex, Duane",Journal of the Association for Information Systems,"Rejoinder to the Response to ""The Scholarly Capital Model""",2016,17,1,,http://aisel.aisnet.org/jais/vol17/iss1/1,,,https://dblp.org/rec/journals/jais/CuellarTVT16
000422,article,,"Dawson, Gregory S. and Watson, Richard T. and Boudreau, Marie-Claude and Pitt, Leyland F.",Journal of the Association for Information Systems,A Knowledge-centric Examination of Signaling and Screening Activities in the Negotiation for Information Systems Consulting Services,2016,17,2,,http://aisel.aisnet.org/jais/vol17/iss2/2,,,https://dblp.org/rec/journals/jais/DawsonWBP16
000423,article,,"Fridgen, Gilbert and Häfner, Lukas and König, Christian and Sachs, Thomas",Journal of the Association for Information Systems,Providing Utility to Utilities - The Value of Information Systems Enabled Flexibility in Electricity Consumption,2016,17,8,,http://aisel.aisnet.org/jais/vol17/iss8/1,,,https://dblp.org/rec/journals/jais/FridgenHKS16
000424,article,,"Gholami, Roya and Watson, Richard T. and Hasan, Helen and Molla, Alemayehu and Bjørn-Andersen, Niels",Journal of the Association for Information Systems,Information Systems Solutions for Environmental Sustainability - How Can We Do More?,2016,17,8,,http://aisel.aisnet.org/jais/vol17/iss8/2,,,https://dblp.org/rec/journals/jais/GholamiWHMB16
000425,article,,"Luo, Jifeng and Fan, Ming and Zhang, Han",Journal of the Association for Information Systems,"Information Technology, Cross-Channel Capabilities, and Managerial Actions - Evidence from the Apparel Industry",2016,17,5,,http://aisel.aisnet.org/jais/vol17/iss5/2,,,https://dblp.org/rec/journals/jais/LuoFZ16
000426,article,,"Pouloudi, Nancy and Currie, Wendy and Whitley, Edgar A.",Journal of the Association for Information Systems,Entangled Stakeholder Roles and Perceptions in Health Information Systems - A Longitudinal Study of the U.K. NHS N3 Network,2016,17,2,,http://aisel.aisnet.org/jais/vol17/iss2/1,,,https://dblp.org/rec/journals/jais/PouloudiCW16
000427,article,,"Young, Brett W. and Mathiassen, Lars and Davidson, Elizabeth J.",Journal of the Association for Information Systems,Inconsistent and Incongruent Frames During IT-enabled Change - An Action Research Study into Sales Process Innovation,2016,17,7,,http://aisel.aisnet.org/jais/vol17/iss7/1,,,https://dblp.org/rec/journals/jais/YoungMD16
000428,article,,"Deng, Xuefei and Joshi, K. D.",Journal of the Association for Information Systems,Why Individuals Participate in Micro-task Crowdsourcing Work Environment - Revealing Crowdworkers' Perceptions,2016,17,10,,http://aisel.aisnet.org/jais/vol17/iss10/3,,,https://dblp.org/rec/journals/jais/DengJ16
000429,article,,"Gaskin, James Eric and Lowry, Paul Benjamin and Hull, David M.",Journal of the Association for Information Systems,Leveraging Multimedia to Advance Science by Disseminating a Greater Variety of Scholarly Contributions in More Accessible Formats,2016,17,6,,http://aisel.aisnet.org/jais/vol17/iss6/1,,,https://dblp.org/rec/journals/jais/GaskinLH16
000430,article,,"Gleasure, Rob and Feller, Joseph",Journal of the Association for Information Systems,A Rift in the Ground - Theorizing the Evolution of Anchor Values in Crowdfunding Communities through the Oculus Rift Case Study,2016,17,10,,http://aisel.aisnet.org/jais/vol17/iss10/1,,,https://dblp.org/rec/journals/jais/GleasureF16
000431,article,,"John, Blooma Mohan and Chua, Alton Y. K. and Goh, Dion Hoe-Lian and Wickramasinghe, Nilmini",Journal of the Association for Information Systems,Graph-based Cluster Analysis to Identify Similar Questions - A Design Science Approach,2016,17,9,,http://aisel.aisnet.org/jais/vol17/iss9/2,,,https://dblp.org/rec/journals/jais/JohnCGW16
000432,article,,"Tallon, Paul P. and Queiroz, Magno and Coltman, Timothy R. and Sharma, Rajeev",Journal of the Association for Information Systems,"Business Process and Information Technology Alignment - Construct Conceptualization, Empirical Illustration, and Directions for Future Research",2016,17,9,,http://aisel.aisnet.org/jais/vol17/iss9/3,,,https://dblp.org/rec/journals/jais/TallonQCS16
000433,article,,"Tripp, John F. and Riemenschneider, Cynthia K. and Thatcher, Jason Bennett",Journal of the Association for Information Systems,Job Satisfaction in Agile Development Teams - Agile Development as Work Redesign,2016,17,4,,http://aisel.aisnet.org/jais/vol17/iss4/1,,,https://dblp.org/rec/journals/jais/TrippRT16
000434,article,,"Venkatesh, Viswanath and Thong, James Y. L. and Xu, Xin",Journal of the Association for Information Systems,Unified Theory of Acceptance and Use of Technology - A Synthesis and the Road Ahead,2016,17,5,,http://aisel.aisnet.org/jais/vol17/iss5/1,,,https://dblp.org/rec/journals/jais/VenkateshTX16
000435,article,,"Vijayasarathy, Leo R. and Casterella, Gretchen Irwin",Journal of the Association for Information Systems,The Effects of Information Request Language and Template Usage on Query Formulation,2016,17,10,,http://aisel.aisnet.org/jais/vol17/iss10/2,,,https://dblp.org/rec/journals/jais/VijayasarathyC16
000436,article,,"Vitharana, Padmal and Zahedi, Fatemeh and Jain, Hemant K.",Journal of the Association for Information Systems,Enhancing Analysts' Mental Models for Improving Requirements Elicitation - A Two-stage Theoretical Framework and Empirical Results,2016,17,12,,http://aisel.aisnet.org/jais/vol17/iss12/1,,,https://dblp.org/rec/journals/jais/VitharanaZJ16
000437,article,,"Wall, Jeffrey D. and Lowry, Paul Benjamin and Barlow, Jordan B.",Journal of the Association for Information Systems,Organizational Violations of Externally Governed Privacy and Security Rules - Explaining and Predicting Selective Violations under Conditions of Strain and Excess,2016,17,1,,http://aisel.aisnet.org/jais/vol17/iss1/4,,,https://dblp.org/rec/journals/jais/WallLB16
000438,article,,"Wang, Jingguo and Li, Yuan and Rao, H. Raghav",Journal of the Association for Information Systems,Overconfidence in Phishing Email Detection,2016,17,11,,http://aisel.aisnet.org/jais/vol17/iss11/1,,,https://dblp.org/rec/journals/jais/WangLR16
000439,article,,"Warkentin, Merrill and Walden, Eric A. and Johnston, Allen C. and Straub, Detmar W.",Journal of the Association for Information Systems,Neural Correlates of Protection Motivation for Secure IT Behaviors - An fMRI Examination,2016,17,3,,http://aisel.aisnet.org/jais/vol17/iss3/1,,,https://dblp.org/rec/journals/jais/WarkentinWJS16
000440,article,,"Brown, Susan A. and Fuller, Robert M. and Thatcher, Sherry M. B.",Journal of the Association for Information Systems,Impression Formation and Durability in Mediated Communication,2016,17,9,,http://aisel.aisnet.org/jais/vol17/iss9/1,,,https://dblp.org/rec/journals/jais/BrownFT16
000441,article,,"Dennis, Alan R. and Minas, Randall K. and Lockwood, Nicholas S.",Journal of the Association for Information Systems,"Mapping the Corporate Blogosphere - Linking Audience, Content, and Management to Blog Visibility",2016,17,3,,http://aisel.aisnet.org/jais/vol17/iss3/2,,,https://dblp.org/rec/journals/jais/DennisML16
000442,article,,"Hong, Yili and Huang, Ni and Burtch, Gordon and Li, Chunxiao",Journal of the Association for Information Systems,"Culture, Conformity, and Emotional Suppression in Online Reviews",2016,17,11,,http://aisel.aisnet.org/jais/vol17/iss11/2,,,https://dblp.org/rec/journals/jais/HongHBL16
000443,article,,"Khatri, Vijay and Vessey, Iris",Journal of the Association for Information Systems,Understanding the Role of IS and Application Domain Knowledge on Conceptual Schema Problem Solving - A Verbal Protocol Study,2016,17,12,,http://aisel.aisnet.org/jais/vol17/iss12/2,,,https://dblp.org/rec/journals/jais/KhatriV16
000444,article,,"Sun, Heshan and Fang, Yulin and Zou, Haiyun",Journal of the Association for Information Systems,Choosing a Fit Technology - Understanding Mindfulness in Technology Adoption and Continuance,2016,17,6,,http://aisel.aisnet.org/jais/vol17/iss6/2,,,https://dblp.org/rec/journals/jais/SunFZ16
000445,article,,"Venkatesh, Viswanath and Brown, Susan A. and Sullivan, Yulia W.",Journal of the Association for Information Systems,Guidelines for Conducting Mixed-methods Research - An Extension and Illustration,2016,17,7,,http://aisel.aisnet.org/jais/vol17/iss7/2,,,https://dblp.org/rec/journals/jais/VenkateshBS16
000446,article,,"Lee, Younghwa Gabe and Chen, Andrew N. K. and Hess, Traci J.",Journal of the Association for Information Systems,The Online Waiting Experience - Using Temporal Information and Distractors to Make Online Waits Feel Shorter,2017,18,3,,http://aisel.aisnet.org/jais/vol18/iss3/1,,,https://dblp.org/rec/journals/jais/LeeCH17
000447,article,,"Lyytinen, Kalle and Grover, Varun",Journal of the Association for Information Systems,Management Misinformation Systems - A Time to Revisit?,2017,18,3,,http://aisel.aisnet.org/jais/vol18/iss3/2,,,https://dblp.org/rec/journals/jais/LyytinenG17
000448,article,,"Rehm, Sven-Volker and Goel, Lakshmi and Junglas, Iris A.",Journal of the Association for Information Systems,Using Information Systems in Innovation Networks - Uncovering Network Resources,2017,18,8,,http://aisel.aisnet.org/jais/vol18/iss8/2,,,https://dblp.org/rec/journals/jais/RehmGJ17
000449,article,,"Bernardi, Roberta",Journal of the Association for Information Systems,Health Information Systems and Accountability in Kenya - A Structuration Theory Perspective,2017,18,12,,http://aisel.aisnet.org/jais/vol18/iss12/1,,,https://dblp.org/rec/journals/jais/Bernardi17
