ID,ENTRYTYPE,author,journal,title,year,volume,number,url,dblp_key,doi,pages,file,grobid-version,note,abstract,language
000098,article,"Clarke, Roger",Journal of the Association for Information Systems,Plagiarism by Academics - More Complex Than It Seems,2006,7,1,http://aisel.aisnet.org/jais/vol7/iss1/5,https://dblp.org/rec/journals/jais/Clarke06,,,,,,,
000099,article,"Crenshaw, Edward M. and Robison, Kristopher K.",Journal of the Association for Information Systems,Jump-Starting the Internet Revolution - How Structural Conduciveness and Global Connections Help Diffuse the Internet,2006,7,1,http://aisel.aisnet.org/jais/vol7/iss1/3,https://dblp.org/rec/journals/jais/CrenshawR06,,,,,,,
000100,article,"Davis, Gordon B. and Ein-Dor, Phillip and King, William R. and Torkzadeh, Reza",Journal of the Association for Information Systems,"IT OFFSHORING - History, Prospects and Challenges",2006,7,11,http://aisel.aisnet.org/jais/vol7/iss11/32,https://dblp.org/rec/journals/jais/DavisEKT06,,,,,,,
000101,article,"Hadar, Irit and Soffer, Pnina",Journal of the Association for Information Systems,Variations in Conceptual Modeling - Classification and Ontological Analysis,2006,7,8,http://aisel.aisnet.org/jais/vol7/iss8/20,https://dblp.org/rec/journals/jais/HadarS06,,,,,,,
000102,article,"Hirschheim, Rudy",Journal of the Association for Information Systems,Special Research Perspectives Issue on the IS Core/Identity Debate,2006,7,10,http://aisel.aisnet.org/jais/vol7/iss10/29,https://dblp.org/rec/journals/jais/Hirschheim06,,,,,,,
000103,article,"Mason, Richard O.",Journal of the Association for Information Systems,Comments on the Weber commentary and Lyytinen/King response,2006,7,10,http://aisel.aisnet.org/jais/vol7/iss10/26,https://dblp.org/rec/journals/jais/Mason06,,,,,,,
000104,article,"Siponen, Mikko T.",Journal of the Association for Information Systems,Six Design Theories for IS Security Policies and Guidelines,2006,7,7,http://aisel.aisnet.org/jais/vol7/iss7/19,https://dblp.org/rec/journals/jais/Siponen06,,,,,,,
000105,article,"Sun, Heshan and Zhang, Ping",Journal of the Association for Information Systems,Causal Relationships between Perceived Enjoyment and Perceived Ease of Use - An Alternative Approach,2006,7,9,http://aisel.aisnet.org/jais/vol7/iss9/24,https://dblp.org/rec/journals/jais/SunZ06,,,,,,,
000106,article,"Tan, Chengxun and Kien, Sia Siew",Journal of the Association for Information Systems,Managing Flexibility in Outsourcing,2006,7,4,http://aisel.aisnet.org/jais/vol7/iss4/10,https://dblp.org/rec/journals/jais/TanS06,,,,,,,
000107,article,"Wade, Michael R. and Biehl, Markus and Kim, Henry M.",Journal of the Association for Information Systems,"If the Tree of IS Knowledge Falls in a Forest, Will Anyone Hear? - A Commentary on Grover et al",2006,7,5,http://aisel.aisnet.org/jais/vol7/iss5/12,https://dblp.org/rec/journals/jais/WadeBK06,,,,,,,
000108,article,"Weber, Ron",Journal of the Association for Information Systems,Reach and Grasp in the Debate over the IS Core - An Empty Hand?,2006,7,10,http://aisel.aisnet.org/jais/vol7/iss10/28,https://dblp.org/rec/journals/jais/Weber06,,,,,,,
000109,article,,Journal of the Association for Information Systems,The Value of Scientometric Studies - An Introduction to a Debate on IS as a Reference Discipline,2006,7,5,http://aisel.aisnet.org/jais/vol7/iss5/15,https://dblp.org/rec/journals/jais/X06,,,,,,,
000110,article,"Fonseca, Frederico T. and Martin, James E.",Journal of the Association for Information Systems,Learning The Differences Between Ontologies and Conceptual Schemas Through Ontology-Driven Information Systems,2007,8,2,http://aisel.aisnet.org/jais/vol8/iss2/4,https://dblp.org/rec/journals/jais/FonsecaM07,,,,,,,
000111,article,"Lucas Jr., Henry C. and Swanson, E. Burton and Zmud, Robert W.",Journal of the Association for Information Systems,"Implementation, Innovation, and Related Themes Over The Years In Information Systems Research",2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/17,https://dblp.org/rec/journals/jais/LucasSZ07,,,,,,,
000112,article,"Porra, Jaana and Hirschheim, Rudy",Journal of the Association for Information Systems,Enid Mumford¡¯s Contribution to Information Systems Theory and Theoretical Thinking - Introduction to the Special Issue,2007,8,9,http://aisel.aisnet.org/jais/vol8/iss9/30,https://dblp.org/rec/journals/jais/PorraH07a,,,,,,,
000113,article,"Kishore, Rajiv",Journal of the Association for Information Systems,Editorial Preface - JAIS Special Issue on Ontologies in the Context of Information Systems,2007,8,2,http://aisel.aisnet.org/jais/vol8/iss2/7,https://dblp.org/rec/journals/jais/Kishore07,,,,,,,
000114,article,"Mark, Gloria and Lyytinen, Kalle and Bergman, Mark",Journal of the Association for Information Systems,Boundary Objects in Design - An Ecological View of Design Artifacts,2007,8,11,http://aisel.aisnet.org/jais/vol8/iss11/34,https://dblp.org/rec/journals/jais/MarkLB07,,,,,,,
000115,article,"Xu, Jennifer Jie and Wang, G. Alan and Li, Jiexun and Chau, Michael",Journal of the Association for Information Systems,Complex Problem Solving - Identity Matching Based on Social Contextual Information,2007,8,10,http://aisel.aisnet.org/jais/vol8/iss10/31,https://dblp.org/rec/journals/jais/XuWLC07,,,,,,,
000116,article,"Hardin, Andrew M. and Chang, Jerry Cha-Jan and Fuller, Mark A.",Journal of the Association for Information Systems,"Formative vs. Reflective Measurement - Comment on Marakas, Johnson, and Clay (2007)",2008,9,9,http://aisel.aisnet.org/jais/vol9/iss9/3,https://dblp.org/rec/journals/jais/HardinCF08a,,,,,,,
000117,article,"Choi, Hun and Lee, Minkyung and Im, Kun Shin and Kim, Jinwoo",Journal of the Association for Information Systems,Contribution to Quality of Life - A New Outcome Variable for Mobile Data Service,2007,8,12,http://aisel.aisnet.org/jais/vol8/iss12/36,https://dblp.org/rec/journals/jais/ChoiLIK07,,,,,,,
000118,article,"Dinev, Tamara and Hu, Qing",Journal of the Association for Information Systems,The Centrality of Awareness in the Formation of User Behavioral Intention toward Protective Information Technologies,2007,8,7,http://aisel.aisnet.org/jais/vol8/iss7/23,https://dblp.org/rec/journals/jais/DinevH07,,,,,,,
000119,article,"Jones, David and Gregor, Shirley",Journal of the Association for Information Systems,The Anatomy of a Design Theory,2007,8,5,http://aisel.aisnet.org/jais/vol8/iss5/19,https://dblp.org/rec/journals/jais/JonesG07,,,,,,,
000120,article,"Marakas, George M. and Johnson, Richard D. and Clay, Paul F.",Journal of the Association for Information Systems,"The Evolving Nature of the Computer Self-Efficacy Construct - An Empirical Investigation of Measurement Construction, Validity, Reliability and Stability Over Time",2007,8,1,http://aisel.aisnet.org/jais/vol8/iss1/2,https://dblp.org/rec/journals/jais/MarakasJC07,,,,,,,
000121,article,"Neumann, Seev and Fink, Lior",Journal of the Association for Information Systems,Gaining Agility through IT Personnel Capabilities - The Mediating Role of IT Infrastructure Capabilities,2007,8,8,http://aisel.aisnet.org/jais/vol8/iss8/25,https://dblp.org/rec/journals/jais/NeumannF07,,,,,,,
000122,article,"Porra, Jaana and Hirschheim, Rudy",Journal of the Association for Information Systems,A Lifetime of Theory and Action on the Ethical Use of Computers - A Dialogue with Enid Mumford,2007,8,9,http://aisel.aisnet.org/jais/vol8/iss9/29,https://dblp.org/rec/journals/jais/PorraH07,,,,,,,
000123,article,"Straub, Detmar W. and Burton-Jones, Andrew",Journal of the Association for Information Systems,"Veni, Vidi, Vici - Breaking the TAM Logjam",2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/14,https://dblp.org/rec/journals/jais/StraubB07,,,,,,,
000124,article,"Bagozzi, Richard P.",Journal of the Association for Information Systems,The Legacy of the Technology Acceptance Model and a Proposal for a Paradigm Shift,2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/12,https://dblp.org/rec/journals/jais/Bagozzi07,,,,,,,
000125,article,"Benbasat, Izak and Barki, Henri",Journal of the Association for Information Systems,Quo vadis TAM?,2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/16,https://dblp.org/rec/journals/jais/BenbasatB07,,,,,,,
000126,article,"Datta, Pratim",Journal of the Association for Information Systems,An Agent-Mediated Knowledge-in-Motion Model,2007,8,5,http://aisel.aisnet.org/jais/vol8/iss5/20,https://dblp.org/rec/journals/jais/Datta07,,,,,,,
000127,article,"Dickey, Michael H. and Burnett, Gary and Chudoba, Katherine M. and Kazmer, Michelle M.",Journal of the Association for Information Systems,Do You Read Me? Perspective Making and Perspective Taking in Chat Communities,2007,8,1,http://aisel.aisnet.org/jais/vol8/iss1/3,https://dblp.org/rec/journals/jais/DickeyBCK07,,,,,,,
000128,article,"Germonprez, Matt and Hovorka, Dirk S. and Collopy, Fred L.",Journal of the Association for Information Systems,A Theory of Tailorable Technology Design,2007,8,6,http://aisel.aisnet.org/jais/vol8/iss6/21,https://dblp.org/rec/journals/jais/GermonprezHC07,,,,,,,
000129,article,"Goodhue, Dale",Journal of the Association for Information Systems,"Comment on Benbasat and Barki's ""Quo Vadis TAM"" article",2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/15,https://dblp.org/rec/journals/jais/Goodhue07,,,,,,,
000130,article,"Higgins, Christopher A. and Compeau, Deborah and Meister, Darren B.",Journal of the Association for Information Systems,From Prediction to Explanation - Reconceptualizing and Extending the Perceived Characteristics of Innovating,2007,8,8,http://aisel.aisnet.org/jais/vol8/iss8/26,https://dblp.org/rec/journals/jais/HigginsCM07,,,,,,,
000131,article,"Hilton, Thomas and Lo, Bruce Wai Ning",Journal of the Association for Information Systems,IS accreditation in AACSB colleges via ABET,2007,8,1,http://aisel.aisnet.org/jais/vol8/iss1/1,https://dblp.org/rec/journals/jais/HiltonL07,,,,,,,
000132,article,"Hirschheim, Rudy",Journal of the Association for Information Systems,"Introduction to the Special Issue on ""Quo Vadis TAM - Issues and Reflections on Technology Acceptance Research""",2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/18,https://dblp.org/rec/journals/jais/Hirschheim07,,,,,,,
000133,article,"Kim, Henry M. and Fox, Mark S. and Sengupta, Arijit",Journal of the Association for Information Systems,How To Build Enterprise Data Models To Achieve Compliance To Standards Or Regulatory Requirements (and share data),2007,8,2,http://aisel.aisnet.org/jais/vol8/iss2/5,https://dblp.org/rec/journals/jais/KimFS07,,,,,,,
000134,article,"Lewis, Bruce R. and Templeton, Gary F. and Luo, Xin",Journal of the Association for Information Systems,A Scientometric Investigation into the Validity of IS Journal Quality Measures,2007,8,12,http://aisel.aisnet.org/jais/vol8/iss12/35,https://dblp.org/rec/journals/jais/LewisTL07,,,,,,,
000135,article,"Mehta, Manjari and Hirschheim, Rudy",Journal of the Association for Information Systems,Strategic Alignment In Mergers And Acquisitions - Theorizing IS Integration Decision making,2007,8,3,http://aisel.aisnet.org/jais/vol8/iss3/8,https://dblp.org/rec/journals/jais/MehtaH07,,,,,,,
000136,article,"Olphert, C. Wendy and Damodaran, Leela",Journal of the Association for Information Systems,Citizen Participation and engagement in the Design of e-Government Services - The Missing Link in Effective ICT Design and Delivery,2007,8,9,http://aisel.aisnet.org/jais/vol8/iss9/27,https://dblp.org/rec/journals/jais/OlphertD07,,,,,,,
000137,article,"Parameswaran, Manoj and Whinston, Andrew B.",Journal of the Association for Information Systems,Research Issues in Social computing,2007,8,6,http://aisel.aisnet.org/jais/vol8/iss6/22,https://dblp.org/rec/journals/jais/ParameswaranW07,,,,,,,
000138,article,"Schwarz, Andrew and Chin, Wynne W.",Journal of the Association for Information Systems,Looking Forward - Toward an Understanding of the Nature and Definition of IT Acceptance,2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/13,https://dblp.org/rec/journals/jais/SchwarzC07,,,,,,,
000139,article,"Silva, Leiser",Journal of the Association for Information Systems,Post-positivist Review of Technology Acceptance Model,2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/11,https://dblp.org/rec/journals/jais/Silva07,,,,,,,
000140,article,"Soffer, Pnina and Wand, Yair",Journal of the Association for Information Systems,Goal-Driven Multi-Process Analysis,2007,8,3,http://aisel.aisnet.org/jais/vol8/iss3/9,https://dblp.org/rec/journals/jais/SofferW07,,,,,,,
000141,article,"Stahl, Bernd Carsten",Journal of the Association for Information Systems,"ETHICS, Morality and Critique - An Essay on Enid Mumford¡¯s Socio-Technical Approach",2007,8,9,http://aisel.aisnet.org/jais/vol8/iss9/28,https://dblp.org/rec/journals/jais/Stahl07,,,,,,,
000142,article,"Tuunanen, Tuure and Rossi, Matti and Saarinen, Timo and Mathiassen, Lars",Journal of the Association for Information Systems,A Contigency Model for Requirements Development,2007,8,11,http://aisel.aisnet.org/jais/vol8/iss11/33,https://dblp.org/rec/journals/jais/TuunanenRSM07,,,,,,,
000143,article,"Venkatesh, Viswanath and Davis, Fred D. and Morris, Michael G.",Journal of the Association for Information Systems,"Dead Or Alive? The Development, Trajectory And Future Of Technology Adoption Research",2007,8,4,http://aisel.aisnet.org/jais/vol8/iss4/10,https://dblp.org/rec/journals/jais/VenkateshDM07,,,,,,,
000144,article,"Wagner, Erica L. and Newell, Sue",Journal of the Association for Information Systems,Exploring the Importance of Participation in the Post-Implementation Period of an ES Project - A Neglected Area,2007,8,10,http://aisel.aisnet.org/jais/vol8/iss10/32,https://dblp.org/rec/journals/jais/WagnerN07,,,,,,,
000145,article,"Wales, Roxana C. and Shalin, Valerie L. and Bass, Deborah S.",Journal of the Association for Information Systems,Requesting Distant Robotic Action - An Ontology for Naming and Action Identification for Planning on the Mars Exploration Rover Mission,2007,8,2,http://aisel.aisnet.org/jais/vol8/iss2/6,https://dblp.org/rec/journals/jais/WalesSB07,,,,,,,
000146,article,"Webb, Brian and Mallon, Bride",Journal of the Association for Information Systems,A Method to Bridge the Gap between Breadth and Depth in IS Narrative Analysis,2007,8,7,http://aisel.aisnet.org/jais/vol8/iss7/24,https://dblp.org/rec/journals/jais/WebbM07,,,,,,,
000147,article,"Chen, Rui and Sharman, Raj and Chakravarti, Nirupama and Rao, H. Raghav and Upadhyaya, Shambhu J.",Journal of the Association for Information Systems,Emergency Response Information System Interoperability - Development of Chemical Incident Response Data Model,2008,9,3,http://aisel.aisnet.org/jais/vol9/iss3/7,https://dblp.org/rec/journals/jais/ChenSCRU08,,,,,,,
000148,article,"Kock, Ned and Gallivan, Michael J. and DeLuca, Dorrie",Journal of the Association for Information Systems,Furthering Information Systems Action Research - A Post-Positivist Synthesis of Four Dialectics,2008,9,2,http://aisel.aisnet.org/jais/vol9/iss2/4,https://dblp.org/rec/journals/jais/KockGD08,,,,,,,
000149,article,"Gable, Guy G. and Sedera, Darshana and Chan, Taizan",Journal of the Association for Information Systems,Re-conceptualizing Information System Success - The IS-Impact Measurement Model,2008,9,7,http://aisel.aisnet.org/jais/vol9/iss7/18,https://dblp.org/rec/journals/jais/GableSC08,,,,,,,
