ID,orig_ID,orig_source,url,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,language,abstract,dblp_key,grobid-version,file,note
P_0000000680,0000000680,pdf,,,5,20,,Understanding Ambidexterity: Managing Contradictory Tensions Between Exploration and Exploitation in the Evolution of Digital Infrastructure,Journal of the Association for Information Systems,"Montealegre, Ramiro and Iyengar, Kishen and Sweeney, Jeffrey",10.17705/1JAIS.00547,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/20_5/MontealegreIyengarSweeney2019.pdf,
P_0000000681,0000000681,pdf,,,6,19,,Research in Information Systems: Intra-Disciplinary and Inter-Disciplinary Approaches,Journal of the Association for Information Systems,"Tarafdar, Monideepa and Davison, Robert M",10.17705/1JAIS.00500,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/19_6/TarafdarDavison2018.pdf,
P_0000000682,0000000682,pdf,,,6,14,,Journal of the Association for Information,Journal of the Association for Information Systems,"Vessey, Iris and Ward, Kerry",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/14_6/VesseyWard2013.pdf,
P_0000000683,0000000683,pdf,,,9,20,,"Scholarly Commentaries on Hirschheim's ""Against Theory""",Journal of the Association for Information Systems,"Hovorka, Dirk S and Rowe, Frantz and Markus, Lynne and Jarvenpaa, Sirkka L and Swanson, E. Burton and Lacity, Mary and Burton-Jones, Andrew and Venkatesh, Viswanath and Hirschheim, Rudy",10.17705/1JAIS.00571,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/20_9/HovorkaRoweMarkusEtAl2019.pdf,
P_0000000684,0000000684,pdf,,,1,16,,Journal of the Association for Information,Journal of the Association for Information Systems,"Kuan, Kevin K Y and Hui, Kai-Lung and Paul, *. and Prasarnphanich, Pattarawan and Lai, Hok-Yin",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/16_1/KuanHuiPrasarnphanichEtAl2015.pdf,
P_0000000685,0000000685,pdf,,,7,6,,Measuring the Return on Information Technology: A Knowledge-Based Approach for Revenue Allocation at the Process and Firm Level *,Journal of the Association for Information Systems,"Pavlou, Paul A and Housel, Thomas J and Rodgers, Waymond and Jansen, Erik",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/6_7/JansenRodgersPavlouEtAl2005.pdf,
P_0000000686,0000000686,pdf,,,9,13,,Journal of the Association for Information,Journal of the Association for Information Systems,"Milton, Simon K and Rajapakse, Jayantha and Weber, Ron",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/13_9/MiltonRajapakseWeber2012.pdf,
P_0000000687,0000000687,pdf,,,3,22,,Disaggregating the Differential Impact of Healthcare IT in Complex Care Delivery: Insights from Field Research in Chronic Care,Journal of the Association for Information Systems,"Aron, Ravi and Pathak, Praveen and Thatcher, Jason B",10.17705/1JAIS.00675,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_3/AronPathak2021a.pdf,
P_0000000688,0000000688,pdf,,,12,20,,Integrating Cognition with an Affective Lens to Better Understand Information Security Policy Compliance,Journal of the Association for Information Systems,"Ormond, Dustin and Warkentin, Merrill and Crossler, Robert E",10.17705/1JAIS.00586,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/20_12/OrmondWarkentinCrossler2019.pdf,
P_0000000689,0000000689,pdf,,,3,19,,Love at First Sight: The Interplay Between Privacy Dispositions and Privacy Calculus in Online Social Connectivity Management,Journal of the Association for Information Systems,"Choi, Ben and Wu, Yi and Yu, Jie and Land, Lesley",10.17705/1JAIS.00487,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/19_3/ChoiWuYuEtAl2018.pdf,
P_0000000690,0000000690,pdf,,,10,13,,Journal of the Association for Information,Journal of the Association for Information Systems,"Nardon, Luciara and Aten, Kathryn",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/13_10/NardonAten2012.pdf,
P_0000000691,0000000691,pdf,,,1,21,,A Framework for Validating Information Systems Research Based on a Pluralist Account of Truth and Correctness,Journal of the Association for Information Systems,"Mingers, John and Standing, Craig",10.17705/1JAIS.00594,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/21_1/MingersStanding2020.pdf,
P_0000000692,0000000692,pdf,,,9,19,,"Concentration, Competence, Confidence, and Capture: An Experimental Study of Age, Interruption-based Technostress, and Task Performance",Journal of the Association for Information Systems,"Tams, Stefan and Thatcher, Jason B and Grover, Varun",10.17705/1JAIS.00511,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/19_9/TamsThatcherGrover2018.pdf,
P_0000000693,0000000693,pdf,,,2,14,,Journal of the Association for Information,Journal of the Association for Information Systems,"Sun, Yongqiang and Lim, Kai H and Peng, Jerry Zeyu and Kong, Hong and He",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/14_2/SunLimPeng2013.pdf,
P_0000000694,0000000694,pdf,,,2,22,,"Warm-Glow Giving, Hedonism, and Their Influence on Muslim User Engagement on Loan-Based Crowdfunding Platforms",Journal of the Association for Information Systems,"Sutanto, Juliana and Wenninger, Helena and Duriana, Handre",10.17705/1JAIS.00665,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_2/SutantoWenningerDuriana2021a.pdf,
P_0000000695,0000000695,pdf,,,5,14,,Journal of the Association for Information,Journal of the Association for Information Systems,"Osterwalder, Alexander and Pigneur, Yves and Nicholas, *.",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/14_5/OsterwalderPigneur2013.pdf,
P_0000000696,0000000696,pdf,,,3,10,,,Journal of the Association for Information Systems,"Sarker, Suprateek and Fuller, Mark A and Briggs, Robert O and De Vreede, Gert-Jan and Massey, Anne",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/10_3/ChatterjeeSarkerFuller2009a.pdf,
P_0000000697,0000000697,pdf,,,12,8,,A Scientometric Investigation into the Validity of IS Journal Quality Measures*,Journal of the Association for Information Systems,"Lewis, Bruce R and Templeton, Gary F and Luo, Xin",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/8_12/LewisTempletonLuo2007.pdf,
P_0000000698,0000000698,pdf,,,3,10,,,Journal of the Association for Information Systems,"Lowry, Paul Benjamin and Roberts, Tom L and Briggs, Robert O and De Vreede, Gert-Jan and Massey, Anne and Dean, Douglas L and Marakas, George M",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/10_3/LowryRobertsDeanEtAl2009.pdf,
P_0000000699,0000000699,pdf,,,5,22,,Improving the Design of Information Security Messages by Leveraging the Effects of Temporal Distance and Argument Nature,Journal of the Association for Information Systems,"Schuetz, Sebastian W and Lowry, Paul Benjamin and Pienta, Daniel A and Thatcher, Jason Bennett",10.17705/1JAIS.00697,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_5/SchutzLowryPientaEtAl2021a.pdf,
P_0000000700,0000000700,pdf,,,7,10,,,Journal of the Association for Information Systems,"Truex, Duane and Cuellar, Michael and Takeda, Hirotoshi",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/10_7/TruexCuellarTakeda2009.pdf,
P_0000000701,0000000701,pdf,,,10,9,,,Journal of the Association for Information Systems,"George, Joey F and Marett, Kent and Giordano, Gabriel and Poole, Marshall Scott and Cummings, Jonathon",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/9_10/GeorgeMarettGiordano2008.pdf,
P_0000000702,0000000702,pdf,,,5,17,2016,J ournal of the A I S ssociation for nformation ystems,Journal of the Association for Information Systems,"Paper, Research and Luo, Jifeng and Fan, Ming and Zhang, Han",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/17_5/LuoFanZhang2016.pdf,
P_0000000703,0000000703,pdf,,,6,17,2016,J ournal of the A I S ssociation for nformation ystems,Journal of the Association for Information Systems,"Paper, Research and Gaskin, James Eric and Lowry, Paul Benjamin and Hull, David M",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/17_6/GaskinLowryHull2016.pdf,
P_0000000704,0000000704,pdf,,,9,9,,Journal of the Association for Information Systems IS Research Perspective,Journal of the Association for Information Systems,"Hardin, Andrew M and Cha, Jerry and Chang, Jan and Fuller, Mark A",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/9_9/HardinChangFuller2008.pdf,
P_0000000705,0000000705,pdf,,,6,8,,A Theory of Tailorable Technology Design *,Journal of the Association for Information Systems,"Germonprez, Matt and Hovorka, Dirk and Collopy, Fred",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/8_6/GermonprezHovorkaCollopy2007.pdf,
P_0000000706,0000000706,pdf,,,8,19,,"Don't Even Think About It! The Effects of Antineutralization, Informational, and Normative Communication on Information Security Compliance",Journal of the Association for Information Systems,"Barlow, Jordan B and Warkentin, Merrill and Ormond, Dustin and Dennis, Alan R",10.17705/1JAIS.00506,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/19_8/BarlowWarkentinOrmondEtAl2018.pdf,
P_0000000707,0000000707,pdf,,,5,22,,How Big Data Analytics Affects Supply Chain Decision-Making: An Empirical Analysis,Journal of the Association for Information Systems,"Chen, Daniel Q and Preston, David S and Swink, Morgan and Neeley, M. J",10.17705/1JAIS.00713,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_5/ChenPrestonSwink2021a.pdf,
P_0000000708,0000000708,pdf,,,7,13,,Journal of the Association for Information,Journal of the Association for Information Systems,"Jewer, Jennifer and Mckay, Kenneth N",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/13_7/JewerMcKay2012.pdf,
P_0000000709,0000000709,pdf,,,1,17,2016,J ournal of the A I S ssociation for nformation ystems,Journal of the Association for Information Systems,"Crowston, Kevin",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/17_1/Crowston2016.pdf,
P_0000000710,0000000710,pdf,,,3,13,,Journal of the Association for Information,Journal of the Association for Information Systems,"Nazir, Salman and Pinsonneault, Alain",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/13_3/NazirPinsonneault2012.pdf,
P_0000000711,0000000711,pdf,,,4,22,,The Chief Information Officer: Impact on Organizational Forecasting Outcomes,Journal of the Association for Information Systems,"Liu, Kelvin and Preston, David S",10.17705/1JAIS.00686,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_4/LiuPreston2021a.pdf,
P_0000000712,0000000712,pdf,,,1,17,2016,J ournal of the A I S ssociation for nformation ystems,Journal of the Association for Information Systems,"Cuellar, Michael J and Takeda, Hirotoshi and Vidgen, Richard and Truex, Duane",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/17_1/CuellarTakedaVidgenEtAl2016a.pdf,
P_0000000713,0000000713,pdf,,,6,12,,Journa I of the Association for Information Systems,Journal of the Association for Information Systems,"Parsons, Jeffrey",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/12_6/Parsons2011.pdf,
P_0000000714,0000000714,pdf,,,1,21,,Recent Advances and Opportunities for Improving Critical Realism-Based Case Study Research in IS,Journal of the Association for Information Systems,"Wynn, Donald E and Williams, Clay K",10.17705/1JAIS.00592,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/21_1/WynnJrWilliams2020.pdf,
P_0000000715,0000000715,pdf,,,4,18,,J ournal of the A I S ssociation for nformation ystems,Journal of the Association for Information Systems,"Paper, Research and Lukyanenko, Roman and Parsons, Jeffrey and Wiersma, Yolanda and Wachinger, Gisela and Huber, Benjamin and Meldt, Robert",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/18_4/LukyanenkoParsonsWiersmaEtAl2017.pdf,
P_0000000717,0000000717,pdf,,,4,19,,The Use of Impression Management Strategies to Manage Stock Market Reactions to IT Failures,Journal of the Association for Information Systems,"Triche, Jason and Walden, Eric",10.17705/1JAIS.00494,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/19_4/TricheWalden2018.pdf,
P_0000000718,0000000718,pdf,,,10,20,,Assortment size and Performance of Online Sellers: An Inverted U-Shaped Relationship,Journal of the Association for Information Systems,"He, Yumei and Guo, Xunhua and Chen, Guoqing and Lowry, Paul Benjamin",10.17705/1JAIS.00576,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/20_10/HeGuoChen2019.pdf,
P_0000000719,0000000719,pdf,,,11,7,,A Design Theory for Secure Information Systems Design MethodsT P F 1 FP T,Journal of the Association for Information Systems,"Siponen, Mikko and Baskerville, Richard and Heikka, Juhani",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/7_11/HeikkaBaskervilleSiponen2006.pdf,
P_0000000720,0000000720,pdf,,,6,21,,Beyond the Factory Paradigm: Digital Nomadism and the Digital Future(s) of Knowledge Work Post-COVID-19,Journal of the Association for Information Systems,"Wang, Blair and Schlagwein, Daniel and Cecez-Kecmanovic, Dubravka and Cahalane, Michael C",10.17705/1JAIS.00641,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/21_6/WangSchlagweinCecezKecmanovicEtAl2020.pdf,
P_0000000721,0000000721,pdf,,,12,10,,,Journal of the Association for Information Systems,"Shin, Bongsik and Lee, Ho Geun",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/10_12/LeeShinLee2009.pdf,
P_0000000722,0000000722,pdf,,,5,21,,Bringing Context Inside Process Research with Digital Trace Data,Journal of the Association for Information Systems,"Pentland, Brian T and Recker, Jan and Wolf, Julie Ryan and Wyner, George",10.17705/1JAIS.00635,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/21_5/PentlandReckerWolfEtAl2020.pdf,
P_0000000723,0000000723,pdf,,,4,16,,Journal of the Association for Information,Journal of the Association for Information Systems,"Cranefield, Jocelyn and Yoong, Pak and Huff, Sid L",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/16_4/CranefieldYoongHuff2015.pdf,
P_0000000724,0000000724,pdf,,,7,10,,,Journal of the Association for Information Systems,"Baker, Jeff and Burkman, Jim and Jones, Donald R and Burkman, James R",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/10_7/BakerJonesBurkman2009.pdf,
P_0000000725,0000000725,pdf,,,2,22,,Online Channels and Store Brands: Strategic Interactions,Journal of the Association for Information Systems,"Luo, Xiaomeng and Ge, Ling and Chen, Liwen and Li, Jianbin",10.17705/1JAIS.00670,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_2/LuoGeChenEtAl2021a.pdf,
P_0000000726,0000000726,pdf,,,1,3,,Information Exchange Between Humanitarian Organizations: Using the XML Schema IDML,Journal of the Association for Information Systems,"Huesemann, Stefan",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/3_1/Husemann2002.pdf,
P_0000000727,0000000727,pdf,,,4,22,,Texting with Humanlike Conversational Agents: Designing for Anthropomorphism,Journal of the Association for Information Systems,"Seeger, Anna-Maria and Pfeiffer, Jella and Heinzl, Armin",10.17705/1JAIS.00685,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_4/SeegerPfeifferHeinzl2021a.pdf,
P_0000000728,0000000728,pdf,,,3,15,,Journal of the Association for Information,Journal of the Association for Information Systems,"Klecun, Ela and Lichtner, Valentina and Cornford, Tony and Petrakaki, Dimitra",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/15_3/KlecunLichtnerCornfordEtAl2014.pdf,
P_0000000729,0000000729,pdf,,,2,5,,Global Journal Prestige and Supporting Disciplines: A Scientometric Study of Information Systems Journals *,Journal of the Association for Information Systems,"Lowry, Paul Benjamin and Romans, Denton and Curtis, Aaron",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/5_2/LowryRomansCurtis2004.pdf,
P_0000000730,0000000730,pdf,,,2,13,,Journal of the Association for Information,Journal of the Association for Information Systems,"Li, Linjing and Zeng, Daniel and Zhao, Huimin",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/13_2/LiZengZhao2012.pdf,
P_0000000731,0000000731,pdf,,,5,10,,,Journal of the Association for Information Systems,"Pipek, Volkmar and Wulf, Volker and Edwards, Paul and Bowker, Geoffrey C and Jackson, Steven and Williams, Robin",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/10_5/PipekWulf2009.pdf,
P_0000000732,0000000732,pdf,,,12,8,,Contribution to Quality of Life: A New Outcome Variable for Mobile Data Service *,Journal of the Association for Information Systems,"Choi, Hun and Lee, Minkyung and Shin, Kun and Kim, Jinwoo",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/8_12/ChoiLeeImEtAl2007.pdf,
P_0000000733,0000000733,pdf,,,3,12,,Journal of the Association for Information,Journal of the Association for Information Systems,"Setia, Pankaj and Setia, Monika and Krishnan, Ranjani and Sambamurthy, Vallabh and Payton, Fay Cobb and Paré, Guy and Lerouge, Cynthia and Reddy, Madhu",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/12_3/SetiaSetiaKrishnanEtAl2011.pdf,
P_0000000735,0000000735,pdf,,,5,22,,On Writing Research Articles Well: A Guide for Writing IS Papers,Journal of the Association for Information Systems,"Baird, Aaron",10.17705/1JAIS.00711,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_5/Baird2021.pdf,
P_0000000736,0000000736,pdf,,,6,22,,Bridging Art and Science: Phenomenon-Driven Theorizing,Journal of the Association for Information Systems,"Gregory, Robert Wayne and Henfridsson, Ola",10.17705/1JAIS.00703,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_6/GregoryHenfridsson2021a.pdf,
P_0000000738,0000000738,pdf,,,1,22,,Empowerment of Grassroots Consumers: A Revelatory Case of a Chinese Fintech Innovation,Journal of the Association for Information Systems,"Tan, Tianhui and Zhang, Ying and Heng, Cheng Suang and Ge, Chunmian",10.17705/1JAIS.00658,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_1/TanZhangHengEtAl2021.pdf,
P_0000000739,0000000739,pdf,,,4,22,,An Activity Theory Approach to Leak Detection and Mitigation in Patient Health Information (PHI),Journal of the Association for Information Systems,"Valecha, Rohit and Upadhyaya, Shambhu and Rao, H. Raghav and Stafford, Tom",10.17705/1JAIS.00687,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_4/ValechaUpadhyayaRao2021a.pdf,
P_0000000740,0000000740,pdf,,,7,20,,Constraining Opportunism in Information Systems Consulting: A Three Nation Examination,Journal of the Association for Information Systems,"Watson, Richard T and Dawson, Gregory S and Boudreau, Marie-Claude and Li, Yan and Zhang, Hongyun and Huang, Wayne and Al-Jabri, Ibrahim and Lowry, Paul Benjamin",10.17705/1JAIS.00560,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/20_7/WatsonDawsonBoudreauEtAl2019.pdf,
P_0000000741,0000000741,pdf,,,1,19,,"E-commerce Product Networks, Word-of-mouth Convergence, and Product Sales",Journal of the Association for Information Systems,"Lin, Zhijie and Wang, Quansheng",10.17705/1JAIS.00481,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/19_1/LinWang2018.pdf,
P_0000000742,0000000742,pdf,,,1,19,,From Project Management to Program Management: An Invitation to Investigate Programs Where IT Plays a Significant Role,Journal of the Association for Information Systems,"Jiang, James and Klein, Gary and Fernandez, Walter",10.17705/1JAIS.00480,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/19_1/JiangKleinFernandez2018.pdf,
P_0000000743,0000000743,pdf,,,1,7,,Journal of the Association for Information Systems Journal of the Association for Information Systems,Journal of the Association for Information Systems,"Clarke, Roger and Davison, Robert and Munro, Malcolm and Kock, Ned",10.17705/1JAIS.00080,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/7_1/Clarke2006.pdf,
P_0000000744,0000000744,pdf,,,6,22,,A Representation Theory Perspective on the Repurposing of Personal Technologies for Work-Related Tasks,Journal of the Association for Information Systems,"Burleson, James and Grover, Varun and Thatcher, Jason Bennett and Sun, Heshan",10.17705/1JAIS.00707,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_6/BurlesonGroverThatcherEtAl2021a.pdf,
P_0000000745,0000000745,pdf,,,4,8,,"Implementation, Innovation, and Related Themes Over The Years In Information Systems Research",Journal of the Association for Information Systems,"Lucas, Henry C and Robert, H. and Smith and Swanson, E. Burton and Zmud, Robert W",,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/8_4/LucasJrSwansonZmud2007.pdf,
P_0000000746,0000000746,pdf,,,1,19,,Fast and Slow Processes Underlying Theories of Information Technology Use,Journal of the Association for Information Systems,"Ferratt, Thomas W and Prasad, Jayesh and Dunne, E. James",10.17705/1JAIS.00482,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/19_1/FerrattPrasadDunne2018.pdf,
P_0000000748,0000000748,pdf,,,4,23,,Examining the Viability of Organization-Sponsored Sharing Platforms,Journal of the Association for Information Systems,"Schultze, Ulrike and Bhappu, Anita D",10.17705/1JAIS.00746,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_4/SchultzeBhappu2022.pdf,
P_0000000749,0000000749,pdf,,,4,23,,The Mediating Role of Fitness Technology Enablement of Psychological Need Satisfaction and Frustration on the Relationship between Goals for Fitness Technology Use and Use Outcomes,Journal of the Association for Information Systems,"James, Tabitha L and Bélanger, France and Lowry, Paul Benjamin and Chau, Patrick Y K",10.17705/1JAIS.00745,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_4/JamesBelangerLowry2022.pdf,
P_0000000750,0000000750,pdf,,,4,23,,Penetration or Skimming? Pricing Strategies for Software Platforms Considering Asymmetric Cross-Side Network Effects,Journal of the Association for Information Systems,"Yuan, Nan and Feng, Haiyang and Li, Minqiang and Feng, Nan",10.17705/1JAIS.00748,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_4/YuanFengLiEtAl2022.pdf,
P_0000000751,0000000751,pdf,,,1,22,,The Dynamics of Architecture-Governance Configurations: An Assemblage Theory Approach,Journal of the Association for Information Systems,"Hanseth, Ole and Modol, Joan Rodon",10.17705/1JAIS.00656,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_1/HansethModol2021.pdf,
P_0000000752,0000000752,pdf,,,4,23,,An Ontology of Emotion Process to Support Sentiment Analysis,Journal of the Association for Information Systems,"Storey, Veda C and Park, Eun Hee",10.17705/1JAIS.00749,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_4/StoreyPark2022.pdf,
P_0000000753,0000000753,pdf,,,4,23,,Does it Pay to Have CIOs on the Board? Creating Value by Appointing C-Level IT Executives to the Board of Directors,Journal of the Association for Information Systems,"Bandodkar, Nikhil R and Grover, Varun",10.17705/1JAIS.00747,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_4/BandodkarGrover2022.pdf,
P_0000000754,0000000754,pdf,,,4,23,,How Do Individuals Understand Multiple Conceptual Modeling Scripts?,Journal of the Association for Information Systems,"Jabbari, Mohammad and Recker, Jan and Green, Peter and Werder, Karl",10.17705/1JAIS.00750,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_4/JabbariReckerGreenEtAl2022.pdf,
P_0000000756,0000000756,pdf,,,2,23,,Using Simulation in Information Systems Research,Journal of the Association for Information Systems,"Dong, John Qi",10.17705/1JAIS.00743,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_2/Dong2023.pdf,
P_0000000757,0000000757,pdf,,,5,23,,Performance in Multisourcing Performance in Multisourcing,Journal of the Association for Information Systems,"Krancher, Oliver and Oshri, Ilan and Kotlarsky, Julia and Dibbern, Jens",10.17705/1JAIS.00751,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_5/KrancherOshriKotlarskyEtAl2022.pdf,
P_0000000758,0000000758,pdf,,,6,23,,Network Configuration in App Design: The Effects of Simplex and Multiplex Networks on Team Performance,Journal of the Association for Information Systems,"Qu, Gang and Wang, Jingguo and Lu, Xin and Xu, Qi and Wang, Qi",10.17705/1JAIS.00770,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_6/QuWangLuEtAl2022.pdf,
P_0000000759,0000000759,pdf,,,2,23,,Theorizing Routines with Computational Sequence Analysis: A Critical Realism Framework,Journal of the Association for Information Systems,"Zhang, Zhewei and Lee, Habin and Yoo, Youngjin and Choi, Youngseok Thomas",10.17705/1JAIS.00734,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_2/ZhangLeeYooEtAl2022.pdf,
P_0000000760,0000000760,pdf,,,2,23,,Designing Attentive Information Dashboards,Journal of the Association for Information Systems,"Toreini, Peyman and Langner, Moritz and Maedche, Alexander and Morana, Stefan and Vogel, Tobias",10.17705/1JAIS.00732,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_2/ToreiniLangnerMaedcheEtAl2022.pdf,
P_0000000761,0000000761,pdf,,,6,23,,,Journal of the Association for Information Systems,"Gal, Uri and Hansen, Sean and Lee, Allen S",10.17705/1JAIS.00784,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_6/GalHansenLee2022.pdf,
P_0000000762,0000000762,pdf,,,2,23,,Policy and Imprecise Concepts: The Case of Digital Transformation,Journal of the Association for Information Systems,"Chen, Shirley and King, John Leslie",10.17705/1JAIS.00742,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_2/ChenKing2022.pdf,
P_0000000763,0000000763,pdf,,,6,23,,Freemium Strategy in Competitive App Markets: Maintaining Profitability with Product Fit Uncertainty,Journal of the Association for Information Systems,"Luo, Xiaoxiao and Zhang, Jie and Li, Minqiang",10.17705/1JAIS.00768,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_6/LuoZhangLu2022.pdf,
P_0000000764,0000000764,pdf,,,2,23,,"Dynamic Capabilities in Information Systems Research: A Critical Review, Synthesis of Current Knowledge, and Recommendations for Future Research",Journal of the Association for Information Systems,"Steininger, Dennis M and Mikalef, Patrick and Pateli, Adamantia and Ortiz-De-Guinea, Ana",10.17705/1JAIS.00736,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_2/SteiningerMikalefPateliEtAl2022.pdf,
P_0000000765,0000000765,pdf,,,6,23,,From Product Platform Ecosystem to Innovation Platform Ecosystem: An Institutional Perspective on the Governance of Ecosystem Transformations,Journal of the Association for Information Systems,"Schreieck, Maximilian and Wiesche, Manuel and Krcmar, Helmut",10.17705/1JAIS.00764,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_6/SchreieckWiescheKrcmar2022.pdf,
P_0000000766,0000000766,pdf,,,6,22,,Mining Online Social Networks: Deriving User Preferences through Node Embedding,Journal of the Association for Information Systems,"Sharif Vaghefi, Mahyar and Nazareth, Derek L and Mahyar, Sharif and Vaghefi",10.17705/1JAIS.00711,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/22_6/VaghefiNazareth2021a.pdf,
P_0000000767,0000000767,pdf,,,5,23,,,Journal of the Association for Information Systems,"Dinger, Michael ; and Thatcher, Jason Bennett and Grover, Varun and Tripp, John F and Bennett",10.17705/1JAIS.00763,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_5/DingerThatcherGroverEtAl2022.pdf,
P_0000000768,0000000768,pdf,,,6,23,,,Journal of the Association for Information Systems,"Luse, Andy ; and Townsend, Anthony M and Mennecke, Brian E and Mennecke",10.17705/1JAIS.00769,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_6/LuseTownsendMennecke2022.pdf,
P_0000000769,0000000769,pdf,,,6,23,,Why and How Online Experiments Can Benefit Information Systems Research,Journal of the Association for Information Systems,"Fink, Lior",10.17705/1JAIS.00787,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_6/Fink2022.pdf,
P_0000000770,0000000770,pdf,,,6,23,,,Journal of the Association for Information Systems,"Järveläinen, Jonna and Niemimaa, Marko and Zimmer, Markus P",10.17705/1JAIS.00771,article,,,,lfoppiano/grobid:0.8.1,data/pdfs/23_6/JarvelainenNiemimaaZimmer2022.pdf,
