ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,abstract,language,author,cited_by,fulltext,url,dblp_key,metadata_source
000046,article,10.1057/JIT.1987.6,Journal of Information Technology,Information Technology Consultancy from the Accounting Viewpoint,1987,2,1,,,,"Braithwaite, Michael",,,,https://dblp.org/rec/journals/jitech/Braithwaite87,DBLP
000047,article,10.1057/JIT.1987.39,Journal of Information Technology,"Information Technology in the Humanities - Tools, Techniques and Applications",1987,2,4,,,,"Finkelstein, Anthony",,,,https://dblp.org/rec/journals/jitech/Finkelstein87,DBLP
000048,article,10.1057/JIT.1987.35,Journal of Information Technology,Invest and Survive - the Impact of Information Technology on the UK Car Components Industry,1987,2,4,,,,"Haynes, Nathan",,,,https://dblp.org/rec/journals/jitech/Haynes87,DBLP
000049,article,10.1057/JIT.1987.33,Journal of Information Technology,Information Technology and Company Policy - Electronic Publishing,1987,2,4,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway87a,DBLP
000050,article,10.1057/JIT.1987.16,Journal of Information Technology,Information Technology and People - The Challenge of Change,1987,2,2,,,,"Landles, Eric",,,,https://dblp.org/rec/journals/jitech/Landles87,DBLP
000051,article,10.1057/JIT.1987.27,Journal of Information Technology,Information and its Relation to Formalisms for the Complexities of the Real World,1987,2,3,,,,"Shawe-Taylor, John",,,,https://dblp.org/rec/journals/jitech/Shawe-Taylor87,DBLP
000052,article,10.1057/JIT.1988.6,Journal of Information Technology,Managing Information Systems in 1987 - the Top Issues for IS Managers in the UK,1988,3,1,,,,"Parker, T. and Idundun, M.",,,,https://dblp.org/rec/journals/jitech/ParkerI88,DBLP
000053,article,10.1057/JIT.1987.40,Journal of Information Technology,The Information Weapon,1987,2,4,,,,"Aleksander, Igor",,,,https://dblp.org/rec/journals/jitech/Aleksander87g,DBLP
000054,article,10.1057/JIT.1987.34,Journal of Information Technology,Strategic Planning of Information Communications Systems (SPICS),1987,2,4,,,,"Etheridge, D. M. and Moreton, Robert",,,,https://dblp.org/rec/journals/jitech/EtheridgeM87,DBLP
000055,article,10.1057/JIT.1987.19,Journal of Information Technology,The Value of Information,1987,2,2,,,,"Griffiths, Catherine and Clark, Peter",,,,https://dblp.org/rec/journals/jitech/GriffithsC87,DBLP
000056,article,10.1057/JIT.1987.36,Journal of Information Technology,Towards a Concept of Pure Information,1987,2,4,,,,"Henley, David",,,,https://dblp.org/rec/journals/jitech/Henley87,DBLP
000057,article,10.1057/JIT.1987.38,Journal of Information Technology,The Human Side of Advanced Manufacturing Technology,1987,2,4,,,,"Hutchin, Ted",,,,https://dblp.org/rec/journals/jitech/Hutchin87a,DBLP
000058,article,10.1057/JIT.1987.14,Journal of Information Technology,Power and Limitations of Formal Methods for Software Fabrication,1987,2,2,,,,"Jackson, Michael",,,,https://dblp.org/rec/journals/jitech/Jackson87,DBLP
000059,article,10.1057/JIT.1987.4,Journal of Information Technology,IT Consultancy from a Technological Viewpoint,1987,2,1,,,,"Knight, Alan",,,,https://dblp.org/rec/journals/jitech/Knight87,DBLP
000060,article,10.1057/JIT.1987.25,Journal of Information Technology,The Role of Formal Methods in Software Development,1987,2,3,,,,"McDermid, John",,,,https://dblp.org/rec/journals/jitech/McDermid87,DBLP
000061,article,10.1057/JIT.1987.13,Journal of Information Technology,Working with Formal Methods,1987,2,2,,,,"Nicholls, John",,,,https://dblp.org/rec/journals/jitech/Nicholls87,DBLP
000062,article,10.1057/JIT.1987.18,Journal of Information Technology,The Nature of Information,1987,2,2,,,,"Serebriakoff, Victor",,,,https://dblp.org/rec/journals/jitech/Serebriakoff87,DBLP
000063,article,10.1057/JIT.1987.29,Journal of Information Technology,The Information Edge,1987,2,3,,,,"Sutherland, Ewan",,,,https://dblp.org/rec/journals/jitech/Sutherland87a,DBLP
000064,article,10.1057/JIT.1987.31,Journal of Information Technology,Characteristics of IT Innovation,1987,2,4,,,,"Monk, Peter",,,,https://dblp.org/rec/journals/jitech/000287,DBLP
000065,article,10.1057/JIT.1987.1,Journal of Information Technology,Editorial,1987,2,1,,,,"Aleksander, Igor",,,,https://dblp.org/rec/journals/jitech/Aleksander87,DBLP
000066,article,10.1057/JIT.1987.10,Journal of Information Technology,The Electronic Office in the Smaller Business,1987,2,1,,,,"Aleksander, Igor",,,,https://dblp.org/rec/journals/jitech/Aleksander87a,DBLP
000067,article,10.1057/JIT.1987.11,Journal of Information Technology,Editorial,1987,2,2,,,,"Aleksander, Igor",,,,https://dblp.org/rec/journals/jitech/Aleksander87b,DBLP
000068,article,10.1057/JIT.1987.21,Journal of Information Technology,Editorial,1987,2,3,,,,"Aleksander, Igor",,,,https://dblp.org/rec/journals/jitech/Aleksander87d,DBLP
000069,article,10.1057/JIT.1987.24,Journal of Information Technology,IT Research Direction in the United Kingdom - the Danger of Future Collapse,1987,2,3,,,,"Aleksander, Igor",,,,https://dblp.org/rec/journals/jitech/Aleksander87e,DBLP
000070,article,10.1057/JIT.1987.30,Journal of Information Technology,Editorial,1987,2,4,,,,"Aleksander, Igor",,,,https://dblp.org/rec/journals/jitech/Aleksander87f,DBLP
000071,article,10.1057/JIT.1987.32,Journal of Information Technology,Work Redesign in the Microelectronics Age - the New Challenges,1987,2,4,,,,"Amin, Rajan",,,,https://dblp.org/rec/journals/jitech/Amin87,DBLP
000072,article,10.1057/JIT.1987.23,Journal of Information Technology,A Manufacturing Systems Engineering View of IT and Development,1987,2,3,,,,"Dale, M. W.",,,,https://dblp.org/rec/journals/jitech/Dale87,DBLP
000073,article,10.1057/JIT.1987.41,Journal of Information Technology,Software Engineering with Systems Analysis and Design,1987,2,4,,,,"Finkelstein, Anthony",,,,https://dblp.org/rec/journals/jitech/Finkelstein87a,DBLP
000074,article,10.1057/JIT.1987.5,Journal of Information Technology,Putting Business First - the Strategy Challenge,1987,2,1,,,,"Harvey, David",,,,https://dblp.org/rec/journals/jitech/Harvey87,DBLP
000075,article,10.1057/JIT.1987.26,Journal of Information Technology,IT and the UK Newspaper Industry,1987,2,3,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway87,DBLP
000076,article,10.1057/JIT.1987.20,Journal of Information Technology,Towards the Automated Factory? The Need for Training,1987,2,2,,,,"Hutchin, Ted",,,,https://dblp.org/rec/journals/jitech/Hutchin87,DBLP
000077,article,10.1057/JIT.1987.3,Journal of Information Technology,A User's View of IT Consultancy,1987,2,1,,,,"Iliff, Malcolm",,,,https://dblp.org/rec/journals/jitech/Iliff87,DBLP
000078,article,10.1057/JIT.1987.15,Journal of Information Technology,Formal Methods - A Commentary,1987,2,2,,,,"Maibaum, Tom and Sadler, Martin R.",,,,https://dblp.org/rec/journals/jitech/MaibaumS87,DBLP
000079,article,10.1057/JIT.1987.12,Journal of Information Technology,Is Computing an Experimental Science?,1987,2,2,,,,"Milner, Robin",,,,https://dblp.org/rec/journals/jitech/Milner87,DBLP
000080,article,10.1057/JIT.1987.28,Journal of Information Technology,The Polyhierarchic Model of Intelligence,1987,2,3,,,,"Stearne, Keith",,,,https://dblp.org/rec/journals/jitech/Stearne87,DBLP
000081,article,10.1057/JIT.1987.9,Journal of Information Technology,Strategic Value Analysis - a Modern Approach to Systems and Data Planning,1987,2,1,,,,"Sutherland, Ewan",,,,https://dblp.org/rec/journals/jitech/Sutherland87,DBLP
000082,article,10.1057/JIT.1987.37,Journal of Information Technology,Can a Machine Understand?,1987,2,4,,,,"Taylor, Paul",,,,https://dblp.org/rec/journals/jitech/Taylor87,DBLP
000083,article,10.1057/JIT.1987.22,Journal of Information Technology,Research in IT - Is There a Future for the UK?,1987,2,3,,,,"Thomas, David",,,,https://dblp.org/rec/journals/jitech/Thomas87,DBLP
000084,article,10.1057/JIT.1987.2,Journal of Information Technology,IT Consultancy - Challenges and Opportunities,1987,2,1,,,,"Thornton, Paul",,,,https://dblp.org/rec/journals/jitech/Thornton87,DBLP
000085,article,10.1057/JIT.1988.43,Journal of Information Technology,The Importance of Organizational Considerations for the Implementation of Information Technology,1988,3,4,,,,"Lunt, Patricia J. and Barclay, Ian",,,,https://dblp.org/rec/journals/jitech/LuntB88,DBLP
000086,article,10.1057/JIT.1988.21,Journal of Information Technology,"Computer Strategies, 1990-9 - Technologies - Costs - Markets",1988,3,2,,,,"Meadows, Jack",,,,https://dblp.org/rec/journals/jitech/Meadows88,DBLP
000087,article,10.1057/JIT.1988.22,Journal of Information Technology,Information Analysis - Selected Readings,1988,3,2,,,,"Meadows, Jack",,,,https://dblp.org/rec/journals/jitech/Meadows88a,DBLP
000088,article,10.1057/JIT.1988.14,Journal of Information Technology,Microcomputer-based Networks in Libraries and Information Services,1988,3,2,,,,"Petrie, J. Howard",,,,https://dblp.org/rec/journals/jitech/Petrie88,DBLP
000089,article,10.1057/JIT.1988.36,Journal of Information Technology,Information Systems and Technology Application Portfolio Management - an Assessment Or Matrix-Based Analyses,1988,3,3,,,,"Ward, John M.",,,,https://dblp.org/rec/journals/jitech/Ward88a,DBLP
000090,article,10.1057/JIT.1988.17,Journal of Information Technology,Formulating Information Technology Legislation,1988,3,2,,,,"Doukidis, Georgios I. and Giannakos, Zisis",,,,https://dblp.org/rec/journals/jitech/DoukidisG88,DBLP
000091,article,10.1057/JIT.1988.34,Journal of Information Technology,Information Technology and Company Policy - 3. The Holiday and Travel Industry,1988,3,3,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway88b,DBLP
000092,article,10.1057/JIT.1988.45,Journal of Information Technology,Information Technology and Company Policy - 4. Banking,1988,3,4,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway88e,DBLP
000093,article,10.1057/JIT.1988.24,Journal of Information Technology,Management Information Systems in Libraries and Information Services,1988,3,2,,,,"Kinnell, Margaret",,,,https://dblp.org/rec/journals/jitech/Kinnell88,DBLP
000094,article,10.1057/JIT.1988.20,Journal of Information Technology,Declarative Languages for Advanced Information Technologies,1988,3,2,,,,"Kosky, Anthony",,,,https://dblp.org/rec/journals/jitech/Kosky88,DBLP
000095,article,10.1057/JIT.1988.12,Journal of Information Technology,IT Futures ... IT Can Work - an Optimistic View of the Long-Term Potential of Information Technology for Britain,1988,3,1,,,,"Sutherland, Ewan",,,,https://dblp.org/rec/journals/jitech/Sutherland88a,DBLP
000096,article,10.1057/JIT.1988.7,Journal of Information Technology,"Effectiveness and Competition - Linking Business Strategy, Organizational Culture and the Use of Information Technology",1988,3,1,,,,"Sutherland, Ewan and Morieux, Yves",,,,https://dblp.org/rec/journals/jitech/SutherlandM88,DBLP
000097,article,10.1057/JIT.1988.32,Journal of Information Technology,Information Planning for Strategie Advantage,1988,3,3,,,,"Ward, John M.",,,,https://dblp.org/rec/journals/jitech/Ward88,DBLP
000098,article,10.1057/JIT.1988.3,Journal of Information Technology,Legal Aspects of Knowledge-Based Technology,1988,3,1,,,,"Clarke, Roger",,,,https://dblp.org/rec/journals/jitech/Clarke88,DBLP
000099,article,10.1057/JIT.1988.29,Journal of Information Technology,Appropriate Technology for Humans and Organizations,1988,3,3,,,,"Clegg, Chris W.",,,,https://dblp.org/rec/journals/jitech/Clegg88,DBLP
000100,article,10.1057/JIT.1988.31,Journal of Information Technology,Instructible ICAI,1988,3,3,,,,"Duchastel, Philippe C. and Doublait, S. and Imbeau, Jacques",,,,https://dblp.org/rec/journals/jitech/DuchastelDI88,DBLP
000101,article,10.1057/JIT.1988.18,Journal of Information Technology,Intelligent Computer-assisted Instruction (ICAI) - Flexible Learning Through Better Student-Computer Interaction,1988,3,2,,,,"Duchastel, Philippe C. and Imbeau, Jacques",,,,https://dblp.org/rec/journals/jitech/DuchastelI88,DBLP
000102,article,10.1057/JIT.1988.37,Journal of Information Technology,"""Where Do I Speak Into It?"" - A Discussion of the Methods and Motivations of Natural Language Processing",1988,3,3,,,,"Johnson, Matthew G.",,,,https://dblp.org/rec/journals/jitech/Johnson88,DBLP
000103,article,10.1057/JIT.1988.30,Journal of Information Technology,Practical and Theoretical Aspects of Human Computer Interaction,1988,3,3,,,,"Johnson, Peter and Johnson, Hilary",,,,https://dblp.org/rec/journals/jitech/JohnsonJ88,DBLP
000104,article,10.1057/JIT.1988.44,Journal of Information Technology,The Role of Management Accountants in Information Strategy,1988,3,4,,,,"Kaye, G. Roland",,,,https://dblp.org/rec/journals/jitech/Kaye88,DBLP
000105,article,10.1057/JIT.1988.8,Journal of Information Technology,The New Industrial Society and its Infrastructure,1988,3,1,,,,"Priban, Ian",,,,https://dblp.org/rec/journals/jitech/Priban88,DBLP
000106,article,10.1057/JIT.1988.2,Journal of Information Technology,The Dangers of AI in Information Systems As Exposed by the Field of Computers and Law,1988,3,1,,,,"Stamper, Ronald K.",,,,https://dblp.org/rec/journals/jitech/Stamper88,DBLP
000107,article,10.1057/JIT.1988.19,Journal of Information Technology,Travelling Electronic Highways,1988,3,2,,,,"Adams, Dennis and Hamm, Mary",,,,https://dblp.org/rec/journals/jitech/AdamsH88,DBLP
000108,article,10.1057/JIT.1988.1,Journal of Information Technology,Editorial,1988,3,1,,,,"Aleksander, Igor and Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/AleksanderH88,DBLP
000109,article,10.1057/JIT.1988.42,Journal of Information Technology,Desk-Top Publishing - Current Approaches and Future Trends,1988,3,4,,,,"Black, George",,,,https://dblp.org/rec/journals/jitech/Black88,DBLP
000110,article,10.1057/JIT.1988.25,Journal of Information Technology,The Economics of Online,1988,3,2,,,,"Booth, Anthony",,,,https://dblp.org/rec/journals/jitech/Booth88,DBLP
000111,article,10.1057/JIT.1988.35,Journal of Information Technology,An Introduction to Integrated Project Support Environments,1988,3,3,,,,"Brown, Alan W.",,,,https://dblp.org/rec/journals/jitech/Brown88,DBLP
000112,article,10.1057/JIT.1988.38,Journal of Information Technology,Distributed AI,1988,3,3,,,,"Davison, Andrew",,,,https://dblp.org/rec/journals/jitech/Davison88,DBLP
000113,article,10.1057/JIT.1988.46,Journal of Information Technology,What Good are Neural Nets?,1988,3,4,,,,"Donaldson, Ian M.",,,,https://dblp.org/rec/journals/jitech/Donaldson88,DBLP
000114,article,10.1057/JIT.1988.10,Journal of Information Technology,Competing in Time - Using Telecommunications for Competitive Advantage,1988,3,1,,,,"Griffiths, Catherine",,,,https://dblp.org/rec/journals/jitech/Griffiths88,DBLP
000115,article,10.1057/JIT.1988.13,Journal of Information Technology,Editorial,1988,3,2,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway88,DBLP
000116,article,10.1057/JIT.1988.28,Journal of Information Technology,Editorial,1988,3,3,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway88a,DBLP
000117,article,10.1057/JIT.1988.40,Journal of Information Technology,Editorial,1988,3,4,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway88c,DBLP
000118,article,10.1057/JIT.1988.41,Journal of Information Technology,Desk Top Publishing Meeting,1988,3,4,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway88d,DBLP
000119,article,10.1057/JIT.1988.27,Journal of Information Technology,Man-Computer Interfaces - An Introduction to Software Design and Implementation,1988,3,2,,,,"Kriwaczek, Frank",,,,https://dblp.org/rec/journals/jitech/Kriwaczek88,DBLP
000120,article,10.1057/JIT.1988.16,Journal of Information Technology,Expert Decision-support Systems for Decision-making,1988,3,2,,,,"Lee, Daniel T.",,,,https://dblp.org/rec/journals/jitech/Lee88,DBLP
000121,article,10.1057/JIT.1988.4,Journal of Information Technology,Transborder Data Flows and Law - Questions Not Answers,1988,3,1,,,,"Marett, Paul",,,,https://dblp.org/rec/journals/jitech/Marett88,DBLP
000122,article,10.1057/JIT.1988.26,Journal of Information Technology,Expert Systems in Libraries,1988,3,2,,,,"Morris, Anne",,,,https://dblp.org/rec/journals/jitech/Morris88,DBLP
000123,article,10.1057/JIT.1988.15,Journal of Information Technology,A Study of the Use of Micro-based Networks in British Schools,1988,3,2,,,,"Pain-Lewins, Helen",,,,https://dblp.org/rec/journals/jitech/Pain-Lewins88,DBLP
000124,article,10.1057/JIT.1988.33,Journal of Information Technology,Evaluating Your Computer Investment Strategy,1988,3,3,,,,"Peters, Glen",,,,https://dblp.org/rec/journals/jitech/Peters88,DBLP
000125,article,10.1057/JIT.1988.9,Journal of Information Technology,"Physical Uncertainty, Life and Practical Affairs",1988,3,1,,,,"Scarrott, Gordon F.",,,,https://dblp.org/rec/journals/jitech/Scarrott88,DBLP
000126,article,10.1057/JIT.1988.5,Journal of Information Technology,Measuring the Productivity of Technical Documentation,1988,3,1,,,,"Strassmann, Paul A.",,,,https://dblp.org/rec/journals/jitech/Strassmann88,DBLP
000127,article,10.1057/JIT.1988.11,Journal of Information Technology,Apocalypse 2000 - Economic Breakdown and the Suicide of Democracy 1989-2000,1988,3,1,,,,"Sutherland, Ewan",,,,https://dblp.org/rec/journals/jitech/Sutherland88,DBLP
000128,article,10.1057/JIT.1988.39,Journal of Information Technology,Functional Analysis of Office Requirements - a Multiperspective Approach,1988,3,3,,,,"Sutherland, Ewan",,,,https://dblp.org/rec/journals/jitech/Sutherland88b,DBLP
000129,article,10.1057/JIT.1989.2,Journal of Information Technology,A Systematic Approach to Industrial Technology Transfer - A Conceptual Framework and a Proposed Methodology,1989,4,1,,,,"Gaultney, Larry D. and Skibniewski, Miroslaw J. and Salvendy, Gavriel",,,,https://dblp.org/rec/journals/jitech/GaultneySS89,DBLP
000130,article,10.1057/JIT.1989.23,Journal of Information Technology,Information 2000 - Insights Into the Coming Decades in Information Technology,1989,4,3,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks89,DBLP
000131,article,10.1057/JIT.1989.4,Journal of Information Technology,A Software Engineering Perspective,1989,4,1,,,,"Cunningham, R. J.",,,,https://dblp.org/rec/journals/jitech/Cunningham89,DBLP
000132,article,10.1057/JIT.1989.12,Journal of Information Technology,Information Technology and Company Policy - Financial Transactions - The International Stock Exchange,1989,4,2,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway89a,DBLP
000133,article,10.1057/JIT.1989.33,Journal of Information Technology,Information Technology Management into the 1990s - A Position Paper,1989,4,4,,,,"Holtham, Clive",,,,https://dblp.org/rec/journals/jitech/Holtham89a,DBLP
000134,article,10.1057/JIT.1989.18,Journal of Information Technology,Information Management - A New Dimension,1989,4,3,,,,"Jackson, Ivan F.",,,,https://dblp.org/rec/journals/jitech/Jackson89,DBLP
000135,article,10.1057/JIT.1989.36,Journal of Information Technology,Information Systems Planning and Alignment - A Progress Assessment,1989,4,4,,,,"Jackson, Ivan F.",,,,https://dblp.org/rec/journals/jitech/Jackson89a,DBLP
000136,article,10.1057/JIT.1989.19,Journal of Information Technology,Impact of Knowledge Based Information Systems on Organisations,1989,4,3,,,,"Jamieson, Rodger and Szeto, Richard",,,,https://dblp.org/rec/journals/jitech/JamiesonS89,DBLP
000137,article,10.1057/JIT.1989.7,Journal of Information Technology,Primitives for an Information Economy,1989,4,1,,,,"Lindsay, John",,,,https://dblp.org/rec/journals/jitech/Lindsay89,DBLP
000138,article,10.1057/JIT.1989.9,Journal of Information Technology,The Systems Implications of Fourth Generation Languages,1989,4,2,,,,"Crinnion, John",,,,https://dblp.org/rec/journals/jitech/Crinnion89,DBLP
000139,article,10.1057/JIT.1989.25,Journal of Information Technology,Increase Profits with Strategic Information Systems,1989,4,3,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming89c,DBLP
000140,article,10.1057/JIT.1989.22,Journal of Information Technology,Computers and Informatics in Developing Countries,1989,4,3,,,,"Madon, Shirin",,,,https://dblp.org/rec/journals/jitech/Madon89,DBLP
000141,article,10.1057/JIT.1989.39,Journal of Information Technology,"Information Storage and Retrieval Systems - Origin, Development and Applications",1989,4,4,,,,"Mitev, Nathalie N.",,,,https://dblp.org/rec/journals/jitech/Mitev89,DBLP
000142,article,10.1057/JIT.1989.34,Journal of Information Technology,CASE Requirements for Data-Centred Business Applications,1989,4,4,,,,"Tate, Graham and Verner, June M. and Hayward, Richard G.",,,,https://dblp.org/rec/journals/jitech/TateVH89,DBLP
000143,article,10.1057/JIT.1989.38,Journal of Information Technology,"Conference report - Measuring the Value of IT Investments (25th October 1989, Cavendish Conference Centre, London)",1989,4,4,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks89e,DBLP
000144,article,10.1057/JIT.1989.13,Journal of Information Technology,Why Neural Computing?,1989,4,2,,,,"Aleksander, Igor",,,,https://dblp.org/rec/journals/jitech/Aleksander89,DBLP
000145,article,10.1057/JIT.1989.1,Journal of Information Technology,Editorial,1989,4,1,,,,"Holloway, Henry",,,,https://dblp.org/rec/journals/jitech/Holloway89,DBLP
000146,article,10.1057/JIT.1989.30,Journal of Information Technology,Communications and Networks - A handbook for the first time user,1989,4,3,,,,"Holtham, Clive",,,,https://dblp.org/rec/journals/jitech/Holtham89,DBLP
000147,article,10.1057/JIT.1989.10,Journal of Information Technology,Effective Systems - Overcoming the Obstacles,1989,4,2,,,,"Land, Frank F. and Le Quesne, P. N. and Wijegunaratne, I.",,,,https://dblp.org/rec/journals/jitech/LandQW89,DBLP
000148,article,10.1057/JIT.1989.17,Journal of Information Technology,An Overview of Intelligent Decision Systems,1989,4,3,,,,"Lee, Daniel T.",,,,https://dblp.org/rec/journals/jitech/Lee89,DBLP
000149,article,10.1057/JIT.1989.35,Journal of Information Technology,Object-Oriented Application on Data Modelling and Knowledge Representation - A System Integration Approach,1989,4,4,,,,"Lee, Daniel T.",,,,https://dblp.org/rec/journals/jitech/Lee89a,DBLP
000150,article,10.1057/JIT.1989.14,Journal of Information Technology,Women Into Computing - First National Conference,1989,4,2,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming89,DBLP
000151,article,10.1057/JIT.1989.21,Journal of Information Technology,CASE '89 - A Report by Anne Leeming,1989,4,3,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming89a,DBLP
000152,article,10.1057/JIT.1989.24,Journal of Information Technology,The Good Software Guide,1989,4,3,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming89b,DBLP
000153,article,10.1057/JIT.1989.8,Journal of Information Technology,Editorial,1989,4,2,,,,"Leeming, Anne and Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/LeemingW89,DBLP
000154,article,10.1057/JIT.1989.16,Journal of Information Technology,Editorial,1989,4,3,,,,"Leeming, Anne and Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/LeemingW89a,DBLP
000155,article,10.1057/JIT.1989.32,Journal of Information Technology,Editorial,1989,4,4,,,,"Leeming, Anne and Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/LeemingW89b,DBLP
000156,article,10.1057/JIT.1989.37,Journal of Information Technology,Internal Auditors and the Prevention and Detection of Computer Fraud,1989,4,4,,,,"Marston, Claire and Dixon, Rob and Collier, Paul A.",,,,https://dblp.org/rec/journals/jitech/MarstonDC89,DBLP
000157,article,10.1057/JIT.1989.20,Journal of Information Technology,An Empirical Analysis of Spreadsheet Usage - A solution storing up problems?,1989,4,3,,,,"Mason, David",,,,https://dblp.org/rec/journals/jitech/Mason89,DBLP
000158,article,10.1057/JIT.1989.6,Journal of Information Technology,Managing Data in a Complex Systems Environment,1989,4,1,,,,"Moreton, Robert",,,,https://dblp.org/rec/journals/jitech/Moreton89,DBLP
000159,article,10.1057/JIT.1989.31,Journal of Information Technology,The On-Line Consultant,1989,4,3,,,,"Sargent, Goff",,,,https://dblp.org/rec/journals/jitech/Sargent89,DBLP
000160,article,10.1057/JIT.1989.5,Journal of Information Technology,"Integral, Implicitly Intelligent Systems",1989,4,1,,,,"Spigel, Ivo",,,,https://dblp.org/rec/journals/jitech/Spigel89,DBLP
000161,article,10.1057/JIT.1989.26,Journal of Information Technology,Commonsense Computer Security,1989,4,3,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks89a,DBLP
000162,article,10.1057/JIT.1989.27,Journal of Information Technology,Intelligent Robotics,1989,4,3,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks89b,DBLP
000163,article,10.1057/JIT.1989.28,Journal of Information Technology,Managing the Software Process,1989,4,3,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks89c,DBLP
000164,article,10.1057/JIT.1989.29,Journal of Information Technology,Taming Your Company Computer,1989,4,3,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks89d,DBLP
000165,article,10.1057/JIT.1989.40,Journal of Information Technology,XSEL's Progress - The Continuing Journey of an Expert System,1989,4,4,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks89f,DBLP
000166,article,10.1057/JIT.1989.11,Journal of Information Technology,IT Systems Implementation - Research Findings from the Public Sector,1989,4,2,,,,"Willcocks, Leslie P. and Mark, Annabelle L.",,,,https://dblp.org/rec/journals/jitech/WillcocksM89,DBLP
000167,article,10.1057/JIT.1989.15,Journal of Information Technology,New Techology and Industrial Relations,1989,4,2,,,,,,,,https://dblp.org/rec/journals/jitech/X89,DBLP
000168,article,10.1057/JIT.1994.22,Journal of Information Technology,Coping with information technology? How British executives perceive the key information systems management issues in the mid-1990s,1994,9,3,,,,"Galliers, Robert D. and Merali, Yasmin and Spearing, Laura",,,,https://dblp.org/rec/journals/jitech/GalliersMS94,DBLP
000169,article,10.1057/JIT.1990.31,Journal of Information Technology,Information systems forensics,1990,5,3,,,,"Collier, Paul A. and Spaul, Barry J.",,,,https://dblp.org/rec/journals/jitech/CollierS90,DBLP
000170,article,10.1057/JIT.1990.12,Journal of Information Technology,"Information technology - the catalyst for change, CBI 1990",1990,5,1,,,,"Harris, Martin",,,,https://dblp.org/rec/journals/jitech/Harris90b,DBLP
000171,article,10.1057/JIT.1990.13,Journal of Information Technology,Information Economics - linking business performance to information technology,1990,5,1,,,,"Lester, Stephanie",,,,https://dblp.org/rec/journals/jitech/Lester90,DBLP
000172,article,10.1057/JIT.1990.42,Journal of Information Technology,Managing IS benefits for the 1990s,1990,5,4,,,,"Silk, David J.",,,,https://dblp.org/rec/journals/jitech/Silk90,DBLP
000173,article,10.1057/JIT.1990.39,Journal of Information Technology,Audit Commission Management Papers Number 7. Preparing an Information Technology Strategy - Making IT Happen,1990,5,3,,,,"Griffiths, Catherine",,,,https://dblp.org/rec/journals/jitech/Griffiths90,DBLP
000174,article,10.1057/JIT.1990.8,Journal of Information Technology,Excellence and the IT factor - information technology inside excellent companies in Britain,1990,5,1,,,,"Holt, Edward",,,,https://dblp.org/rec/journals/jitech/Holt90,DBLP
000175,article,10.1057/JIT.1990.32,Journal of Information Technology,Soft information systems,1990,5,3,,,,"Jackson, Ivan F. and Hosking, David",,,,https://dblp.org/rec/journals/jitech/JacksonH90,DBLP
000176,article,10.1057/JIT.1990.2,Journal of Information Technology,Policy for the Journal of Information Technology,1990,5,1,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming90,DBLP
000177,article,10.1057/JIT.1990.6,Journal of Information Technology,Selfconscious or unselfconscious software design?,1990,5,1,,,,"Loomes, Martin J.",,,,https://dblp.org/rec/journals/jitech/Loomes90,DBLP
000178,article,10.1057/JIT.1990.47,Journal of Information Technology,'Hybrids' - a critical force in the application of information technology in the nineties,1990,5,4,,,,"Palmer, Colin",,,,https://dblp.org/rec/journals/jitech/Palmer90,DBLP
000179,article,10.1057/JIT.1990.33,Journal of Information Technology,Themes and issues in an information polity,1990,5,3,,,,"Taylor, John A. and Williams, Howard",,,,https://dblp.org/rec/journals/jitech/TaylorW90,DBLP
