id,ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,doi,year,note
1758,P_001789,1789,pdf,4.0,46.0,IS ORGANIZATIONAL COMMITMENT TO IT GOOD FOR EMPLOYEES? THE ROLE OF INDUSTRY DYNAMISM AND CONCENTRATION 1,MIS Quarterly,"Engelen, Andreas and Rieger, Verena and Wehner, Marius C and Heidemann, Fabian",lfoppiano/grobid:0.8.1,data/pdfs/46_4/ContentServer (22).pdf,article,10.25300/MISQ/2022/16588,,
1759,P_001790,1790,pdf,4.0,46.0,"HOW GREEN INFORMATION TECHNOLOGY STANDARDS AND STRATEGIES INFLUENCE PERFORMANCE: ROLE OF ENVIRONMENT, COST AND DUAL FOCUS 1",MIS Quarterly,"Saldanha, Terence J V and Mithas, Sunil and Khuntia, Jiban and Whitaker, Jonathan and Melville, Nigel P and Ross, Stephen M",lfoppiano/grobid:0.8.1,data/pdfs/46_4/ContentServer (21).pdf,article,10.25300/MISQ/2022/16824,,
1760,P_001791,1791,pdf,4.0,46.0,REPAIRING INTEGRITY-BASED TRUST VIOLATIONS IN ASCRIPTION DISPUTES FOR POTENTIAL E-COMMERCE CUSTOMERS 1,MIS Quarterly,"Deng, Honglin and Wang, Weiquan and Lim, Kai H",lfoppiano/grobid:0.8.1,data/pdfs/46_4/ContentServer (8).pdf,article,10.25300/MISQ/2022/15679,,
1761,P_001792,1792,pdf,4.0,46.0,Reflections on the 2021 Impact Award: Why Privacy Still Matters,MIS Quarterly,"Xu, Heng",lfoppiano/grobid:0.8.1,data/pdfs/46_4/ContentServer.pdf,article,,,
1762,P_001793,1793,pdf,4.0,46.0,DIGITAL STRATEGIC INITIATIVES AND DIGITAL RESOURCES: CONSTRUCT DEFINITION AND FUTURE RESEARCH DIRECTIONS 1,MIS Quarterly,"Piccoli, Gabriele and Rodriguez, Joaquin and Grover, Varun",lfoppiano/grobid:0.8.1,data/pdfs/46_4/ContentServer (16).pdf,article,10.25300/MISQ/2022/17061,,
1763,P_001794,1794,pdf,4.0,46.0,IMPACT OF RIDE-HAILING SERVICES ON TRANSPORTATION MODE CHOICES: EVIDENCE FROM TRAFFIC AND TRANSIT RIDERSHIP 1,MIS Quarterly,"Lee, Kyunghee and Jin, Jenny and Animesh, Animesh and Ramaprasad, Jui",lfoppiano/grobid:0.8.1,data/pdfs/46_4/ContentServer (5).pdf,article,10.25300/MISQ/2022/15707,,
1764,P_001795,1795,pdf,4.0,46.0,AN EMPIRICAL INVESTIGATION OF COMPANY RESPONSE TO DATA BREACHES 1,MIS Quarterly,"Nikkhah, Hamid Reza and Grover, Varun",lfoppiano/grobid:0.8.1,data/pdfs/46_4/ContentServer (12).pdf,article,10.25300/MISQ/2022/16609,,
1765,P_001796,1796,pdf,4.0,46.0,COMPARING COMPETING SYSTEMS: AN EXTENSION OF THE INFORMATION SYSTEMS CONTINUANCE MODEL 1,MIS Quarterly,"Lin, Julian and Yin, Jiamin and Kwok, Kee and Wei and Hock, Chuan and Chan and Hock, Hai and Teo",lfoppiano/grobid:0.8.1,data/pdfs/46_4/ContentServer (4).pdf,article,10.25300/MISQ/2022/12309,,
1766,P_001797,1797,pdf,1.0,47.0,UNINTENDED EMOTIONAL EFFECTS OF ONLINE HEALTH COMMUNITIES: A TEXT MINING-SUPPORTED EMPIRICAL STUDY 1,MIS Quarterly,"Zhou, Jiaqi and Zhang, Qingpeng and Zhou, Sijia and Li, Xin and Zhang, Michael",lfoppiano/grobid:0.8.1,data/pdfs/47_1/ZhouZhangZhouEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/17018,,
1767,P_001798,1798,pdf,1.0,47.0,"WHERE IS IT IN INFORMATION SECURITY? THE INTERRELATIONSHIP AMONG IT INVESTMENT, SECURITY AWARENESS, AND DATA BREACHES 1",MIS Quarterly,"Li, Wilson Weixun and Chung, Alvin and Leung, Man and Yue, Wei Thoo",lfoppiano/grobid:0.8.1,data/pdfs/47_1/LiChungLeungEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/15713,,
1768,P_001799,1799,pdf,1.0,47.0,UNLOCKING THE POWER OF VOICE FOR FINANCIAL RISK PREDICTION: A THEORY-DRIVEN DEEP LEARNING DESIGN APPROACH 1,MIS Quarterly,"Yang, Yi and Qin, Yu and Fan, Yangyang and Zhang, Zhongju and Carey, W. P",lfoppiano/grobid:0.8.1,data/pdfs/47_1/YangQinFanEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/17062,,
1769,P_001800,1800,pdf,1.0,47.0,RESILIENCE IN THE OPEN SOURCE SOFTWARE COMMUNITY: HOW PANDEMIC AND UNEMPLOYMENT SHOCKS INFLUENCE CONTRIBUTIONS TO OTHERS' AND ONE'S OWN PROJECTS 1,MIS Quarterly,"Malgonde, Onkar S and Brint, G. and Saldanha, Terence J V and Mithas, Sunil",lfoppiano/grobid:0.8.1,data/pdfs/47_1/MalgondeBrintSaldanhaEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/17256,,
1770,P_001801,1801,pdf,1.0,47.0,DATA IS THE NEW PROTEIN: HOW THE COMMONWEALTH OF VIRGINIA BUILT DIGITAL RESILIENCE MUSCLE AND REBOUNDED FROM OPIOID AND COVID SHOCKS 1,MIS Quarterly,"Tremblay, Monica Chiarini and Kohli, Rajiv and Mason, Raymond A and Rivero, Carlos",lfoppiano/grobid:0.8.1,data/pdfs/47_1/TremblayKohliMasonEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/17260,,
1771,P_001802,1802,pdf,1.0,47.0,EDITOR'S COMMENTS RESEARCH ARTICLE,MIS Quarterly,"Burton-Jones, Andrew and Gray, Peter and Majchrzak, Ann",lfoppiano/grobid:0.8.1,data/pdfs/47_1/ContentServer (1).pdf,article,,,
1772,P_001803,1803,pdf,1.0,47.0,PUTTING RELIGIOUS BIAS IN CONTEXT: HOW OFFLINE AND ONLINE CONTEXTS SHAPE RELIGIOUS BIAS IN ONLINE PROSOCIAL LENDING 1,MIS Quarterly,"Sabzehzar, Amin and Burtch, Gordon and Hong, Yili and Raghu, T. S",lfoppiano/grobid:0.8.1,data/pdfs/47_1/SabzehzarBurtchHongEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/16959,,
1773,P_001804,1804,pdf,1.0,47.0,IT DEPENDS ON WHEN YOU SEARCH 1,MIS Quarterly,"Li, Jun and Liu, Xianwei and Ye, Qiang and Zhao, Feng and Zhao, Xiaofei",lfoppiano/grobid:0.8.1,data/pdfs/47_1/LiLiuYeEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/17234,,
1774,P_001805,1805,pdf,1.0,47.0,RESPONDING TO ONLINE REVIEWS IN COMPETITIVE MARKETS: A CONTROLLED DIFFUSION APPROACH 1 Mingwen Yang,MIS Quarterly,"Zheng, Eric and Mookerjee, Vijay and Chen, Hongyu",lfoppiano/grobid:0.8.1,data/pdfs/47_1/ZhengMookerjeeChenUNKNOWN.pdf,article,10.25300/MISQ/2022/16163,,
1775,P_001806,1806,pdf,1.0,47.0,CYBERSLACKING IN THE WORKPLACE: ANTECEDENTS AND EFFECTS ON JOB PERFORMANCE 1,MIS Quarterly,"Venkatesh, Viswanath and Cheung, Christy M K and Davis, Fred D and Lee, Zach W Y",lfoppiano/grobid:0.8.1,data/pdfs/47_1/VenkateshCheungDavisEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/14985,,
1776,P_001807,1807,pdf,1.0,47.0,UNDERSTANDING THE DIGITAL RESILIENCE OF PHYSICIANS DURING THE COVID-19 PANDEMIC: AN EMPIRICAL STUDY 1,MIS Quarterly,"Liu, Yinghao and Xu, Xin and Jin, Yong and Deng, Honglin",lfoppiano/grobid:0.8.1,data/pdfs/47_1/LiuXuJinEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/17248,,
1777,P_001808,1808,pdf,1.0,47.0,KNOW YOUR FIRM: MANAGING SOCIAL MEDIA ENGAGEMENT TO IMPROVE FIRM SALES PERFORMANCE 1,MIS Quarterly,"Ren, Fei and Tan, Yong and Wan, Fei",lfoppiano/grobid:0.8.1,data/pdfs/47_1/RenTanWanUNKNOWN.pdf,article,10.25300/MISQ/2022/16162,,
1778,P_001809,1809,pdf,1.0,47.0,GETTING TRAPPED IN TECHNICAL DEBT: SOCIOTECHNICAL ANALYSIS OF A LEGACY SYSTEM'S REPLACEMENT 1,MIS Quarterly,"Rinta-Kahila, Tapani and Penttinen, Esko and Lyytinen, Kalle",lfoppiano/grobid:0.8.1,data/pdfs/47_1/RintaKahilaPenttinenLyytinenUNKNOWN.pdf,article,10.25300/MISQ/2022/16711,,
1779,P_001810,1810,pdf,1.0,47.0,THE VALUE OF CENTRALIZED IT IN BUILDING RESILIENCE DURING CRISES: EVIDENCE FROM U.S. HIGHER EDUCATION'S TRANSITION TO EMERGENCY REMOTE TEACHING 1,MIS Quarterly,"Park, Jiyong and Son, Yoonseock and Angst, Corey M",lfoppiano/grobid:0.8.1,data/pdfs/47_1/ParkSonAngstUNKNOWN.pdf,article,10.25300/MISQ/2022/17265,,
1780,P_001811,1811,pdf,1.0,47.0,UNIFYING ALGORITHMIC AND THEORETICAL PERSPECTIVES: EMOTIONS IN ONLINE REVIEWS AND SALES 1,MIS Quarterly,"Yu, Yifan and Yang, Yang and Huang, Jinghua and Tan, Yong",lfoppiano/grobid:0.8.1,data/pdfs/47_1/YuYangHuangEtAlUNKNOWN.pdf,article,10.25300/MISQ/2022/16600,,
1781,P_001812,1812,pdf,1.0,47.0,SPECIAL ISSUE: DIGITAL RESILIENCE,MIS Quarterly,"Boh, Waifong and Constantinides, Panos and Padmanabhan, Balaji and Viswanathan, Siva",lfoppiano/grobid:0.8.1,data/pdfs/47_1/ContentServer (12).pdf,article,,,
1782,P_001813,1813,pdf,1.0,47.0,EXPERTS VS. NONEXPERTS IN ONLINE CROWDFUNDING MARKETS 1,MIS Quarterly,"Lin, Mingfeng and Sias, Richard W and Wei, Zaiyan",lfoppiano/grobid:0.8.1,data/pdfs/47_1/LinSiasWeiUNKNOWN.pdf,article,10.25300/MISQ/2022/17321,,
1783,P_001815,1815,pdf,3.0,47.0,CROWDFUNDING SUCCESS EFFECTS ON FINANCING OUTCOMES FOR STARTUPS: A SIGNALING THEORY PERSPECTIVE 1,MIS Quarterly,"Ryu, Sunghan and Kim, Keongtae and Hahn, Jungpil",lfoppiano/grobid:0.8.1,data/pdfs/47_3/RyuKimHahn2022.pdf,article,10.25300/MISQ/2022/16620,,
1784,P_001816,1816,pdf,3.0,47.0,NUDGING PRIVATE RYAN: MOBILE MICROGIVING UNDER ECONOMIC INCENTIVES AND AUDIENCE EFFECTS 1,MIS Quarterly,"Lee, Dongwon and Gopal, Anandasivam and Lee, Dokyun and Shin, Dongwook",lfoppiano/grobid:0.8.1,data/pdfs/47_3/LeeGopalLeeEtAl2022.pdf,article,10.25300/MISQ/2022/16643,,
1785,P_001817,1817,pdf,3.0,47.0,THE POWER OF IDENTITY CUES IN TEXT-BASED CUSTOMER SERVICE: EVIDENCE FROM TWITTER 1,MIS Quarterly,"Gao, Yang and Rui, Huaxia and Sun, Shujing",lfoppiano/grobid:0.8.1,data/pdfs/47_3/GaoRuiSun2022.pdf,article,10.25300/MISQ/2022/17366,,
1786,P_001818,1818,pdf,3.0,47.0,ECONOMIC IMPACTS OF PLATFORM-ENDORSED QUALITY CERTIFICATION: EVIDENCE FROM AIRBNB 1,MIS Quarterly,"Dewan, Sanjeev and Kim, Jooho and Nian, Tingting",lfoppiano/grobid:0.8.1,data/pdfs/47_3/DewanKimNian2022.pdf,article,10.25300/MISQ/2022/16958,,
1787,P_001819,1819,pdf,3.0,47.0,CUSTOMER COMPLAINT AVOIDANCE: A RANDOMIZED FIELD EXPERIMENT OF PLATFORM GOVERNANCE BASED ON VALUE CO-CREATION AND APPROPRIATION 1,MIS Quarterly,"Zhao, Xia and Song, Peijian and Shi, Lanfei and Xue, Ling and Feng, Fan",lfoppiano/grobid:0.8.1,data/pdfs/47_3/ZhaoSongShiEtAl2022.pdf,article,10.25300/MISQ/2022/17000,,
1788,P_001820,1820,pdf,3.0,47.0,STANDARDIZE OR LET A THOUSAND FLOWERS BLOOM? INTERFACE DESIGN COORDINATION BETWEEN SOFTWARE PLATFORMS AND HOSTED APPS 1,MIS Quarterly,"Zhang, Cheng and Song, Peijian and Lim, Kai",lfoppiano/grobid:0.8.1,data/pdfs/47_3/ZhangSongLim2022.pdf,article,10.25300/MISQ/2022/16484,,
1789,P_001821,1821,pdf,3.0,47.0,LET ARTIFICIAL INTELLIGENCE BE YOUR SHELF WATCHDOG: THE IMPACT OF INTELLIGENT IMAGE PROCESSING-POWERED SHELF MONITORING ON PRODUCT SALES 1,MIS Quarterly,"Deng, Yipu and Zheng, Jinyang and Huang, Liqiang and Kannan, Karthik",lfoppiano/grobid:0.8.1,data/pdfs/47_3/DengZhengHuangEtAl2022.pdf,article,10.25300/MISQ/2022/16813,,
1790,P_001822,1822,pdf,3.0,47.0,MOTIVATING USER-GENERATED CONTENT: THE UNINTENDED CONSEQUENCES OF INCENTIVE THRESHOLDS 1,MIS Quarterly,"He, Liuyi and Luo, Jifeng and Tang, Yisong and Wu, Zhiyan and Zhang, Han",lfoppiano/grobid:0.8.1,data/pdfs/47_3/HeLuoTangEtAl2022.pdf,article,10.25300/MISQ/2022/17369,,
1791,P_001823,1823,pdf,3.0,47.0,ROLEX: A NOVEL METHOD FOR INTERPRETABLE MACHINE LEARNING USING ROBUST LOCAL EXPLANATIONS 1,MIS Quarterly,"Kim, Raymond ) and Srinivasan, Karthik and Kong, Sung Hye and Kim, Jung Hee and Shin, Chan Soo and Ram, Sudha",lfoppiano/grobid:0.8.1,data/pdfs/47_3/KimSrinivasanKongEtAl2022.pdf,article,10.25300/MISQ/2022/17141,,
1792,P_001824,1824,pdf,3.0,47.0,EDITOR'S COMMENTS,MIS Quarterly,"Burton-Jones, Andrew",lfoppiano/grobid:0.8.1,data/pdfs/47_3/retrieve.pdf,article,,,
1793,P_001825,1825,pdf,3.0,47.0,EXPLOITING EXPERT KNOWLEDGE FOR ASSIGNING FIRMS TO INDUSTRIES: A NOVEL DEEP LEARNING METHOD 1,MIS Quarterly,"Zhao, Xiaohang and Fang, Xiao and He, Jing and Huang, Lihua",lfoppiano/grobid:0.8.1,data/pdfs/47_3/ZhaoFangHeEtAl2022.pdf,article,10.25300/MISQ/2022/17171,,
1794,P_001826,1826,pdf,3.0,47.0,ARE IT PROFESSIONALS UNIQUE? A SECOND-ORDER META-ANALYTIC COMPARISON OF TURNOVER INTENTIONS ACROSS OCCUPATIONS 1,MIS Quarterly,"Zaza, Sam and Joseph, Damien and Armstrong, Deborah J",lfoppiano/grobid:0.8.1,data/pdfs/47_3/ZazaJosephArmstrong2022.pdf,article,10.25300/MISQ/2022/16951,,
1795,P_001827,1827,pdf,3.0,47.0,"THE COST OF FREE: THE EFFECTS OF ""WAIT-FOR-FREE"" PRICING SCHEMES ON THE MONETIZATION OF SERIALIZED DIGITAL CONTENT 1",MIS Quarterly,"Choi, Angela Aerry and Rhee, Ki-Eun and Yoon, Chamna and Oh, Wonseok",lfoppiano/grobid:0.8.1,data/pdfs/47_3/ChoiRheeYoonEtAl2022.pdf,article,10.25300/MISQ/2022/17196,,
1796,P_001828,1828,pdf,3.0,47.0,EQUALITY DOES NOT MAKE YOU HAPPY: EFFECTS OF DIFFERENTIATED LEADER-MEMBER EXCHANGE AND TEAM-MEMBER EXCHANGE ON DEVELOPER SATISFACTION IN AGILE DEVELOPMENT TEAMS 1,MIS Quarterly,"Venkatesh, Viswanath and Thong, James Y L and Spohrer, Kai and Chan, Frank K Y and Arora, Ankur and Hoehle, Hartmut and Venkatraman, Srinivasan",lfoppiano/grobid:0.8.1,data/pdfs/47_3/VenkateshThongSpohrerEtAl2022.pdf,article,10.25300/MISQ/2022/15358,,
1797,P_001829,1829,pdf,3.0,47.0,COMPETING FOR TEMPORARY ADVANTAGE IN A HYPERCOMPETITIVE MOBILE APP MARKET 1,MIS Quarterly,"James, Tabitha L and Qiao, Zhilei and Shen, Wenqi and Wang, G. Alan and Fan, Weiguo",lfoppiano/grobid:0.8.1,data/pdfs/47_3/JamesQiaoShenEtAl2022.pdf,article,10.25300/MISQ/2022/15079,,
1798,P_001830,1830,pdf,2.0,47.0,THE FAULT IN OUR STARS: MOLECULAR GENETICS AND INFORMATION TECHNOLOGY USE 1,MIS Quarterly,"Brown, Susan A and Sias, Richard W",lfoppiano/grobid:0.8.1,data/pdfs/47_2/BrownSias2023.pdf,article,10.25300/MISQ/2022/17075,,
1799,P_001831,1831,pdf,2.0,47.0,DIFFERENTIAL EFFECTS OF MULTIDIMENSIONAL REVIEW EVALUATIONS ON PRODUCT SALES FOR MAINSTREAM VS. NICHE PRODUCTS 1,MIS Quarterly,"Zheng, Xin and Cao, Jisu and Hong, Yili and Yang, Sha and Ren, Xingyao",lfoppiano/grobid:0.8.1,data/pdfs/47_2/ZhengCaoHongEtAl2023.pdf,article,10.25300/MISQ/2022/15469,,
1800,P_001832,1832,pdf,2.0,47.0,CATCHING THE FAST PAYMENTS TREND: OPTIMAL DESIGNS AND LEADERSHIP STRATEGIES OF RETAIL PAYMENT AND SETTLEMENT SYSTEMS 1,MIS Quarterly,"Guo, Zhiling and Ma, Dan",lfoppiano/grobid:0.8.1,data/pdfs/47_2/GuoMa2023.pdf,article,10.25300/MISQ/2022/16776,,
1801,P_001833,1833,pdf,2.0,47.0,PICTURES THAT ARE WORTH A THOUSAND DONATIONS: HOW EMOTIONS IN PROJECT IMAGES DRIVE THE SUCCESS OF ONLINE CHARITY FUNDRAISING CAMPAIGNS? AN IMAGE DESIGN PERSPECTIVE 1,MIS Quarterly,"Hou, Jian-Ren and Zhang, Jie and Zhang, Kunpeng",lfoppiano/grobid:0.8.1,data/pdfs/47_2/HouZhangZhang2023.pdf,article,10.25300/MISQ/2022/17164,,
1802,P_001834,1834,pdf,2.0,47.0,BUILDING A REPUTATION AS A BUSINESS PARTNER IN INFORMATION TECHNOLOGY OUTSOURCING 1,MIS Quarterly,"Kotlarsky, Julia and Rivard, Suzanne and Oshri, Ilan",lfoppiano/grobid:0.8.1,data/pdfs/47_2/KotlarskyRivardOshri2023.pdf,article,10.25300/MISQ/2022/15554,,
1803,P_001835,1835,pdf,2.0,47.0,THE PERSUASIVE POWER OF EMOTICONS IN ELECTRONIC WORD-OF-MOUTH COMMUNICATION ON SOCIAL NETWORKING SERVICES 1,MIS Quarterly,"Qiu, Lingyun and Wang, Weiquan and Pang, Jun",lfoppiano/grobid:0.8.1,data/pdfs/47_2/QiuWangPang2023.pdf,article,10.25300/MISQ/2022/16300,,
1804,P_001836,1836,pdf,2.0,47.0,ON THE DIFFERENCES BETWEEN VIEW-BASED AND PURCHASE-BASED RECOMMENDER SYSTEMS 1,MIS Quarterly,"Peng, Jing and Liang, Chen",lfoppiano/grobid:0.8.1,data/pdfs/47_2/PengLiang2023.pdf,article,10.25300/MISQ/2022/17875,,
1805,P_001837,1837,pdf,2.0,47.0,DO EARLY WORDS FROM NEW VENTURES PREDICT FUNDRAISING? A COMPARATIVE VIEW OF SOCIAL MEDIA NARRATIVES 1,MIS Quarterly,"Havakhor, Taha and Golmohammadi, Alireza and Walton, Sam M",lfoppiano/grobid:0.8.1,data/pdfs/47_2/HavakhorGolmohammadiSabherwalEtAl2023.pdf,article,10.25300/MISQ/2022/16392,,
1806,P_001838,1838,pdf,2.0,47.0,EQUITY CROWDFUNDING AND ACCESS TO CAPITAL FOR USER ENTREPRENEURS: EVIDENCE FROM A RANDOMIZED FIELD EXPERIMENT 1,MIS Quarterly,"Bapna, Sofia and Ganco, Martin",lfoppiano/grobid:0.8.1,data/pdfs/47_2/BapnaGanco2023.pdf,article,10.25300/MISQ/2022/17006,,
1807,P_001839,1839,pdf,2.0,47.0,THE VOICE OF COMMERCE: HOW SMART SPEAKERS RESHAPE DIGITAL CONTENT CONSUMPTION AND PREFERENCES 1,MIS Quarterly,"Son, Yoonseock and Oh, Wonseok and Im, Il",lfoppiano/grobid:0.8.1,data/pdfs/47_2/SonOhIm2023.pdf,article,10.25300/MISQ/2022/17333,,
1808,P_001840,1840,pdf,2.0,47.0,EDITOR'S COMMENTS RESEARCH ARTICLE,MIS Quarterly,"Burton-Jones, Andrew",lfoppiano/grobid:0.8.1,data/pdfs/47_2/retrieve.pdf,article,,,
1809,P_001841,1841,pdf,2.0,47.0,AMBIVALENCE IS BETTER THAN INDIFFERENCE: A BEHAVIORAL AND NEUROPHYSIOLOGICAL ASSESSMENT OF AMBIVALENCE IN ONLINE ENVIRONMENTS 1,MIS Quarterly,"Lakhiwal, Akshat and Bala, Hillol and Léger, Pierre-Majorique",lfoppiano/grobid:0.8.1,data/pdfs/47_2/LakhiwalBalaLeger2023.pdf,article,10.25300/MISQ/2022/17123,,
1810,P_001842,1842,pdf,2.0,47.0,UNEMPLOYMENT AND ONLINE LABOR: EVIDENCE FROM MICROTASKING 1,MIS Quarterly,"Laitenberger, Ulrich and Viete, Steffen and Slivko, Olga and Kummer, Michael and Borchert, Kathrin and Hirth, Matthias",lfoppiano/grobid:0.8.1,data/pdfs/47_2/LaitenbergerVieteSlivkoEtAl2023.pdf,article,10.25300/MISQ/2022/17347,,
1811,P_001843,1843,pdf,2.0,47.0,FROM BITS TO ATOMS: OPEN SOURCE HARDWARE AT CERN 1,MIS Quarterly,"Priego, Laia Pujol and Wareham, Jonathan",lfoppiano/grobid:0.8.1,data/pdfs/47_2/PriegoWareham2023.pdf,article,10.25300/MISQ/2022/16733,,
1812,P_001844,1844,pdf,2.0,47.0,PHISHING SUSCEPTIBILITY IN CONTEXT: A MULTILEVEL INFORMATION PROCESSING PERSPECTIVE ON DECEPTION DETECTION 1,MIS Quarterly,"Wright, Ryan T and Johnson, Steven L and Kitchens, Brent",lfoppiano/grobid:0.8.1,data/pdfs/47_2/WrightJohnsonKitchens2023.pdf,article,10.25300/MISQ/2022/16625,,
1813,P_001845,1845,pdf,2.0,47.0,REPUTATION SPILLOVER FROM AGENCIES ON ONLINE PLATFORMS: EVIDENCE FROM THE ENTERTAINMENT INDUSTRY 1,MIS Quarterly,"Kokkodis, Marios and Adamopoulos, Panagiotis and Ransbotham, Sam",lfoppiano/grobid:0.8.1,data/pdfs/47_2/KokkodisAdamopoulosRansbotham2023.pdf,article,10.25300/MISQ/2022/17432,,
1814,P_001846,1846,pdf,4.0,47.0,Affordances and Agency: Toward the Clarification and Integration of Fractured Concepts 1,MIS Quarterly,"Leonardi, Paul",lfoppiano/grobid:0.8.1,data/pdfs/47_4/retrieve (1).pdf,article,,,
1815,P_001847,1847,pdf,4.0,47.0,HOW EPHEMERALITY FEATURES AFFECT USER ENGAGEMENT WITH SOCIAL MEDIA PLATFORMS 1,MIS Quarterly,"Lehrer, Christiane and Constantiou, Ioanna and Matt, Christian and Hess, Thomas",lfoppiano/grobid:0.8.1,data/pdfs/47_4/LehrerConstantiouMattEtAl2023.pdf,article,10.25300/MISQ/2023/17085,,
1816,P_001848,1848,pdf,4.0,47.0,PROFIT VS. EQUALITY? THE CASE OF FINANCIAL RISK ASSESSMENT AND A NEW PERSPECTIVE ON ALTERNATIVE DATA 1,MIS Quarterly,"Lu, Tian and Zhang, Yingjie and Li, Beibei",lfoppiano/grobid:0.8.1,data/pdfs/47_4/LuZhangLi2023.pdf,article,10.25300/MISQ/2023/17330,,
1817,P_001849,1849,pdf,4.0,47.0,COMPARING PLATFORM OWNERS' EARLY AND LATE ENTRY INTO COMPLEMENTARY MARKETS 1,MIS Quarterly,"Shi, Runyu and Aaltonen, Aleksi and Henfridsson, Ola and Gopal, Ram D",lfoppiano/grobid:0.8.1,data/pdfs/47_4/ShiAaltonenHenfridssonEtAl2023.pdf,article,10.25300/MISQ/2023/17413,,
1818,P_001850,1850,pdf,4.0,47.0,HOW AI-BASED SYSTEMS CAN INDUCE REFLECTIONS: THE CASE OF AI-AUGMENTED DIAGNOSTIC WORK 1,MIS Quarterly,"Abdel-Karim, Benjamin M and Pfeuffer, Nicolas and Carl, K. Valerie and Hinz, Oliver",lfoppiano/grobid:0.8.1,data/pdfs/47_4/AbdelKarimPfeufferCarlEtAl2023.pdf,article,10.25300/MISQ/2022/16773,,
1819,P_001851,1851,pdf,4.0,47.0,REVIEWING FROM A DISTANCE: UNCOVERING ASYMMETRIC MODERATIONS OF SPATIAL AND TEMPORAL DISTANCE BETWEEN SENTIMENT NEGATIVITY AND RATING 1,MIS Quarterly,"Neumann, Jürgen and Gutt, Dominik and Kundisch, Dennis",lfoppiano/grobid:0.8.1,data/pdfs/47_4/NeumannGuttKundisch2023.pdf,article,10.25300/MISQ/2022/17037,,
1820,P_001852,1852,pdf,4.0,47.0,PREJUDICED AGAINST THE MACHINE? IMPLICIT ASSOCIATIONS AND THE TRANSIENCE OF ALGORITHM AVERSION 1,MIS Quarterly,"Turel, Ofir and Kalhan, Shivam",lfoppiano/grobid:0.8.1,data/pdfs/47_4/TurelKalhan2023.pdf,article,10.25300/MISQ/2022/17961,,
1821,P_001853,1853,pdf,4.0,47.0,REVIEW MODERATION TRANSPARENCY AND ONLINE REVIEWS: EVIDENCE FROM A NATURAL EXPERIMENT 1,MIS Quarterly,"Lianlian, Dorothy and Jiang and Ravichandran, T. and Kuruzovich, Jason",lfoppiano/grobid:0.8.1,data/pdfs/47_4/JiangRavichandranKuruzovich2023.pdf,article,10.25300/MISQ/2023/16216,,
1822,P_001854,1854,pdf,4.0,47.0,DEPICTING RISK PROFILE OVER TIME: A NOVEL MULTIPERIOD LOAN DEFAULT PREDICTION APPROACH 1,MIS Quarterly,"Wang, Zhao and Jiang, Cuiqing and Zhao, Huimin",lfoppiano/grobid:0.8.1,data/pdfs/47_4/WangJiangZhao2023.pdf,article,10.25300/MISQ/2022/17491,,
1823,P_001855,1855,pdf,4.0,47.0,DOES IT ENABLE COLLUSION OR COMPETITION: EXAMINING THE EFFECTS OF IT ON SERVICE PRICING IN MULTIMARKET MULTIHOSPITAL SYSTEMS 1,MIS Quarterly,"Du, Kui and Tanriverdi, Hüseyin",lfoppiano/grobid:0.8.1,data/pdfs/47_4/DuTanriverdi2023.pdf,article,10.25300/MISQ/2022/16764,,
1824,P_001856,1856,pdf,4.0,47.0,CAN FACT-CHECKING INFLUENCE USER BELIEFS ABOUT MISINFORMATION CLAIMS: AN EXAMINATION OF CONTINGENT EFFECTS 1,MIS Quarterly,"Bhattacherjee, Anol",lfoppiano/grobid:0.8.1,data/pdfs/47_4/Bhattacherjee2023.pdf,article,10.25300/MISQ/2023/17688,,
1825,P_001857,1857,pdf,4.0,47.0,EDITOR'S COMMENTS,MIS Quarterly,"Burton-Jones, Andrew",lfoppiano/grobid:0.8.1,data/pdfs/47_4/retrieve.pdf,article,,,
1826,P_001858,1858,pdf,4.0,47.0,THE EFFECT OF POSTED PRICES ON AUCTION PRICES: AN EMPIRICAL INVESTIGATION OF A MULTICHANNEL B2B MARKET 1,MIS Quarterly,"Truong, May and Gupta, Alok and Ketter, Wolfgang and Van Heck, Eric",lfoppiano/grobid:0.8.1,data/pdfs/47_4/TruongGuptaKetterEtAl2023.pdf,article,10.25300/MISQ/2022/17556,,
1827,P_001859,1859,pdf,4.0,47.0,WHAT DISRUPTS FLOW IN OFFICE WORK? THE IMPACT OF FREQUENCY AND RELEVANCE OF IT-MEDIATED INTERRUPTIONS 1,MIS Quarterly,"Nadj, Mario and Rissler, Raphael and Adam, Marc T P and Knierim, Michael T and Li, Maximilian X and Maedche, Alexander and Riedl, René",lfoppiano/grobid:0.8.1,data/pdfs/47_4/NadjRisslerAdamEtAl2023.pdf,article,10.25300/MISQ/2023/17200,,
