cluster,ID,title,author,language,abstract,pages,number,volume,year,journal,doi,ENTRYTYPE,fulltext,cited_by,url,__orig_index
712,000171,The History of the Internet: The Missing Narratives,"Campbell-Kelly, Martin and Garcia-Swartz, Daniel D",eng,"The origins of the Internet are only partially understood. It is often believed that the Internet grew as a tree from a tiny acorn, the ARPANET network set up in 1969. In this study, we argue that this interpretation is incomplete at best and seriously flawed at worst. Our article makes three contributions. First, on the basis of a wide variety of primary and secondary sources we reconstruct the history of computer networks between the late 1950s and the early 1990s. We show that the ARPANET network was one among a myriad of (commercial and non-commercial) networks that developed over that period of time – the integration of these networks into an internet was likely to happen, whether ARPANET existed or not. Second, we make a systematic effort to quantify the significance of these various networks. This allows us to visualize more clearly the extent to which the ARPANET network was one among many, and not a particularly large one at that. Third, we provide a nuanced interpretation of the rise of various technologies, including the Transmission Control Protocol/Internet Protocol and the World Wide Web, as ‘dominant designs.’ Their rise should be interpreted within the economic framework of industries with network effects, in which historical accidents bring about tipping points that lead to universal acceptance. We thus show that history matters for understanding why information systems function in the way they do.",18--33,1,28,2013,Journal of Information Technology,10.1057/JIT.2013.4,article,,34,,170
712,001233,The History of the Internet: The Missing Narratives,"Campbell-Kelly, Martin and Garcia-Swartz, Daniel D",eng,"The origins of the Internet are only partially understood. It is often believed that the Internet grew as a tree from a tiny acorn, the ARPANET network set up in 1969. In this study, we argue that this interpretation is incomplete at best and seriously flawed at worst. Our article makes three contributions. First, on the basis of a wide variety of primary and secondary sources we reconstruct the history of computer networks between the late 1950s and the early 1990s. We show that the ARPANET network was one among a myriad of (commercial and non-commercial) networks that developed over that period of time – the integration of these networks into an internet was likely to happen, whether ARPANET existed or not. Second, we make a systematic effort to quantify the significance of these various networks. This allows us to visualize more clearly the extent to which the ARPANET network was one among many, and not a particularly large one at that. Third, we provide a nuanced interpretation of the rise of various technologies, including the Transmission Control Protocol/Internet Protocol and the World Wide Web, as ‘dominant designs.’ Their rise should be interpreted within the economic framework of industries with network effects, in which historical accidents bring about tipping points that lead to universal acceptance. We thus show that history matters for understanding why information systems function in the way they do.",18--33,1,28,2013,Journal of Information Technology,10.1057/JIT.2013.4,article,,,,1232
713,000302,Strategic Systems Implementation: Diffusion through Drift,"Elbanna, Amany R",eng,"The adoption of Enterprise Resource Planning (ERP) systems follows various paths in organisations and achieves diverse results. The traditional models of diffusion of innovation applied in information systems are not sufficient to explain such variations in adoption. This study examines the process of drift in an ERP project to answer the questions of how and why drift tends to occur in such projects. It applies Actor Network Theory to interpret the data. This analytical lens reveals that a software implementation project's fate depends on each move it takes and each party involved in handling that move. Every handling of the project by different parties could present either a positive modality (that strengthens it and pushes it forward on its track) or a negative modality (that weakens its initial form and drags it onto a different direction). The study provides an alternative view of diffusion, and an explanation of drift in the ERP case that could be extended to other technological projects. It invites practitioners to monitor the various movements of their projects and to allow strategic drift in order to achieve a successful implementation.",89--96,2,23,2008,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000130,article,,16,,301
713,001364,Strategic Systems Implementation: Diffusion through Drift,"Elbanna, Amany R",eng,"The adoption of Enterprise Resource Planning (ERP) systems follows various paths in organisations and achieves diverse results. The traditional models of diffusion of innovation applied in information systems are not sufficient to explain such variations in adoption. This study examines the process of drift in an ERP project to answer the questions of how and why drift tends to occur in such projects. It applies Actor Network Theory to interpret the data. This analytical lens reveals that a software implementation project's fate depends on each move it takes and each party involved in handling that move. Every handling of the project by different parties could present either a positive modality (that strengthens it and pushes it forward on its track) or a negative modality (that weakens its initial form and drags it onto a different direction). The study provides an alternative view of diffusion, and an explanation of drift in the ERP case that could be extended to other technological projects. It invites practitioners to monitor the various movements of their projects and to allow strategic drift in order to achieve a successful implementation.",89--96,2,23,2008,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000130,article,,,,1363
714,000064,A Cost-Oriented Approach for the Design of IT Architectures,"Ardagna, Danilo and Francalanci, Chiara",eng,"Multiple combinations of hardware and network components can be selected to design an information technology (IT) infrastructure that satisfies organizational requirements. The professional criterion to deal with these degrees of freedom is cost minimization. However, a scientific approach has been rarely applied to cost minimization and a rigorous verification of professional design guidelines is still lacking. The methodological contribution of this paper is the representation of complex infrastructural design issues as a single cost-minimization problem. The approach to cost-minimization is empirically verified with a database of costs that has also been built as part of this research. The paper shows how an overall cost-minimization approach can provide significant cost reductions and indicates that infrastructural design rules previously identified by the professional literature can lead to sub-optimal solutions.",32--51,1,20,2005,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000032,article,,2,,63
714,001126,A Cost-Oriented Approach for the Design of IT Architectures,"Ardagna, Danilo and Francalanci, Chiara",eng,"Multiple combinations of hardware and network components can be selected to design an information technology (IT) infrastructure that satisfies organizational requirements. The professional criterion to deal with these degrees of freedom is cost minimization. However, a scientific approach has been rarely applied to cost minimization and a rigorous verification of professional design guidelines is still lacking. The methodological contribution of this paper is the representation of complex infrastructural design issues as a single cost-minimization problem. The approach to cost-minimization is empirically verified with a database of costs that has also been built as part of this research. The paper shows how an overall cost-minimization approach can provide significant cost reductions and indicates that infrastructural design rules previously identified by the professional literature can lead to sub-optimal solutions.",32--51,1,20,2005,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000032,article,,,,1125
715,000321,Information technology-enabled change: the risks and rewards of business process redesign and automation,"Fiedler, Kirk D and Grover, Varun and Teng, James T C",eng,,267--275,4,9,1994,Journal of Information Technology,10.1057/JIT.1994.29,article,,11,,320
715,001383,Information technology-enabled change: the risks and rewards of business process redesign and automation,"Fiedler, Kirk D and Grover, Varun and Teng, James T C",eng,,267--275,4,9,1994,Journal of Information Technology,10.1057/JIT.1994.29,article,,,https://link.springer.com/article/10.1057/jit.1994.29,1382
715,002133,Information Technology-Enabled Change: The Risks and Rewards of Business Process Redesign and Automation,"Fiedler, Kirk D. and Grover, Varun and Teng, James T.C.",eng,"Information technology-enabled business process redesign is a means of levering the power of information technology to change organizational processes radically resulting in substantial improvements in corporate effectiveness and efficiency. Some of the greatest opportunities for organizational improvement using IT are associated with the support of processes that cross functional boundaries. In this search for improvement, it is important to recognize that there are both process risks associated with business process redesign and structural risks associated with crossing functional boundaries. This paper proposes a model that relates the risks and rewards of IT-enabled change and reports on the experience of 59 organizations. The study found that organizations tend to emphasize either cross-functional business process redesign or intrafunctional automation projects. The results suggest that corporations that wish to take advantage of the rewards available from information technology-enabled change should recognize the risks associated with cross-functional change and process redesign.",267--275,4,9,1994,Journal of Information Technology,10.1177/026839629400900403,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629400900403,,,2132
716,000475,From Origins to Implications: Key Aspects in the Debate over the Digital Divide,"James, Jeffrey",eng,"Defined as the differential extent to which rich countries and poor countries benefit from various forms of information technology (IT), the global digital divide has been extensively measured and described in national as well as international debates. The problem, however, is that the topic is highly fragmented in the literature, with few attempts to put the parts into a coherent analytical framework. More precisely, there has been no specific attempt to pinpoint the main issues that influence one's view of the importance of the digital divide and the policies demanded by the different points of view. The goal of this paper, accordingly, is to fill this important gap in the literature in an analytical schema that recognizes the ways in which the impact of innovations depends heavily on how they are generated and diffused. At each stage of this sequential process are key issues that influence one's view of the digital divide. It matters a great deal for instance on whether the divide is in some sense unique, or just another manifestation of the general technological relationship between rich and poor countries. It is also the case that the size of the divide depends heavily on how it is measured. Yet another example is that the extent of the potential impact of IT will influence our view of the foregone opportunities associated with limited uptake of this technology in developing countries.",284--295,3,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000097,article,,45,,474
716,001537,From Origins to Implications: Key Aspects in the Debate over the Digital Divide,"James, Jeffrey",eng,"Defined as the differential extent to which rich countries and poor countries benefit from various forms of information technology (IT), the global digital divide has been extensively measured and described in national as well as international debates. The problem, however, is that the topic is highly fragmented in the literature, with few attempts to put the parts into a coherent analytical framework. More precisely, there has been no specific attempt to pinpoint the main issues that influence one's view of the importance of the digital divide and the policies demanded by the different points of view. The goal of this paper, accordingly, is to fill this important gap in the literature in an analytical schema that recognizes the ways in which the impact of innovations depends heavily on how they are generated and diffused. At each stage of this sequential process are key issues that influence one's view of the digital divide. It matters a great deal for instance on whether the divide is in some sense unique, or just another manifestation of the general technological relationship between rich and poor countries. It is also the case that the size of the divide depends heavily on how it is measured. Yet another example is that the extent of the potential impact of IT will influence our view of the foregone opportunities associated with limited uptake of this technology in developing countries.",284--295,3,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000097,article,,,,1536
717,000331,Evaluating information systems projects: a multidimensional approach,"Fitzgerald, Guy",,,15--27,1,13,1998,Journal of Information Technology,10.1080/026839698344936,article,,53,,330
717,001393,Evaluating information systems projects: a multidimensional approach,"Fitzgerald, Guy",,,15--27,1,13,1998,Journal of Information Technology,10.1080/026839698344936,article,,,,1392
717,001842,Evaluating Information Systems Projects: A Multidimensional Approach,"Fitzgerald, Guy",eng,"Evaluation of IS/IT investments is a notoriously difficult area. Some doubt that IT investments are ever really productive; others point to mismeasurement as a major reason for such a conclusion and for the so-called IT ‘productivity paradox’. The paper reviews traditional approaches to IS/IT evaluation, and discusses their limitations. An eight-stage, multidimensional approach is then put forward to address those limitations.",15--27,1,13,1998,Journal of Information Technology,10.1177/026839629801300102,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629801300102,,,1841
718,000332,Towards dissolution of the is research debate: from polarization to polarity,"Fitzgerald, Brian and Howcroft, Debra",eng,,313--326,4,13,1998,Journal of Information Technology,10.1057/JIT.1998.9,article,,19,,331
718,001394,Towards dissolution of the is research debate: from polarization to polarity,"Fitzgerald, Brian and Howcroft, Debra",eng,,313--326,4,13,1998,Journal of Information Technology,10.1057/JIT.1998.9,article,,,https://link.springer.com/article/10.1057/jit.1998.9,1393
718,002138,Towards Dissolution of the is Research Debate: From Polarization to Polarity,"Fitzgerald, Brian and Howcroft, Debra",eng,"The debate between ‘hard’ and ‘soft’ research approaches continues in the IS field, but with little prospect of resolution. The debate is typically characterized by tendentious arguments as advocates from each approach offer a somewhat one-sided condemnation of the counterpart from the inimical research tradition. This paper begins by relating two fictitious tales which serve to highlight the futility of research conducted at the extremity of each research approach. The dichotomies which characterize these rival factions are also summarized. The debate is then framed in terms of the polarization problem whereby IS researchers are divided geographically and paradigmatically into ‘hard’ and ‘soft’ camps. A variety of different strategies have been proposed for resolving the debate and these are discussed in detail. They are grouped into four categories, referred to as supremacism, isolationism, integration, and pluralism. Finally, the paper contends that the debate cannot be resolved, and offers the metaphor of magnetic polarity as a means of reflecting this. The paper concludes by arguing that it would be more appropriate to recast the debate at a macro level in order to accommodate different research agenda and recognize the strengths within each tradition.",313--326,4,13,1998,Journal of Information Technology,10.1177/026839629801300409,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629801300409,,,2137
719,000466,Computers in the City - November 1991,"Iliff, Malcolm",eng,,54--56,1,7,1992,Journal of Information Technology,10.1057/JIT.1992.8,article,,0,,465
719,001528,Computers in the City - November 1991,"Iliff, Malcolm",eng,,54--56,1,7,1992,Journal of Information Technology,10.1057/JIT.1992.8,article,,,https://link.springer.com/article/10.1057/jit.1992.8,1527
719,002232,Computers in the City – November 1991,"Iliff, Malcolm",eng,,54--56,1,7,1992,Journal of Information Technology,10.1177/026839629200700108,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629200700108,,,2231
720,000507,Expert systems in international marketing,"Kaynak, E and Venkataraman, K",eng,,245--259,4,7,1992,Journal of Information Technology,10.1057/JIT.1992.31,article,,0,,506
720,001569,Expert systems in international marketing,"Kaynak, E and Venkataraman, K",eng,,245--259,4,7,1992,Journal of Information Technology,10.1057/JIT.1992.31,article,,,https://link.springer.com/article/10.1057/jit.1992.31,1568
720,002192,Expert Systems in International Marketing,"Kaynak, E. and Venkataraman, K.",eng,"This article examines the use of expert systems in international marketing. In view of the increasing importance of internationalization of business around the world, a new generation of computer information systems known as Expert Systems offer a unique potential in international market entry and constantly changing global market conditions. The specific purposes of this paper are to develop a set of evaluative criteria for the use of expert systems, examine the nature of decisions in major international marketing decision areas, and evaluate each decision area against the set of criteria to determine if expert systems are suitable for that decision area.",245--259,4,7,1992,Journal of Information Technology,10.1177/026839629200700407,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629200700407,,,2191
721,000312,Matching an IT Project with an appropriate method of evaluation: a research note on ‘Evaluating Investments in IT’,"Farbey, Barbara and Targett, David and Land, Frank",eng,,239--243,3,9,1994,Journal of Information Technology,10.1057/JIT.1994.23,article,,9,,311
721,001374,Matching an IT Project with an appropriate method of evaluation: a research note on ‘Evaluating Investments in IT’,"Farbey, Barbara and Targett, David and Land, Frank",eng,,239--243,3,9,1994,Journal of Information Technology,10.1057/JIT.1994.23,article,,,https://link.springer.com/article/10.1057/jit.1994.23,1373
721,002396,Matching An it Project with An Appropriate Method of Evaluation: A Research Note on ‘Evaluating Investments in IT’,"Farbey, Barbara and Targett, David and Land, Frank",eng,"This note addresses the problem of choosing an appropriate method when evaluating an IT investment as set out in a previous work. The problem arises immediately because there are many methods on offer for performing the evaluation and a great number of different situations in which those methods could be applied. There is thus a problem of matching the method to the situation across many dimensions. In the previous paper the authors spelled out some of these dimensions on the basis of empirical work and proposed a matching method derived by trial and error which had, at the time, no theoretical foundations. Further research has suggested a possible rationale and it is that which is presented here, together with a further dimension on which the matching may be carried through.",239--243,3,9,1994,Journal of Information Technology,10.1177/026839629400900307,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629400900307,,,2395
722,000693,An inventory of personal constructs for information systems project risk researchers,"Moynihan, Tony",eng,,359--371,4,11,1996,Journal of Information Technology,10.1057/JIT.1996.9,article,,,https://link.springer.com/article/10.1057/jit.1996.9,692
722,002135,An Inventory of Personal Constructs for Information Systems Project Risk Researchers,"Moynihan, Tony",eng,"This paper explores the application of personal construct elicitation techniques to the identification of the situational factors that managers of bespoke information system development projects take into account when planning new projects for new customers. It is shown that the personal constructs elicited reflect most of the contingency variables and risk-drivers mentioned in the information systems development literature, but also include some situational characteristics not addressed in this literature. It is concluded that personal construct elicitation techniques have a valuable role to play in information systems development research.",359--371,4,11,1996,Journal of Information Technology,10.1177/026839629601100409,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629601100409,,,2134
723,000188,Impact of Management Accounting Information and AMT on Organizational Performance,"Choe, Jong-Min",eng,"This study empirically examined and identified specific types of management accounting information as well as conditions of learning facilitators for effective organizational learning under high levels of advanced manufacturing technology (AMT). In this study, the interaction and communication among functions as well as job rotation and experience were considered as the facilitators of organizational learning. This research investigated the relationship between the level of AMT and the amount of management accounting information (i.e. planning and control information and nonfinancial performance information). The empirical results showed that there is a significant positive relationship between the AMT level and the amount of information produced by management accounting information systems (MAISs). Significant positive correlations among the amount of information, degree of organizational learning, and production performance were also observed. Using structural equation modeling, this study examined causal relationships among AMT level, amount of information, learning facilitators, organizational learning, and production performance. The results of the study showed that under a high level of AMT, to give rise to a high degree of learning and, consequently, an increase of performance through the provision of information, facilitators of learning must be well-coordinated (i.e. highly utilized), and MAISs must produce a large amount of management accounting information (i.e. planning and control information and nonfinancial performance information).",203--214,3,19,2004,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000013,article,,19,,187
723,001250,Impact of Management Accounting Information and AMT on Organizational Performance,"Choe, Jong-Min",eng,"This study empirically examined and identified specific types of management accounting information as well as conditions of learning facilitators for effective organizational learning under high levels of advanced manufacturing technology (AMT). In this study, the interaction and communication among functions as well as job rotation and experience were considered as the facilitators of organizational learning. This research investigated the relationship between the level of AMT and the amount of management accounting information (i.e. planning and control information and nonfinancial performance information). The empirical results showed that there is a significant positive relationship between the AMT level and the amount of information produced by management accounting information systems (MAISs). Significant positive correlations among the amount of information, degree of organizational learning, and production performance were also observed. Using structural equation modeling, this study examined causal relationships among AMT level, amount of information, learning facilitators, organizational learning, and production performance. The results of the study showed that under a high level of AMT, to give rise to a high degree of learning and, consequently, an increase of performance through the provision of information, facilitators of learning must be well-coordinated (i.e. highly utilized), and MAISs must produce a large amount of management accounting information (i.e. planning and control information and nonfinancial performance information).",203--214,3,19,2004,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000013,article,,,,1249
724,000521,Resistant Groups in Enterprise System Implementations: A Q-Methodology Examination,"Klaus, Tim and Wingreen, Stephen C and Blanton, J Ellis",eng,"This paper is an initial investigation into types of user resistance and the management strategy expectations of users in a mandatory adoption setting. Despite its relationship to adoption, relatively little is known about user resistance. User resistance is investigated in the Enterprise System (ES) environment because the complexity and richness of ES leads users to manifest a large range of resistant behaviors and beliefs. Using Concourse Theory and Q-methodology, ES users are interviewed followed by the development of a Q-sort questionnaire, which was distributed to ES users. The results reveal eight user groups and address the management strategies preferred by each group. The results have implications for both research in the field of user resistance and adoption, and practitioners involved in system implementation.",91--106,1,25,2010,Journal of Information Technology,10.1057/JIT.2009.7,article,,22,,520
724,001583,Resistant Groups in Enterprise System Implementations: A Q-Methodology Examination,"Klaus, Tim and Wingreen, Stephen C and Blanton, J Ellis",eng,"This paper is an initial investigation into types of user resistance and the management strategy expectations of users in a mandatory adoption setting. Despite its relationship to adoption, relatively little is known about user resistance. User resistance is investigated in the Enterprise System (ES) environment because the complexity and richness of ES leads users to manifest a large range of resistant behaviors and beliefs. Using Concourse Theory and Q-methodology, ES users are interviewed followed by the development of a Q-sort questionnaire, which was distributed to ES users. The results reveal eight user groups and address the management strategies preferred by each group. The results have implications for both research in the field of user resistance and adoption, and practitioners involved in system implementation.",91--106,1,25,2010,Journal of Information Technology,10.1057/JIT.2009.7,article,,,,1582
725,000957,A portfolio approach to evaluating information systems investments and setting priorities,"Ward, John M",eng,,222--231,4,5,1990,Journal of Information Technology,10.1057/JIT.1990.46,article,,,https://link.springer.com/article/10.1057/jit.1990.46,956
725,002257,A Portfolio Approach to Evaluating Information Systems Investments and Setting Priorities,"Ward, John M.",eng,"The types of benefits which a business can obtain from investments in information Systems (IS) have developed and become more varied over time. During that same period many organizations have become dependent on their Information Systems in terms of how they do business and some have used IS to gain competitive or strategic advantages. This article explores the nature of the benefits that can accrue in relation to the business objectives of IS investments. A portfolio model is discussed which helps management evaluate the relative importance of such investments to the business and hence to define how each investment can be appraised and managed. In order to maintain a coherent strategy for managing IS investments, not only must they all be evaluated on a consistent basis, but priorities amongst the applications must be established on the same set of criteria. Again the portfolio approach enables management to address this issue in a rational way, based on business needs and imperatives.",222--231,4,5,1990,Journal of Information Technology,10.1177/026839629000500407,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629000500407,,,2256
726,001027,The automation of accounting practice,"Wilson, R A and Sangster, A",eng,,65--75,2,7,1992,Journal of Information Technology,10.1057/JIT.1992.11,article,,,https://link.springer.com/article/10.1057/jit.1992.11,1026
726,002034,The Automation of Accounting Practice,"Wilson, R.A. and Sangster, A.",eng,"This article examines the use of computer technology by the UK accounting profession. The first part of the paper examines the nature of the accounting environment and identifies a number of reasons why accounting automation should be an issue of general concern. A particular accounting task, auditing, is examined in detail to illustrate some of the factors affecting accounting automation. The second part of the paper reports the findings of an empirical examination of computerization amongst a number of different accounting groups with different working environments. Practitioners’ views on several factors constraining further technological innovation, and on factors motivating innovation, are analysed and examined. It is concluded that domain characteristics, historical factors and skill availability are amongst the most significant variables influencing automation.",65--75,2,7,1992,Journal of Information Technology,10.1177/026839629200700202,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629200700202,,,2033
727,000958,A report on the Fourth Annual UK Information Systems Doctoral Consortium,"Ward, John",eng,,125--126,2,10,1995,Journal of Information Technology,10.1057/JIT.1995.14,article,,,https://link.springer.com/article/10.1057/jit.1995.14,957
727,002386,A Report on the Fourth Annual UK Information Systems Doctoral Consortium,"Ward, John",eng,,125--126,2,10,1995,Journal of Information Technology,10.1177/026839629501000205,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629501000205,,,2385
728,000821,The Need for a ‘Science’ of Education,"Scarrott, Gordon",eng,,33--38,2,1,1986,Journal of Information Technology,10.1057/JIT.1986.21,article,,,https://link.springer.com/article/10.1057/jit.1986.21,820
728,002470,The Need for a ‘Science’ of Education,"Scarrott, Gordon",eng,,33--38,2,1,1986,Journal of Information Technology,10.1177/026839628600100208,article,https://journals.sagepub.com/doi/pdf/10.1177/026839628600100208,,,2469
729,000742,Understanding slow Internet adoption: ‘infomediation’ in ship-broking markets,"Pisanias, Nikolaos and Willcocks, Leslie",,,399--413,4,14,1999,Journal of Information Technology,10.1080/026839699344502,article,,,,741
729,001857,Understanding Slow Internet Adoption: ‘Infomediation’ in Ship-Broking Markets,"Pisanias, Nikolaos and Willcocks, Leslie",eng,"Debate on the impact of the Internet on socioeconomic and business environments has been dominated by technological determinist perspectives, narrowing the range of discourse around the implications of these new technologies. One important and neglected dimension is the impact on market relationships. Technological determinism suggests that the transactional efficiencies associated with the new medium should have a major impact on market structures. If that argument is correct, the case should be stronger in broking markets where information exchange, information mediation and communication flows are paramount. However, an examination of various broking markets reveals significant differences in the implications of this technological innovation. Drawing upon participant observation research conducted in 1998–99 in the shipbroking market, the paper explores the limitations of the technological determinist perspective and puts forward a model to explore the changing nature and dynamics of market relationships generated by information flows via the Internet. Application of the model helps to locate the reasons for slow adoption of the Internet in ship-broking markets.",399--413,4,14,1999,Journal of Information Technology,10.1177/026839629901400408,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629901400408,,,1856
730,000350,Outsiders: An Exploratory History of IS in Corporations,"Gannon, Brian",eng,"This paper is an exploratory study that provides a brief history of information systems (IS) in corporations that are not part of the Information Technology sector, such as retailers, banks, government agencies and so on. It looks at the development of the IS function and the changing roles of IS practitioners in such organisations over the past 60 years, and assesses how they perceived themselves and were perceived by their peers, by business colleagues and by others. It uses the testimony of successful IS practitioners to provide a grounded perspective on the history of the IS worker over this time. The research identifies a trajectory of a gradual diminishment in the role and status of the IS worker in the corporation over the lifetime of the discipline. It observes that the IS worker has experienced changed fortunes: from a position of influence at the outset, leading to a peak of status and reward in the years up to the millennium; and to the present day where the occupation has a much lower profile. It ascribes this to the increasing commoditisation of IS, manifested by phenomena such as end-user computing, outsourcing and cloud computing. The paper is of relevance to academics who are interested in IS in the corporate organisation; to business professionals, who are sometimes bewildered by their IS colleagues; and to those who work in IS. The research is presented as an interpretative study and is intended to help future researchers frame questions and design research projects. It also aims to inform and witness, and provide a perspective on a currently neglected part of the business world.",50--62,1,28,2013,Journal of Information Technology,10.1057/JIT.2013.2,article,,12,,349
730,001412,Outsiders: An Exploratory History of IS in Corporations,"Gannon, Brian",eng,"This paper is an exploratory study that provides a brief history of information systems (IS) in corporations that are not part of the Information Technology sector, such as retailers, banks, government agencies and so on. It looks at the development of the IS function and the changing roles of IS practitioners in such organisations over the past 60 years, and assesses how they perceived themselves and were perceived by their peers, by business colleagues and by others. It uses the testimony of successful IS practitioners to provide a grounded perspective on the history of the IS worker over this time. The research identifies a trajectory of a gradual diminishment in the role and status of the IS worker in the corporation over the lifetime of the discipline. It observes that the IS worker has experienced changed fortunes: from a position of influence at the outset, leading to a peak of status and reward in the years up to the millennium; and to the present day where the occupation has a much lower profile. It ascribes this to the increasing commoditisation of IS, manifested by phenomena such as end-user computing, outsourcing and cloud computing. The paper is of relevance to academics who are interested in IS in the corporate organisation; to business professionals, who are sometimes bewildered by their IS colleagues; and to those who work in IS. The research is presented as an interpretative study and is intended to help future researchers frame questions and design research projects. It also aims to inform and witness, and provide a perspective on a currently neglected part of the business world.",50--62,1,28,2013,Journal of Information Technology,10.1057/JIT.2013.2,article,,,,1411
731,000089,Institutionalisation as a Process of Interplay between Technology and Its Organisational Context of Use,"Baptista (John), João",eng,"This study contributes to the IS literature with a distinct explanation of the process of institutionalisation of technology in organisations. The research analyses the role of micro-level processes of interplay in embedding an intranet in the formal functioning of an organisation and in the habits and routines of its employees. The findings identify two types of processes of interplay underpinning this process of institutionalisation. The first operates at the level of constitutive expectations and refers to mutual changes to the governance, policy and control mechanisms which foster the perception that the intranet is part of the expected formal functioning of the organisation. The second operates at the level of background expectations and refers to mutual changes that make the intranet look more familiar, functional, easier to use, fostering its embedding in routines and habits of the employees. The study aims to motivate more research on institutionalisation as a bottom-up micro process of gradual development of institutionalised behaviour.",305--319,4,24,2009,Journal of Information Technology,10.1057/JIT.2009.15,article,,67,,88
731,001151,Institutionalisation as a Process of Interplay between Technology and Its Organisational Context of Use,"Baptista (John), João",eng,"This study contributes to the IS literature with a distinct explanation of the process of institutionalisation of technology in organisations. The research analyses the role of micro-level processes of interplay in embedding an intranet in the formal functioning of an organisation and in the habits and routines of its employees. The findings identify two types of processes of interplay underpinning this process of institutionalisation. The first operates at the level of constitutive expectations and refers to mutual changes to the governance, policy and control mechanisms which foster the perception that the intranet is part of the expected formal functioning of the organisation. The second operates at the level of background expectations and refers to mutual changes that make the intranet look more familiar, functional, easier to use, fostering its embedding in routines and habits of the employees. The study aims to motivate more research on institutionalisation as a bottom-up micro process of gradual development of institutionalised behaviour.",305--319,4,24,2009,Journal of Information Technology,10.1057/JIT.2009.15,article,,,,1150
732,000437,The Business Value of Computers,"Holtham, Clive",eng,,234--235,3-4,6,1991,Journal of Information Technology,10.1057/JIT.1991.41,article,,0,,436
732,001499,The Business Value of Computers,"Holtham, Clive",eng,,234--235,3-4,6,1991,Journal of Information Technology,10.1057/JIT.1991.41,article,,,https://link.springer.com/article/10.1057/jit.1991.41,1498
733,000642,Technochange Management: Using IT to Drive Organizational Change,"Markus, M Lynne",eng,"Using IT in ways that can trigger major organizational changes creates high-risk, potentially high-reward, situations that I call technochange (for technology-driven organizational change). Technochange differs from typical IT projects and from typical organizational change programs and therefore requires a different approach. One major risk in technochange—that people will not use information technology and related work practices—is not thoroughly addressed by the discipline of IT project management, which focuses on project cost, project schedule, and solution functionality. Organizational change management approaches are also generally not effective on their own, because they take as a given the IT “solutions” developed by a technical team. Consequently, the potential for the IT “solution” to be misaligned with important organizational characteristics, such as culture or incentives, is great. Merely combining IT project management and organizational change management approaches does not produce the best results, for two reasons. First, the additive approach does not effectively address the many failure-threatening problems that can arise over the lengthy sequential process of the typical technochange lifecycle. Second, the additive approach is not structured to produce the characteristics of a good technochange solution: a complete intervention consisting of IT and complementary organizational changes, an implementable solution with minimal misfits with the existing organization, and an organization primed to appropriate the potential benefits of the technochange solution. With hard work and care, the combined IT project management plus organizational change approach can be made to work. However, an iterative, incremental approach to implementing technochange can be a better strategy in many situations. The essential characteristic of the technochange prototyping approach is that each phase involves both new IT functionality and related organizational changes, such as redesigned business processes, new performance metrics, and training.",4--20,1,19,2004,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000002,article,,264,,641
733,001704,Technochange Management: Using IT to Drive Organizational Change,"Markus, M Lynne",eng,"Using IT in ways that can trigger major organizational changes creates high-risk, potentially high-reward, situations that I call technochange (for technology-driven organizational change). Technochange differs from typical IT projects and from typical organizational change programs and therefore requires a different approach. One major risk in technochange—that people will not use information technology and related work practices—is not thoroughly addressed by the discipline of IT project management, which focuses on project cost, project schedule, and solution functionality. Organizational change management approaches are also generally not effective on their own, because they take as a given the IT “solutions” developed by a technical team. Consequently, the potential for the IT “solution” to be misaligned with important organizational characteristics, such as culture or incentives, is great. Merely combining IT project management and organizational change management approaches does not produce the best results, for two reasons. First, the additive approach does not effectively address the many failure-threatening problems that can arise over the lengthy sequential process of the typical technochange lifecycle. Second, the additive approach is not structured to produce the characteristics of a good technochange solution: a complete intervention consisting of IT and complementary organizational changes, an implementable solution with minimal misfits with the existing organization, and an organization primed to appropriate the potential benefits of the technochange solution. With hard work and care, the combined IT project management plus organizational change approach can be made to work. However, an iterative, incremental approach to implementing technochange can be a better strategy in many situations. The essential characteristic of the technochange prototyping approach is that each phase involves both new IT functionality and related organizational changes, such as redesigned business processes, new performance metrics, and training.",4--20,1,19,2004,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000002,article,,,,1703
